time,Panel_1_Power_Avg,Panel_2_Power_Min,Panel_2_Power_Max,Panel_2_Power_Avg
1582990193,0.0,-0.234375,9.55810546875,0.0
1582990255,0.0,-0.234375,9.55810546875,0.0
1582990313,0.0,-0.234375,9.55810546875,0.0
1582990375,0.0,-0.234375,9.55810546875,0.0
1582990433,0.0,-0.234375,9.55810546875,0.0
1582990495,0.0,-0.234375,9.55810546875,0.0
1582995475,0.0,-0.234375,9.55810546875,0.0
1582995533,0.0,-0.234375,9.55810546875,0.0
1582995595,0.0,-0.234375,9.55810546875,0.0
1582995652,0.0,-0.234375,9.55810546875,0.0
1582995715,0.0,-0.234375,9.55810546875,0.0
1582995772,0.0,-0.234375,9.55810546875,0.0
1582995835,0.0,-0.234375,9.55810546875,0.0
1582995892,0.0,-0.234375,9.55810546875,0.0
1582995954,0.0,-0.234375,9.55810546875,0.0
1582996012,0.0,-0.234375,9.55810546875,0.0
1582996074,0.0,-0.234375,9.55810546875,0.0
1582996132,0.0,-0.234375,9.55810546875,0.0
1582996194,0.0,-0.234375,9.55810546875,0.0
1582996252,0.0,-0.234375,9.55810546875,0.0
1582996314,0.0,-0.234375,9.55810546875,0.0
1583074016,0.0,-0.234375,9.55810546875,0.0
1583074073,0.0,-0.234375,9.55810546875,0.0
1583074136,0.0,-0.234375,9.55810546875,0.0
1583074193,0.0,-0.234375,9.55810546875,0.0
1583074256,0.0,-0.234375,9.55810546875,0.0
1583074313,0.0,-0.234375,9.55810546875,0.0
1583074375,0.0,-0.234375,9.55810546875,0.0
1583074433,0.0,-0.234375,9.55810546875,0.0
1583074495,0.0,-0.234375,9.55810546875,0.0
1583074553,0.0,-0.234375,9.55810546875,0.0
1583074615,0.0,-0.234375,9.55810546875,0.0
1583074673,0.0,-0.234375,9.55810546875,0.0
1583074735,0.0,-0.234375,9.55810546875,0.0
1583074793,0.0,-0.234375,9.55810546875,0.0
1583074855,0.0,-0.234375,9.55810546875,0.0
1583080016,0.0,-0.234375,9.55810546875,0.0
1583080073,0.0,-0.234375,9.55810546875,0.0
1583080136,0.0,-0.234375,9.55810546875,0.0
1583080193,0.0,-0.234375,9.55810546875,0.0
1583080256,0.0,-0.234375,9.55810546875,0.0
1583080313,0.0,-0.234375,9.55810546875,0.0
1583080375,0.0,-0.234375,9.55810546875,0.0
1583080433,0.0,-0.234375,9.55810546875,0.0
1583080495,0.0,-0.234375,9.55810546875,0.0
1583080553,0.0,-0.234375,9.55810546875,0.0
1583080615,0.0,-0.234375,9.55810546875,0.0
1583080673,0.0,-0.234375,9.55810546875,0.0
1583080735,0.0,-0.234375,9.55810546875,0.0
1583248914,0.0,-0.234375,9.55810546875,0.0
1583248972,0.0,-0.234375,9.55810546875,0.0
1583249034,0.0,-0.234375,9.55810546875,0.0
1583249096,0.0,-0.234375,9.55810546875,0.0
1583249154,0.0,-0.234375,9.55810546875,0.0
1583249216,0.0,-0.234375,9.55810546875,0.0
1583249274,0.0,-0.234375,9.55810546875,0.0
1583249336,0.0,-0.234375,9.55810546875,0.0
1583249394,0.0,-0.234375,9.55810546875,0.0
1583254734,0.0,-0.234375,9.55810546875,0.0
1583254854,0.0,-0.234375,9.55810546875,0.0
1583254916,0.0,-0.234375,9.55810546875,0.0
1583254974,0.0,-0.234375,9.55810546875,0.0
1583255036,0.0,-0.234375,9.55810546875,0.0
1583255094,0.0,-0.234375,9.55810546875,0.0
1583255156,0.0,-0.234375,9.55810546875,0.0
1583255213,0.0,-0.234375,9.55810546875,0.0
1583508233,0.0,-0.234375,9.55810546875,0.0
1583508295,0.0,-0.234375,9.55810546875,0.0
1583508352,0.0,-0.234375,9.55810546875,0.0
1583508415,0.0,-0.234375,9.55810546875,0.0
1583508472,0.0,-0.234375,9.55810546875,0.0
1583508535,0.0,-0.234375,9.55810546875,0.0
1583508592,0.0,-0.234375,9.55810546875,0.0
1583569013,0.0,-0.234375,9.55810546875,0.0
1583569075,0.0,-0.234375,9.55810546875,0.0
1583569133,0.0,-0.234375,9.55810546875,0.0
1583569195,0.0,-0.234375,9.55810546875,0.0
1583569253,0.0,-0.234375,9.55810546875,0.0
1583569315,0.0,-0.234375,9.55810546875,0.0
1583569373,0.0,-0.234375,9.55810546875,0.0
1583569435,0.0,-0.234375,9.55810546875,0.0
1583569492,0.0,-0.234375,9.55810546875,0.0
1583569555,0.0,-0.234375,9.55810546875,0.0
1583997056,0.0,-0.234375,9.72381591796875,0.0
1583997114,0.0,-0.234375,9.72381591796875,0.0
1583997176,0.0,-0.234375,9.72381591796875,0.0
1583997233,0.0,-0.234375,9.72381591796875,0.0
1583997296,0.0,-0.234375,9.72381591796875,0.0
1583997353,0.0,-0.234375,9.72381591796875,0.0
1583997416,0.0,-0.234375,9.72381591796875,0.0
1583997473,0.0,-0.234375,9.72381591796875,0.0
1583997536,0.0,-0.234375,9.72381591796875,0.0
1583997593,0.0,-0.234375,9.72381591796875,0.0
1583997655,0.0,-0.234375,9.72381591796875,0.0
1583997713,0.0,-0.234375,9.72381591796875,0.0
1584002993,0.0,-0.234375,9.72381591796875,0.0
1584003055,0.0,-0.234375,9.72381591796875,0.0
1584003113,0.0,-0.234375,9.72381591796875,0.0
1584003175,0.0,-0.234375,9.72381591796875,0.0
1584003233,0.0,-0.234375,9.72381591796875,0.0
1584003295,0.0,-0.234375,9.72381591796875,0.0
1584003352,0.0,-0.234375,9.72381591796875,0.0
1584003415,0.0,-0.234375,9.72381591796875,0.0
1584003472,0.0,-0.234375,9.72381591796875,0.0
1584003535,0.0,-0.234375,9.72381591796875,0.0
1584003592,0.0,-0.234375,9.72381591796875,0.0
1584003655,0.0,-0.234375,9.72381591796875,0.0
1584087514,0.0,-0.234375,9.72381591796875,0.0
1584087576,0.0,-0.234375,9.72381591796875,0.0
1584087634,0.0,-0.234375,9.72381591796875,0.0
1584087696,0.0,-0.234375,9.72381591796875,0.0
1584087754,0.0,-0.234375,9.72381591796875,0.0
1584087816,0.0,-0.234375,9.72381591796875,0.0
1584087874,0.0,-0.234375,9.72381591796875,0.0
1584087936,0.0,-0.234375,9.72381591796875,0.0
1584087994,0.0,-0.234375,9.72381591796875,0.0
1584088056,0.0,-0.234375,9.72381591796875,0.0
1584088113,0.0,-0.234375,9.72381591796875,0.0
1584088176,0.0,-0.234375,9.72381591796875,0.0
1584088233,0.0,-0.234375,9.72381591796875,0.0
1584099516,0.0,0.0,0.0,0.0
1584099573,0.0,0.0,0.0,0.0
1584099636,0.0,0.0,0.0018310546875,0.0
1584099693,0.0,0.0,0.00457763671875,0.0
1584099755,0.0,0.0,0.00457763671875,0.0
1584099813,0.0,0.0,0.00457763671875,0.0
1584099875,0.0,0.0,0.00457763671875,0.0
1584099933,0.0,0.0,0.00457763671875,0.0
1584099995,0.0,0.0,0.00457763671875,0.0
1584105034,0.0,0.0,3.70697021484375,0.0
1584105097,0.0,0.0,3.70697021484375,0.0
1584105154,0.0,0.0,3.70697021484375,0.0
1584105216,0.0,0.0,3.70697021484375,0.0
1584105274,0.0,0.0,3.70697021484375,0.0
1584105336,0.0,0.0,3.70697021484375,0.0
1584105394,0.0,0.0,3.70697021484375,0.0
1584105456,0.0,0.0,3.70697021484375,0.0
1584105514,0.0,0.0,3.70697021484375,0.0
1584105576,0.0,0.0,3.70697021484375,0.0
1584105634,0.0,0.0,3.70697021484375,0.0
1584165996,0.0,-0.2325439453125,5.00885009765625,0.0
1584166053,0.0,-0.2325439453125,5.00885009765625,0.0
1584166115,0.0,-0.2325439453125,5.00885009765625,0.0
1584166173,0.0,-0.2325439453125,5.00885009765625,0.0
1584166235,0.0,-0.2325439453125,5.00885009765625,0.0
1584166293,0.0,-0.2325439453125,5.00885009765625,0.0
1584166355,0.0,-0.2325439453125,5.00885009765625,0.0
1584166413,0.0,-0.2325439453125,5.00885009765625,0.0
1584166475,0.0,-0.2325439453125,5.00885009765625,0.0
1584171937,0.0,-0.2325439453125,5.00885009765625,0.0
1584171994,0.0,-0.2325439453125,5.00885009765625,0.0
1584172056,0.0,-0.2325439453125,5.00885009765625,0.0
1584172114,0.0,-0.2325439453125,5.00885009765625,0.0
1584172176,0.0,-0.2325439453125,5.00885009765625,0.0
1584172234,0.0,-0.2325439453125,5.00885009765625,0.0
1584172296,0.0,-0.2325439453125,5.00885009765625,0.0
1584172354,0.0,-0.2325439453125,5.00885009765625,0.0
1584172416,0.0,-0.2325439453125,5.00885009765625,0.0
1584172474,0.0,-0.2325439453125,5.00885009765625,0.0
1584172536,0.0,-0.2325439453125,5.00885009765625,0.0
1584172593,0.0,-0.2325439453125,5.00885009765625,0.0
1584172713,0.0,-0.2325439453125,5.00885009765625,0.0
1584177756,0.0,-0.2325439453125,5.00885009765625,0.0
1584177813,0.0,-0.2325439453125,5.00885009765625,0.0
1584177875,0.0,-0.2325439453125,5.00885009765625,0.0
1584177933,0.0,-0.2325439453125,5.00885009765625,0.0
1584177995,0.0,-0.2325439453125,5.00885009765625,0.0
1584178053,0.0,-0.2325439453125,5.00885009765625,0.0
1584178115,0.0,-0.2325439453125,5.00885009765625,0.0
1584178173,0.0,-0.2325439453125,5.00885009765625,0.0
1584178235,0.0,-0.2325439453125,5.00885009765625,0.0
1584178297,0.0,-0.2325439453125,5.00885009765625,0.0
1584178355,0.0,-0.2325439453125,5.00885009765625,0.0
1584178417,0.0,-0.2325439453125,5.00885009765625,0.0
1584178475,0.0,-0.2325439453125,5.00885009765625,0.0
1584183695,0.0,-0.2325439453125,5.08392333984375,0.0
1584183753,0.0,-0.2325439453125,5.08392333984375,0.0
1584183815,0.0,-0.2325439453125,5.08392333984375,0.0
1584183877,0.0,-0.2325439453125,5.08392333984375,0.0
1584183935,0.0,-0.2325439453125,5.08392333984375,0.0
1584183997,0.0,-0.2325439453125,5.08392333984375,0.0
1584184055,0.0,-0.2325439453125,5.08392333984375,0.0
1584184117,0.0,-0.2325439453125,5.08392333984375,0.0
1584184175,0.0,-0.2325439453125,5.08392333984375,0.0
1584184237,0.0,-0.2325439453125,5.08392333984375,0.0
1584184294,0.0,-0.2325439453125,5.08392333984375,0.0
1584184357,0.0,-0.2325439453125,5.08392333984375,0.0
1584184414,0.0,-0.2325439453125,5.08392333984375,0.0
1584250416,0.0,-0.2325439453125,5.08392333984375,0.0
1584250473,0.0,-0.2325439453125,8.87237548828125,0.0
1584250536,0.0,-0.2325439453125,8.87237548828125,0.0
1584250593,0.0,-0.2325439453125,8.87237548828125,0.0
1584250655,0.0,-0.2325439453125,8.87237548828125,0.0
1584250713,0.0,-0.2325439453125,8.87237548828125,0.0
1584250775,0.0,-0.2325439453125,8.87237548828125,0.0
1584250833,0.0,-0.2325439453125,8.87237548828125,0.0
1584250895,0.0,-0.2325439453125,8.87237548828125,0.0
1584250953,0.0,-0.2325439453125,8.87237548828125,0.0
1584251015,0.0,-0.2325439453125,8.87237548828125,0.0
1584251073,0.0,-0.2325439453125,8.87237548828125,0.0
1584251135,0.0,-0.2325439453125,8.87237548828125,0.0
1584256369,0.0,-0.2325439453125,8.87237548828125,0.0
1584256417,0.0,-0.2325439453125,8.87237548828125,0.0
1584256474,0.0,-0.2325439453125,8.87237548828125,0.0
1584256537,0.0,-0.2325439453125,8.87237548828125,0.0
1584256594,0.0,-0.2325439453125,8.87237548828125,0.0
1584256657,0.0,-0.2325439453125,8.87237548828125,0.0
1584256714,0.0,-0.2325439453125,8.87237548828125,0.0
1584256776,0.0,-0.2325439453125,8.87237548828125,0.0
1584256834,0.0,-0.2325439453125,8.87237548828125,0.0
1584256896,0.0,-0.2325439453125,8.87237548828125,0.0
1584257016,0.0,-0.2325439453125,8.87237548828125,0.0
1584267995,0.0,-0.2325439453125,8.87237548828125,0.0
1584268056,0.0,-0.2325439453125,8.87237548828125,0.0
1584268113,0.0,-0.2325439453125,8.87237548828125,0.0
1584268175,0.0,-0.2325439453125,8.87237548828125,0.0
1584268233,0.0,-0.2325439453125,8.87237548828125,0.0
1584268295,0.0,-0.2325439453125,8.87237548828125,0.0
1584268353,0.0,-0.2325439453125,8.87237548828125,0.0
1584268415,0.0,-0.2325439453125,8.87237548828125,0.0
1584268477,0.0,-0.2325439453125,8.87237548828125,0.0
1584268535,0.0,-0.2325439453125,8.87237548828125,0.0
1584268597,0.0,-0.2325439453125,8.87237548828125,0.0
1584268655,0.0,-0.2325439453125,8.87237548828125,0.0
1584268717,0.0,-0.2325439453125,8.87237548828125,0.0
1584334893,0.0,-0.2325439453125,8.87237548828125,0.0
1584334956,0.0,-0.2325439453125,8.87237548828125,0.0
1584335013,0.0,-0.2325439453125,8.87237548828125,0.0
1584335076,0.0,-0.2325439453125,8.87237548828125,0.0
1584335133,0.0,-0.2325439453125,8.87237548828125,0.0
1584335196,0.0,-0.2325439453125,8.87237548828125,0.0
1584335253,0.0,-0.2325439453125,8.87237548828125,0.0
1584335316,0.0,-0.2325439453125,8.87237548828125,0.0
1584335373,0.0,-0.2325439453125,8.87237548828125,0.0
1584335435,0.0,-0.2325439453125,8.87237548828125,0.0
1584335493,0.0,-0.2325439453125,8.87237548828125,0.0
1584340717,0.0,-0.2325439453125,8.87237548828125,0.0
1584340775,0.0,-0.2325439453125,8.87237548828125,0.0
1584340837,0.0,-0.2325439453125,8.87237548828125,0.0
1584340894,0.0,-0.2325439453125,8.87237548828125,0.0
1584340957,0.0,-0.2325439453125,8.87237548828125,0.0
1584341077,0.0,-0.2325439453125,8.87237548828125,0.0
1584341134,0.0,-0.2325439453125,8.87237548828125,0.0
1584341196,0.0,-0.2325439453125,8.87237548828125,0.0
1584341254,0.0,-0.2325439453125,8.87237548828125,0.0
1584341316,0.0,-0.2325439453125,8.87237548828125,0.0
1584341374,0.0,-0.2325439453125,8.87237548828125,0.0
1584346654,0.0,-0.2325439453125,8.87237548828125,0.0
1584346717,0.0,-0.2325439453125,8.87237548828125,0.0
1584346774,0.0,-0.2325439453125,8.87237548828125,0.0
1584346836,0.0,-0.2325439453125,8.87237548828125,0.0
1584346894,0.0,-0.2325439453125,8.87237548828125,0.0
1584346956,0.0,-0.2325439453125,8.87237548828125,0.0
1584347014,0.0,-0.2325439453125,8.87237548828125,0.0
1584347076,0.0,-0.2325439453125,8.87237548828125,0.0
1584347134,0.0,-0.2325439453125,8.87237548828125,0.0
1584347196,0.0,-0.2325439453125,8.87237548828125,0.0
1584347253,0.0,-0.2325439453125,8.87237548828125,0.0
1584347316,0.0,-0.2325439453125,8.87237548828125,0.0
1584352536,0.0,-0.2325439453125,8.87237548828125,0.0
1584352594,0.0,-0.2325439453125,8.87237548828125,0.0
1584352656,0.0,-0.2325439453125,8.87237548828125,0.0
1584352714,0.0,-0.2325439453125,8.87237548828125,0.0
1584352776,0.0,-0.2325439453125,8.87237548828125,0.0
1584352833,0.0,-0.2325439453125,8.87237548828125,0.0
1584352896,0.0,-0.2325439453125,8.87237548828125,0.0
1584352953,0.0,-0.2325439453125,8.87237548828125,0.0
1584353016,0.0,-0.2325439453125,8.87237548828125,0.0
1584353073,0.0,-0.2325439453125,8.87237548828125,0.0
1584353136,0.0,-0.2325439453125,8.87237548828125,0.0
1584358474,0.0,-0.2325439453125,8.87237548828125,0.0
1584358537,0.0,-0.2325439453125,8.87237548828125,0.0
1584358594,0.0,-0.2325439453125,8.87237548828125,0.0
1584358714,0.0,0.0,0.0,0.0
1584358777,0.0,0.0,0.0,0.0
1584358834,0.0,0.0,0.0,0.0
1584358896,0.0,0.0,0.2178955078125,0.0
1584358954,0.0,0.0,4.23797607421875,0.0
1584359016,0.0,0.0,4.23797607421875,0.0
1584762937,0.0,-0.2252197265625,7.83599853515625,0.0
1584762995,0.0,-0.2252197265625,7.83599853515625,0.0
1584763057,0.0,-0.2252197265625,7.83599853515625,0.0
1584763115,0.0,-0.2252197265625,7.83599853515625,0.0
1584763177,0.0,-0.2252197265625,7.83599853515625,0.0
1584763234,0.0,-0.2252197265625,7.83599853515625,0.0
1584763297,0.0,-0.2252197265625,7.83599853515625,0.0
1584763354,0.0,-0.2252197265625,7.83599853515625,0.0
1584763417,0.0,-0.2252197265625,7.83599853515625,0.0
1584763474,0.0,-0.2252197265625,7.83599853515625,0.0
1584763537,0.0,-0.2252197265625,7.83599853515625,0.0
1584763594,0.0,-0.2252197265625,7.83599853515625,0.0
1584763656,0.0,-0.2252197265625,7.83599853515625,0.0
1584763714,0.0,-0.2252197265625,7.83599853515625,0.0
1584768937,0.0,-0.230712890625,7.83599853515625,0.0
1584768994,0.0,-0.230712890625,7.83599853515625,0.0
1584769057,0.0,-0.230712890625,7.83599853515625,0.0
1584769114,0.0,-0.230712890625,7.83599853515625,0.0
1584769176,0.0,-0.230712890625,7.83599853515625,0.0
1584769234,0.0,-0.230712890625,7.83599853515625,0.0
1584769296,0.0,-0.230712890625,7.83599853515625,0.0
1584769354,0.0,-0.230712890625,7.83599853515625,0.0
1584769536,0.0,-0.230712890625,7.83599853515625,0.0
1584769594,0.0,-0.230712890625,7.83599853515625,0.0
1584769714,0.0,-0.230712890625,7.83599853515625,0.0
1584847425,0.0,-0.234375,9.61761474609375,0.0
1584847482,0.0,-0.234375,9.61761474609375,0.0
1584847545,0.0,-0.234375,9.61761474609375,0.0
1584847602,0.0,-0.234375,9.61761474609375,0.0
1584847665,0.0,-0.234375,9.61761474609375,0.0
1584847722,0.0,-0.234375,9.61761474609375,0.0
1584847785,0.0,-0.234375,9.61761474609375,0.0
1584847842,0.0,-0.234375,9.61761474609375,0.0
1584847904,0.0,-0.234375,9.61761474609375,0.0
1584847962,0.0,-0.234375,9.61761474609375,0.0
1584848024,0.0,-0.234375,9.61761474609375,0.0
1584848082,0.0,-0.234375,9.61761474609375,0.0
1584848144,0.0,-0.234375,9.61761474609375,0.0
1584853365,0.0,-0.234375,9.61761474609375,0.0
1584853423,0.0,-0.234375,9.61761474609375,0.0
1584853485,0.0,-0.234375,9.61761474609375,0.0
1584853543,0.0,-0.234375,9.61761474609375,0.0
1584853605,0.0,-0.234375,9.61761474609375,0.0
1584853663,0.0,-0.234375,9.61761474609375,0.0
1584853725,0.0,-0.234375,9.61761474609375,0.0
1584853782,0.0,-0.234375,9.61761474609375,0.0
1584853845,0.0,-0.234375,9.61761474609375,0.0
1584853902,0.0,-0.234375,9.61761474609375,0.0
1584853965,0.0,-0.234375,9.61761474609375,0.0
1584854022,0.0,-0.234375,9.61761474609375,0.0
1584854085,0.0,-0.234375,9.61761474609375,0.0
1584854142,0.0,-0.234375,9.61761474609375,0.0
1584854204,0.0,-0.234375,9.61761474609375,0.0
