time,Sun_Y
1587759803,0.0722010866433232
1587759861,0.07220136918585861
1587759918,0.07220173038212217
1587759981,0.07220222017672533
1587760043,0.07220280491195895
1587760101,0.07220349017006193
1587760163,0.07220428783705778
1587760220,0.07220516932427347
1587760283,0.0722061611178151
1587760340,0.07220717207472527
