time,EPS_State,EPS_Current_Min,EPS_Current_Max,EPS_Current_Avg
1582223779,On,-5.25,0.0751953125,0.0224609375
1582223783,On,-5.25,0.0751953125,0.02197265625
1582223841,On,-5.25,0.0751953125,0.021484375
1582223903,On,-5.25,0.0751953125,0.02197265625
1582223961,On,-5.25,0.0751953125,0.02197265625
1582224023,On,-5.25,0.0751953125,0.02197265625
1582224081,On,-5.25,0.0751953125,0.02197265625
1582224143,On,-5.25,0.0751953125,0.02197265625
1582224200,On,-5.25,0.0751953125,0.02197265625
1582224263,On,-5.25,0.0751953125,0.02197265625
1582224320,On,-5.25,0.0751953125,0.0224609375
1582224383,On,-5.25,0.0751953125,0.0224609375
1582224440,On,-5.25,0.0751953125,0.0224609375
1582224502,On,-5.25,0.0751953125,0.0224609375
1582229483,On,-5.25,0.0751953125,0.02197265625
1582229598,On,-5.25,0.0751953125,0.02197265625
1582229603,On,-5.25,0.0751953125,0.02197265625
1582229661,On,-5.25,0.0751953125,0.02197265625
1582229723,On,-5.25,0.0751953125,0.02197265625
1582229781,On,-5.25,0.0751953125,0.02197265625
1582229843,On,-5.25,0.0751953125,0.02197265625
1582229900,On,-5.25,0.0751953125,0.02197265625
1582229963,On,-5.25,0.0751953125,0.02197265625
1582230020,On,-5.25,0.0751953125,0.02197265625
1582230083,On,-5.25,0.0751953125,0.02197265625
1582230140,On,-5.25,0.0751953125,0.02197265625
1582230202,On,-5.25,0.0751953125,0.02197265625
1582230260,On,-5.25,0.0751953125,0.02197265625
1582230322,On,-5.25,0.0751953125,0.02197265625
1582235360,On,-5.25,0.0751953125,0.02197265625
1582235422,On,-5.25,0.0751953125,0.02197265625
1582235484,On,-5.25,0.0751953125,0.021484375
1582235542,On,-5.25,0.0751953125,0.02197265625
1582235604,On,-5.25,0.0751953125,0.021484375
1582235662,On,-5.25,0.0751953125,0.02197265625
1582235724,On,-5.25,0.0751953125,0.0224609375
1582235782,On,-5.25,0.0751953125,0.02197265625
1582235844,On,-5.25,0.0751953125,0.02197265625
1582235902,On,-5.25,0.0751953125,0.02197265625
1582235964,On,-5.25,0.0751953125,0.02197265625
1582236021,On,-5.25,0.0751953125,0.02197265625
1582236084,On,-5.25,0.0751953125,0.021484375
1582308084,On,-5.25,0.0751953125,0.02197265625
1582308141,On,-5.25,0.0751953125,0.02197265625
1582308204,On,-5.25,0.0751953125,0.02197265625
1582308261,On,-5.25,0.0751953125,0.02197265625
1582308324,On,-5.25,0.0751953125,0.02197265625
1582308381,On,-5.25,0.0751953125,0.02197265625
1582308443,On,-5.25,0.0751953125,0.02197265625
1582308501,On,-5.25,0.0751953125,0.02197265625
1582308683,On,-5.25,0.0751953125,0.021484375
1582308741,On,-5.25,0.0751953125,0.021484375
1582308803,On,-5.25,0.0751953125,0.021484375
1582308861,On,-5.25,0.0751953125,0.021484375
1582319962,On,-5.25,0.0751953125,0.02197265625
1582320020,On,-5.25,0.0751953125,0.02197265625
1582320082,On,0.0205078125,0.0615234375,0.02197265625
1582320140,On,0.0205078125,0.0693359375,0.02197265625
1582320202,On,0.0205078125,0.0693359375,0.02197265625
1582320264,On,0.0205078125,0.0693359375,0.02197265625
1582320322,On,0.0205078125,0.07373046875,0.0224609375
1582320384,On,0.0205078125,0.07373046875,0.02197265625
1582320442,On,0.0205078125,0.07373046875,0.02197265625
1582320504,On,0.0205078125,0.07373046875,0.02197265625
1582320562,On,0.0205078125,0.07373046875,0.02197265625
1582488773,On,0.02001953125,0.072265625,0.02197265625
1582488893,On,0.02001953125,0.072265625,0.02197265625
1582488955,On,0.02001953125,0.072265625,0.02197265625
1582489022,On,0.02001953125,0.072265625,0.02197265625
1582489075,On,0.02001953125,0.072265625,0.02197265625
1582489195,On,0.02001953125,0.072265625,0.02197265625
1582489253,On,0.02001953125,0.072265625,0.02197265625
1582916934,On,0.01953125,0.07568359375,0.02197265625
1582916995,On,0.01953125,0.07568359375,0.02197265625
1582917053,On,0.01953125,0.07568359375,0.0224609375
1582917124,On,0.01953125,0.07568359375,0.02197265625
1582917172,On,0.01953125,0.07568359375,0.02197265625
1582983836,On,0.01953125,0.07568359375,0.02197265625
1582983894,On,0.01953125,0.07568359375,0.02197265625
1582983956,On,0.01953125,0.07568359375,0.02197265625
1582984014,On,0.01953125,0.07568359375,0.02197265625
1582984076,On,0.01953125,0.07568359375,0.02197265625
1582984134,On,0.01953125,0.07568359375,0.02197265625
1582984196,On,0.01953125,0.07568359375,0.02197265625
1582984253,On,0.01953125,0.07568359375,0.02197265625
1582984316,On,0.01953125,0.07568359375,0.021484375
1582984373,On,0.01953125,0.07568359375,0.021484375
1582984436,On,0.01953125,0.07568359375,0.021484375
1582984493,On,0.01953125,0.07568359375,0.02197265625
1582984556,On,0.01953125,0.07568359375,0.02197265625
1582984613,On,0.01953125,0.07568359375,0.02197265625
1582989776,On,0.01953125,0.07568359375,0.02197265625
1582989833,On,0.01953125,0.07568359375,0.02197265625
1582989896,On,0.01953125,0.07568359375,0.02197265625
1582989953,On,0.01953125,0.07568359375,0.021484375
1582990016,On,0.01953125,0.07568359375,0.021484375
1582990073,On,0.01953125,0.07568359375,0.021484375
1582990136,On,0.01953125,0.07568359375,0.02197265625
1582990193,On,0.01953125,0.07568359375,0.02197265625
1582990255,On,0.01953125,0.07568359375,0.02197265625
1582990313,On,0.01953125,0.07568359375,0.02197265625
1582990375,On,0.01953125,0.07568359375,0.02197265625
1582990433,On,0.01953125,0.07568359375,0.02197265625
1582990495,On,0.01953125,0.07568359375,0.02197265625
1582995475,On,0.01953125,0.07568359375,0.02197265625
1582995533,On,0.01953125,0.07568359375,0.02197265625
1582995595,On,0.01953125,0.07568359375,0.02197265625
1582995652,On,0.01953125,0.07568359375,0.02197265625
1582995715,On,0.01953125,0.07568359375,0.02197265625
1582995772,On,0.01953125,0.07568359375,0.02197265625
1582995835,On,0.01953125,0.07568359375,0.021484375
1582995892,On,0.01953125,0.07568359375,0.021484375
1582995954,On,0.01953125,0.07568359375,0.02197265625
1582996012,On,0.01953125,0.07568359375,0.02197265625
1582996074,On,0.01953125,0.07568359375,0.02197265625
1582996132,On,0.01953125,0.07568359375,0.02197265625
1582996194,On,0.01953125,0.07568359375,0.02197265625
1582996256,On,0.01953125,0.07568359375,0.02197265625
1582996314,On,0.01953125,0.07568359375,0.02197265625
1583074016,On,0.01953125,0.07568359375,0.02197265625
1583074073,On,0.01953125,0.07568359375,0.02197265625
1583074136,On,0.01953125,0.07568359375,0.02197265625
1583074193,On,0.01953125,0.07568359375,0.02197265625
1583074256,On,0.01953125,0.07568359375,0.02197265625
1583074313,On,0.01953125,0.07568359375,0.02197265625
1583074375,On,0.01953125,0.07568359375,0.02197265625
1583074433,On,0.01953125,0.07568359375,0.02197265625
1583074495,On,0.01953125,0.07568359375,0.02197265625
1583074553,On,0.01953125,0.07568359375,0.02197265625
1583074615,On,0.01953125,0.07568359375,0.02197265625
1583074673,On,0.01953125,0.07568359375,0.02197265625
1583074735,On,0.01953125,0.07568359375,0.02197265625
1583074793,On,0.01953125,0.07568359375,0.02197265625
1583074855,On,0.01953125,0.07568359375,0.02197265625
1583080016,On,0.01953125,0.07568359375,0.021484375
1583080073,On,0.01953125,0.07568359375,0.021484375
1583080136,On,0.01953125,0.07568359375,0.021484375
1583080193,On,0.01953125,0.07568359375,0.021484375
1583080256,On,0.01953125,0.07568359375,0.021484375
1583080313,On,0.01953125,0.07568359375,0.021484375
1583080375,On,0.01953125,0.07568359375,0.021484375
1583080433,On,0.01953125,0.07568359375,0.021484375
1583080495,On,0.01953125,0.07568359375,0.021484375
1583080553,On,0.01953125,0.07568359375,0.02197265625
1583080615,On,0.01953125,0.07568359375,0.02197265625
1583080673,On,0.01953125,0.07568359375,0.02197265625
1583080735,On,0.01953125,0.07568359375,0.02197265625
1583248914,On,0.01953125,0.07568359375,0.02197265625
1583248976,On,0.01953125,0.07568359375,0.02197265625
1583249034,On,0.01953125,0.07568359375,0.02197265625
1583249096,On,0.01953125,0.07568359375,0.02197265625
1583249154,On,0.01953125,0.07568359375,0.02197265625
1583249216,On,0.01953125,0.07568359375,0.02197265625
1583249274,On,0.01953125,0.07568359375,0.02197265625
1583249336,On,0.01953125,0.07568359375,0.02197265625
1583249394,On,0.01953125,0.07568359375,0.02197265625
1583254734,On,0.01953125,0.07568359375,0.02197265625
1583254796,On,0.01953125,0.07568359375,0.02197265625
1583254854,On,0.01953125,0.07568359375,0.02197265625
1583254916,On,0.01953125,0.07568359375,0.02197265625
1583254974,On,0.01953125,0.07568359375,0.02197265625
1583255036,On,0.01953125,0.07568359375,0.021484375
1583255094,On,0.01953125,0.07568359375,0.021484375
1583255156,On,0.01953125,0.07568359375,0.021484375
1583255213,On,0.01953125,0.07568359375,0.02197265625
1583508233,On,0.01953125,0.07568359375,0.02197265625
1583508295,On,0.01953125,0.07568359375,0.02197265625
1583508352,On,0.01953125,0.07568359375,0.02197265625
1583508415,On,0.01953125,0.07568359375,0.02197265625
1583508472,On,0.01953125,0.07568359375,0.02197265625
1583508535,On,0.01953125,0.07568359375,0.02197265625
1583508592,On,0.01953125,0.07568359375,0.02197265625
1583569013,On,0.01953125,0.076171875,0.02197265625
1583569075,On,0.01953125,0.076171875,0.02197265625
1583569133,On,0.01953125,0.076171875,0.02197265625
1583569195,On,0.01953125,0.076171875,0.02197265625
1583569253,On,0.01953125,0.076171875,0.02197265625
1583569315,On,0.01953125,0.076171875,0.02197265625
1583569373,On,0.01953125,0.076171875,0.02197265625
1583569435,On,0.01953125,0.076171875,0.02197265625
1583569492,On,0.01953125,0.076171875,0.021484375
1583569555,On,0.01953125,0.076171875,0.02197265625
1583997056,On,0.01953125,0.07763671875,0.02197265625
1583997114,On,0.01953125,0.07763671875,0.02197265625
1583997176,On,0.01953125,0.07763671875,0.02197265625
1583997233,On,0.01953125,0.07763671875,0.02197265625
1583997296,On,0.01953125,0.07763671875,0.02197265625
1583997353,On,0.01953125,0.07763671875,0.02197265625
1583997416,On,0.01953125,0.07763671875,0.02197265625
1583997473,On,0.01953125,0.07763671875,0.02197265625
1583997536,On,0.01953125,0.07763671875,0.02197265625
1583997593,On,0.01953125,0.07763671875,0.02197265625
1583997655,On,0.01953125,0.07763671875,0.02197265625
1583997713,On,0.01953125,0.07763671875,0.02197265625
1584002993,On,0.01953125,0.07763671875,0.02197265625
1584003055,On,0.01953125,0.07763671875,0.02197265625
1584003113,On,0.01953125,0.07763671875,0.02197265625
1584003175,On,0.01953125,0.07763671875,0.02197265625
1584003233,On,0.01953125,0.07763671875,0.02197265625
1584003295,On,0.01953125,0.07763671875,0.02197265625
1584003352,On,0.01953125,0.07763671875,0.02197265625
1584003415,On,0.01953125,0.07763671875,0.02197265625
1584003472,On,0.01953125,0.07763671875,0.02197265625
1584003535,On,0.01953125,0.07763671875,0.02197265625
1584003592,On,0.01953125,0.07763671875,0.02197265625
1584003655,On,0.01953125,0.07763671875,0.021484375
1584087514,On,0.01953125,0.07763671875,0.02197265625
1584087576,On,0.01953125,0.07763671875,0.02197265625
1584087634,On,0.01953125,0.07763671875,0.02197265625
1584087696,On,0.01953125,0.07763671875,0.02197265625
1584087754,On,0.01953125,0.07763671875,0.02197265625
1584087816,On,0.01953125,0.07763671875,0.02197265625
1584087874,On,0.01953125,0.07763671875,0.021484375
1584087936,On,0.01953125,0.07763671875,0.02197265625
1584087994,On,0.01953125,0.07763671875,0.02197265625
1584088056,On,0.01953125,0.07763671875,0.02197265625
1584088113,On,0.01953125,0.07763671875,0.02197265625
1584088176,On,0.01953125,0.07763671875,0.021484375
1584088233,On,0.01953125,0.07763671875,0.021484375
1584093394,Off_Manual,-0.00048828125,0.07763671875,0.001953125
1584093457,Off_Manual,-0.00048828125,0.07763671875,0.0
1584093514,Off_Manual,-0.00048828125,0.07763671875,0.0
1584093577,Off_Manual,-0.00048828125,0.07763671875,0.0
1584093634,Off_Manual,-0.00048828125,0.07763671875,0.0
1584093696,Off_Manual,-0.00048828125,0.07763671875,0.0
1584093754,Off_Manual,-0.00048828125,0.07763671875,0.0
1584093816,Off_Manual,-0.00048828125,0.07763671875,0.0
1584093874,Off_Manual,-0.00048828125,0.07763671875,0.0
1584093936,Off_Manual,-0.00048828125,0.07763671875,0.0
1584093994,Off_Manual,-0.00048828125,0.07763671875,0.0
1584094056,Off_Manual,-0.00048828125,0.07763671875,0.0
1584094114,Off_Manual,-0.00048828125,0.07763671875,0.0
1584099214,Off_Manual,-0.00048828125,0.07763671875,0.0
1584099276,Off_Manual,-0.00048828125,0.07763671875,0.0
1584099333,Off_Manual,-0.00048828125,0.07763671875,0.0
1584099396,Off_Manual,-0.00048828125,0.07763671875,0.0
1584099453,Off_Manual,-0.00048828125,0.07763671875,0.0
1584099516,On,-0.00048828125,0.07763671875,0.00341796875
1584099573,On,-0.00048828125,0.07763671875,0.02197265625
1584099636,On,-0.00048828125,0.07763671875,0.02197265625
1584099693,On,-0.00048828125,0.07763671875,0.02197265625
1584099755,On,-0.00048828125,0.07763671875,0.02197265625
1584099813,On,-0.00048828125,0.07763671875,0.02197265625
1584099875,On,-0.00048828125,0.07763671875,0.02197265625
1584099933,On,-0.00048828125,0.07763671875,0.02197265625
1584099995,On,-0.00048828125,0.07763671875,0.02197265625
1584105034,On,-0.00048828125,0.07763671875,0.021484375
1584105097,On,-0.00048828125,0.07763671875,0.021484375
1584105154,On,-0.00048828125,0.07763671875,0.021484375
1584105216,On,-0.00048828125,0.07763671875,0.021484375
1584105274,On,-0.00048828125,0.07763671875,0.02197265625
1584105336,On,-0.00048828125,0.07763671875,0.02197265625
1584105394,On,-0.00048828125,0.07763671875,0.02197265625
1584105456,On,-0.00048828125,0.07763671875,0.02197265625
1584105514,On,-0.00048828125,0.07763671875,0.02197265625
1584105576,On,-0.00048828125,0.07763671875,0.02197265625
1584105634,On,-0.00048828125,0.07763671875,0.02197265625
1584165996,On,-0.00048828125,0.07763671875,0.02197265625
1584166053,On,0.0205078125,0.06005859375,0.02197265625
1584166115,On,0.0205078125,0.064453125,0.02197265625
1584166173,On,0.0205078125,0.064453125,0.02197265625
1584166235,On,0.0205078125,0.064453125,0.02197265625
1584166293,On,0.0205078125,0.064453125,0.02197265625
1584166355,On,0.0205078125,0.064453125,0.02197265625
1584166417,On,0.0205078125,0.064453125,0.02197265625
1584166475,On,0.0205078125,0.064453125,0.02197265625
1584171937,On,0.02001953125,0.0732421875,0.02197265625
1584171994,On,0.02001953125,0.0732421875,0.02197265625
1584172056,On,0.02001953125,0.0732421875,0.02197265625
1584172114,On,0.02001953125,0.0732421875,0.02197265625
1584172176,On,0.02001953125,0.0732421875,0.02197265625
1584172234,On,0.02001953125,0.0732421875,0.02197265625
1584172296,On,0.02001953125,0.0732421875,0.02197265625
1584172354,On,0.02001953125,0.0732421875,0.02197265625
1584172416,On,0.02001953125,0.0732421875,0.02197265625
1584172474,On,0.02001953125,0.0732421875,0.02197265625
1584172536,On,0.02001953125,0.0732421875,0.02197265625
1584172593,On,0.02001953125,0.0732421875,0.02197265625
1584172713,On,0.02001953125,0.0732421875,0.02197265625
1584177756,On,0.02001953125,0.07373046875,0.02197265625
1584177813,On,0.02001953125,0.07373046875,0.02197265625
1584177875,On,0.0205078125,0.060546875,0.02197265625
1584177933,On,0.0205078125,0.060546875,0.02197265625
1584177995,On,0.0205078125,0.0615234375,0.02197265625
1584178058,On,0.02001953125,0.0615234375,0.02197265625
1584178115,On,0.02001953125,0.0615234375,0.02197265625
1584178177,On,0.02001953125,0.0615234375,0.02197265625
1584178235,On,0.02001953125,0.0625,0.02197265625
1584178297,On,0.02001953125,0.06640625,0.021484375
1584178355,On,0.02001953125,0.06640625,0.021484375
1584178417,On,0.02001953125,0.06640625,0.021484375
1584178475,On,0.02001953125,0.06640625,0.021484375
1584183695,On,0.02001953125,0.07275390625,0.02197265625
1584183758,On,0.02001953125,0.07275390625,0.02197265625
1584183815,On,0.02001953125,0.07275390625,0.02197265625
1584183877,On,0.02001953125,0.07275390625,0.02197265625
1584183935,On,0.02001953125,0.07275390625,0.02197265625
1584183997,On,0.02001953125,0.07275390625,0.02197265625
1584184055,On,0.02001953125,0.07275390625,0.021484375
1584184117,On,0.02001953125,0.07275390625,0.021484375
1584184175,On,0.02001953125,0.07275390625,0.02197265625
1584184237,On,0.02001953125,0.07275390625,0.02197265625
1584184294,On,0.02001953125,0.07275390625,0.02197265625
1584184357,On,0.02001953125,0.07275390625,0.02197265625
1584184414,On,0.02001953125,0.07275390625,0.02197265625
1584250416,On,0.02001953125,0.07275390625,0.02197265625
1584250473,On,0.02001953125,0.07373046875,0.02197265625
1584250536,On,0.02001953125,0.07373046875,0.02197265625
1584250593,On,0.0205078125,0.044921875,0.02197265625
1584250655,On,0.0205078125,0.0615234375,0.02197265625
1584250713,On,0.0205078125,0.0615234375,0.02197265625
1584250775,On,0.0205078125,0.0615234375,0.02197265625
1584250833,On,0.0205078125,0.0615234375,0.02197265625
1584250895,On,0.02001953125,0.06640625,0.02197265625
1584250953,On,0.02001953125,0.072265625,0.02197265625
1584251015,On,0.02001953125,0.072265625,0.02197265625
1584251077,On,0.02001953125,0.072265625,0.02197265625
1584251135,On,0.02001953125,0.072265625,0.02197265625
1584256369,On,0.02001953125,0.072265625,0.02197265625
1584256417,On,0.0205078125,0.04248046875,0.02197265625
1584256474,On,0.0205078125,0.04248046875,0.02197265625
1584256537,On,0.0205078125,0.07080078125,0.02197265625
1584256594,On,0.0205078125,0.07080078125,0.02197265625
1584256657,On,0.0205078125,0.07080078125,0.02197265625
1584256714,On,0.0205078125,0.07080078125,0.02197265625
1584256776,On,0.0205078125,0.07080078125,0.02197265625
1584256834,On,0.0205078125,0.07080078125,0.02197265625
1584256896,On,0.0205078125,0.07080078125,0.02197265625
1584257016,On,0.0205078125,0.07080078125,0.021484375
1584267995,On,0.02001953125,0.0732421875,0.02197265625
1584268056,On,0.02001953125,0.0732421875,0.02197265625
1584268113,On,0.02001953125,0.0732421875,0.02197265625
1584268175,On,0.02001953125,0.0732421875,0.021484375
1584268233,On,0.02001953125,0.0732421875,0.021484375
1584268295,On,0.02001953125,0.0732421875,0.021484375
1584268353,On,0.02001953125,0.0732421875,0.021484375
1584268415,On,0.02001953125,0.0732421875,0.021484375
1584268477,On,0.02001953125,0.0732421875,0.021484375
1584268535,On,0.02001953125,0.0732421875,0.021484375
1584268597,On,0.02001953125,0.0732421875,0.021484375
1584268655,On,0.02001953125,0.0732421875,0.021484375
1584268717,On,0.02001953125,0.0732421875,0.021484375
1584334893,On,0.02001953125,0.07470703125,0.02197265625
1584334956,On,0.02001953125,0.07470703125,0.02197265625
1584335013,On,0.02001953125,0.07470703125,0.02197265625
1584335076,On,0.02001953125,0.07470703125,0.02197265625
1584335133,On,0.02001953125,0.07470703125,0.02197265625
1584335196,On,0.02001953125,0.07470703125,0.02197265625
1584335253,On,0.02001953125,0.07470703125,0.02197265625
1584335316,On,0.02001953125,0.07470703125,0.02197265625
1584335373,On,0.02001953125,0.07470703125,0.02197265625
1584335435,On,0.02001953125,0.07470703125,0.02197265625
1584335493,On,0.02001953125,0.07470703125,0.02197265625
1584340717,On,0.02001953125,0.07470703125,0.02197265625
1584340775,On,0.02001953125,0.07470703125,0.02197265625
1584340837,On,0.02001953125,0.07470703125,0.02197265625
1584340894,On,0.02001953125,0.07470703125,0.02197265625
1584340957,On,0.02001953125,0.07470703125,0.02197265625
1584341077,On,0.02001953125,0.07470703125,0.02197265625
1584341134,On,0.02001953125,0.07470703125,0.02197265625
1584341196,On,0.02001953125,0.07470703125,0.02197265625
1584341254,On,0.02001953125,0.07470703125,0.02197265625
1584341316,On,0.02001953125,0.07470703125,0.02197265625
1584341374,On,0.02001953125,0.07470703125,0.02197265625
1584346654,On,0.02001953125,0.07470703125,0.02197265625
1584346717,On,0.02001953125,0.07470703125,0.02197265625
1584346774,On,0.02001953125,0.07470703125,0.02197265625
1584346836,On,0.02001953125,0.07470703125,0.02197265625
1584346894,On,0.02001953125,0.07470703125,0.02197265625
1584346956,On,0.02001953125,0.07470703125,0.02197265625
1584347014,On,0.02001953125,0.07470703125,0.02197265625
1584347076,On,0.02001953125,0.07470703125,0.02197265625
1584347134,On,0.02001953125,0.07470703125,0.02197265625
1584347196,On,0.02001953125,0.07470703125,0.02197265625
1584347253,On,0.02001953125,0.07470703125,0.02197265625
1584347316,On,0.02001953125,0.07470703125,0.021484375
1584352536,On,0.02001953125,0.07470703125,0.02197265625
1584352594,On,0.02001953125,0.07470703125,0.02197265625
1584352656,On,0.0205078125,0.06103515625,0.02197265625
1584352714,On,0.0205078125,0.0625,0.02197265625
1584352776,On,0.0205078125,0.0625,0.02197265625
1584352833,On,0.02001953125,0.07080078125,0.02197265625
1584352896,On,0.02001953125,0.07080078125,0.02197265625
1584352953,On,0.02001953125,0.07080078125,0.021484375
1584353016,On,0.02001953125,0.07080078125,0.021484375
1584353073,On,0.02001953125,0.07080078125,0.021484375
1584353136,On,0.02001953125,0.07080078125,0.021484375
1584358474,On,0.02001953125,0.07177734375,0.02197265625
1584358537,On,0.02001953125,0.07177734375,0.02197265625
1584358594,On,0.02001953125,0.07177734375,0.02197265625
1584358657,Off_Manual,-0.00048828125,0.07177734375,0.00146484375
1584358714,On,-0.00048828125,0.07177734375,0.00439453125
1584358777,On,-0.00048828125,0.07177734375,0.021484375
1584358834,On,-0.00048828125,0.07177734375,0.021484375
1584358896,On,-0.00048828125,0.07177734375,0.021484375
1584358954,On,-0.00048828125,0.07177734375,0.02197265625
1584359016,On,-0.00048828125,0.07177734375,0.02197265625
1584762937,On,-0.00048828125,0.078125,0.02197265625
1584762995,On,-0.00048828125,0.078125,0.02197265625
1584763057,On,-0.00048828125,0.078125,0.0224609375
1584763115,On,-0.00048828125,0.078125,0.02197265625
1584763177,On,-0.00048828125,0.078125,0.02197265625
1584763234,On,-0.00048828125,0.078125,0.02197265625
1584763297,On,-0.00048828125,0.078125,0.02197265625
1584763354,On,-0.00048828125,0.078125,0.02197265625
1584763417,On,-0.00048828125,0.078125,0.02197265625
1584763474,On,-0.00048828125,0.078125,0.02197265625
1584763537,On,-0.00048828125,0.078125,0.02197265625
1584763594,On,-0.00048828125,0.078125,0.02197265625
1584763656,On,-0.00048828125,0.078125,0.02197265625
1584763714,On,-0.00048828125,0.078125,0.02197265625
1584768937,On,-0.00048828125,0.078125,0.02197265625
1584768994,On,-0.00048828125,0.078125,0.02197265625
1584769057,On,-0.00048828125,0.078125,0.02197265625
1584769114,On,-0.00048828125,0.078125,0.02197265625
1584769176,On,-0.00048828125,0.078125,0.02197265625
1584769234,On,-0.00048828125,0.078125,0.02197265625
1584769296,On,0.0205078125,0.02587890625,0.02197265625
1584769354,On,0.0205078125,0.072265625,0.02197265625
1584769536,On,0.0205078125,0.072265625,0.02197265625
1584769594,On,0.0205078125,0.072265625,0.02197265625
1584769714,On,0.0205078125,0.072265625,0.02197265625
1584847425,On,0.02001953125,0.07470703125,0.02197265625
1584847482,On,0.02001953125,0.07470703125,0.02197265625
1584847545,On,0.02001953125,0.07470703125,0.02197265625
1584847602,On,0.02001953125,0.07470703125,0.02197265625
1584847665,On,0.0205078125,0.04833984375,0.021484375
1584847722,On,0.02001953125,0.04833984375,0.02197265625
1584847785,On,0.02001953125,0.04833984375,0.02197265625
1584847842,On,0.02001953125,0.052734375,0.02197265625
1584847904,On,0.02001953125,0.052734375,0.02197265625
1584847962,On,0.02001953125,0.0537109375,0.02197265625
1584848024,On,0.02001953125,0.06591796875,0.02197265625
1584848082,On,0.02001953125,0.06591796875,0.02197265625
1584848144,On,0.02001953125,0.06591796875,0.02197265625
1584853365,On,0.02001953125,0.07275390625,0.02197265625
1584853423,On,0.0205078125,0.05712890625,0.02392578125
1584853485,On,0.0205078125,0.06640625,0.02197265625
1584853543,On,0.0205078125,0.0244140625,0.02197265625
1584853605,On,0.0205078125,0.05859375,0.02197265625
1584853663,On,0.0205078125,0.05859375,0.02197265625
1584853725,On,0.0205078125,0.05859375,0.02197265625
1584853782,On,0.0205078125,0.064453125,0.02197265625
1584853845,On,0.0205078125,0.064453125,0.02197265625
1584853902,On,0.0205078125,0.064453125,0.02197265625
