time,Panel_3_Current_Max,Panel_3_Current_Avg,Panel_1_Power_Min,Panel_1_Power_Max
1581192560,1.426849365234375,0.0058135986328125,-0.234375,9.65240478515625
1581192618,1.426849365234375,0.0088348388671875,-0.234375,9.65240478515625
1581192680,1.426849365234375,0.0128173828125,-0.234375,9.65240478515625
1581192800,1.426849365234375,0.0046234130859375,-0.234375,9.65240478515625
1581192858,1.426849365234375,0.004486083984375,-0.234375,9.65240478515625
1581192920,1.426849365234375,0.004486083984375,-0.234375,9.65240478515625
1581210201,1.426849365234375,0.0016021728515625,-0.234375,9.65240478515625
1581210258,1.426849365234375,0.0548858642578125,-0.234375,9.65240478515625
1581210321,1.426849365234375,0.0336456298828125,-0.234375,9.65240478515625
1581210345,1.426849365234375,0.1657562255859375,-0.234375,9.65240478515625
1581210378,1.426849365234375,0.28546142578125,-0.234375,9.65240478515625
1581210441,1.426849365234375,0.0894012451171875,-0.234375,9.65240478515625
1581210498,1.426849365234375,0.0038909912109375,-0.234375,9.65240478515625
1581210560,1.426849365234375,0.0040283203125,-0.234375,9.65240478515625
1581210618,1.426849365234375,0.0070953369140625,-0.234375,9.65240478515625
1581210680,1.426849365234375,0.08587646484375,-0.234375,9.65240478515625
1581210738,1.426849365234375,0.0802001953125,-0.234375,9.65240478515625
1581288800,1.430877685546875,0.0560760498046875,-0.234375,9.65240478515625
1581457641,1.430877685546875,0.051727294921875,-0.234375,9.65240478515625
1581457699,1.430877685546875,0.1804046630859375,-0.234375,9.65240478515625
1581536360,1.430877685546875,0.025726318359375,-0.234375,10.09002685546875
1581536418,1.430877685546875,0.2227020263671875,-0.234375,10.09002685546875
1581536480,1.430877685546875,0.04302978515625,-0.234375,10.09002685546875
1581536537,1.430877685546875,0.0069580078125,-0.234375,10.09002685546875
1581536600,1.430877685546875,0.004302978515625,-0.234375,10.09002685546875
1581536657,1.430877685546875,0.004486083984375,-0.234375,10.09002685546875
1581536720,1.430877685546875,0.004669189453125,-0.234375,10.09002685546875
1581536777,1.430877685546875,0.0047149658203125,-0.234375,10.09002685546875
1581536840,1.430877685546875,0.0046234130859375,-0.234375,10.09002685546875
1581626601,1.430877685546875,0.0540618896484375,-0.234375,10.09002685546875
1581626659,1.430877685546875,0.07049560546875,-0.234375,10.09002685546875
1581626721,1.430877685546875,0.36328125,-0.234375,10.09002685546875
1581626778,1.430877685546875,0.1718902587890625,-0.234375,10.09002685546875
1581626841,1.430877685546875,0.024078369140625,-0.234375,10.09002685546875
1581626898,1.430877685546875,0.044952392578125,-0.234375,10.09002685546875
1581626961,1.430877685546875,0.36932373046875,-0.234375,10.09002685546875
1581627018,1.430877685546875,0.0142822265625,-0.234375,10.09002685546875
1581627081,1.430877685546875,0.0044403076171875,-0.234375,10.09002685546875
1581627138,1.430877685546875,0.00531005859375,-0.234375,10.09002685546875
1581627200,1.430877685546875,0.283905029296875,-0.234375,10.09002685546875
1581627258,1.430877685546875,0.109954833984375,-0.234375,10.09002685546875
1581627320,1.430877685546875,0.0108489990234375,-0.234375,10.09002685546875
1581627378,1.430877685546875,0.03204345703125,-0.234375,10.09002685546875
1581627440,1.430877685546875,0.261383056640625,-0.234375,10.09002685546875
1581789622,1.474822998046875,0.0044403076171875,-0.234375,10.09002685546875
1581789684,1.474822998046875,0.004669189453125,-0.234375,10.09002685546875
1581789742,1.474822998046875,0.0045318603515625,-0.234375,10.09002685546875
1581789804,1.474822998046875,0.0040740966796875,-0.234375,10.09002685546875
1581789862,1.474822998046875,0.0040740966796875,-0.234375,10.09002685546875
1581789924,1.474822998046875,0.1939544677734375,-0.234375,10.09002685546875
1581789982,1.474822998046875,0.009979248046875,-0.234375,10.09002685546875
1581790044,1.474822998046875,0.0062255859375,-0.234375,10.09002685546875
1581790101,1.474822998046875,0.00457763671875,-0.234375,10.09002685546875
1581790164,1.474822998046875,0.0042572021484375,-0.234375,10.09002685546875
1581891801,1.485076904296875,0.0041656494140625,-0.234375,10.09002685546875
1581891863,1.485076904296875,0.0040283203125,-0.234375,10.09002685546875
1581891921,1.485076904296875,0.0045318603515625,-0.234375,10.09002685546875
1581891983,1.485076904296875,0.0042572021484375,-0.234375,10.09002685546875
1581892041,1.485076904296875,0.004486083984375,-0.234375,10.09002685546875
1581892103,1.485076904296875,0.0046234130859375,-0.234375,10.09002685546875
1581892160,1.485076904296875,0.0039825439453125,-0.234375,10.09002685546875
1581892223,1.485076904296875,0.0047149658203125,-0.234375,10.09002685546875
1581892280,1.485076904296875,0.0023345947265625,-0.234375,10.09002685546875
1581892343,1.485076904296875,0.0062713623046875,-0.234375,10.09002685546875
1581892400,1.485076904296875,0.0142364501953125,-0.234375,10.09002685546875
1581892462,1.485076904296875,0.0140533447265625,-0.234375,10.09002685546875
1582223663,1.389129638671875,0.3411712646484375,-0.22430419921875,7.2454833984375
1582223721,1.389129638671875,0.2978668212890625,-0.22430419921875,7.2454833984375
1582223779,1.389129638671875,0.238128662109375,-0.22430419921875,7.2454833984375
1582223783,1.389129638671875,0.224945068359375,-0.22430419921875,7.2454833984375
1582223841,1.389129638671875,0.11077880859375,-0.22430419921875,7.2454833984375
1582223903,1.389129638671875,0.050811767578125,-0.22430419921875,7.2454833984375
1582223961,1.389129638671875,0.0956268310546875,-0.22430419921875,7.2454833984375
1582224023,1.389129638671875,0.1263885498046875,-0.22430419921875,7.2454833984375
1582224081,1.389129638671875,0.0450439453125,-0.22430419921875,7.2454833984375
1582224143,1.389129638671875,0.0709991455078125,-0.22430419921875,7.2454833984375
1582224200,1.389129638671875,0.0473785400390625,-0.22430419921875,7.2454833984375
1582224263,1.389129638671875,0.38067626953125,-0.22430419921875,7.2454833984375
1582224320,1.389129638671875,0.4087371826171875,-0.22430419921875,7.2454833984375
1582224383,1.389129638671875,0.2208251953125,-0.22430419921875,7.2454833984375
1582224440,1.389129638671875,0.208282470703125,-0.22430419921875,7.2454833984375
1582224502,1.389129638671875,0.30780029296875,-0.22430419921875,7.2454833984375
1582229483,1.389129638671875,0.0043487548828125,-0.234375,7.2454833984375
1582229598,1.389129638671875,0.003662109375,-0.234375,7.2454833984375
