time,Sun_X
1587759803,0.9968957487964609
1587759918,0.9968958735963719
1587759981,0.9968959232925688
1587760043,0.9968959619527588
1587760101,0.9968959902513552
1587760163,0.996896008213222
1587760283,0.9968960110749089
1587760340,0.9968959971916594
