time,Sun_Z
1587759803,0.03139855281802844
1587759861,0.03139570788248573
1587759918,0.03139310969549812
1587759981,0.031390404970441994
1587760043,0.031387832118975625
1587760101,0.03138535690463966
1587760163,0.031382951207419296
1587760220,0.031380703951428585
1587760283,0.03137854999140689
1587760340,0.031376664644567336
