time,ESTIM_State,ESTIM_Current_Min,ESTIM_Current_Max,ESTIM_Current_Avg
1582917124,Off_Initial,-15.5,13.49951171875,0.0
1582917172,Off_Initial,-15.5,13.49951171875,0.0
1582983836,Off_Initial,-15.5,13.49951171875,0.0
1582983894,Off_Initial,-15.5,13.49951171875,0.0
1582983956,Off_Initial,-15.5,13.49951171875,0.0
1582984014,Off_Initial,-15.5,13.49951171875,0.0
1582984076,Off_Initial,-15.5,13.49951171875,0.0
1582984134,Off_Initial,-15.5,13.49951171875,0.0
1582984196,Off_Initial,-15.5,13.49951171875,0.0
1582984253,Off_Initial,-15.5,13.49951171875,0.0
1582984316,Off_Initial,-15.5,13.49951171875,0.0
1582984373,Off_Initial,-15.5,13.49951171875,0.0
1582984436,Off_Initial,-15.5,13.49951171875,0.0
1582984493,Off_Initial,-15.5,13.49951171875,0.0
1582984556,Off_Initial,-15.5,13.49951171875,0.0
1582984613,Off_Initial,-15.5,13.49951171875,0.0
1582989776,Off_Initial,-15.5,13.49951171875,0.0
1582989833,Off_Initial,-15.5,13.49951171875,0.0
1582989896,Off_Initial,-15.5,13.49951171875,0.0
1582989953,Off_Initial,-15.5,13.49951171875,0.0
1582990016,Off_Initial,-15.5,13.49951171875,0.0
1582990073,Off_Initial,-15.5,13.49951171875,0.0
1582990136,Off_Initial,-15.5,13.49951171875,0.0
1582990193,Off_Initial,-15.5,13.49951171875,0.0
1582990255,Off_Initial,-15.5,13.49951171875,0.0
1582990313,Off_Initial,-15.5,13.49951171875,0.0
1582990375,Off_Initial,-15.5,13.49951171875,0.0
1582990433,Off_Initial,-15.5,13.49951171875,0.0
1582990495,Off_Initial,-15.5,13.49951171875,0.0
1582995475,Off_Initial,-15.5,13.49951171875,0.0
1582995533,Off_Initial,-15.5,13.49951171875,0.0
1582995595,Off_Initial,-15.5,13.49951171875,0.0
1582995652,Off_Initial,-15.5,13.49951171875,0.0
1582995715,Off_Initial,-15.5,13.49951171875,0.0
1582995772,Off_Initial,-15.5,13.49951171875,0.0
1582995835,Off_Initial,-15.5,13.49951171875,0.0
1582995892,Off_Initial,-15.5,13.49951171875,0.0
1582995954,Off_Initial,-15.5,13.49951171875,0.0
1582996012,Off_Initial,-15.5,13.49951171875,0.0
1582996074,Off_Initial,-15.5,13.49951171875,0.0
1582996132,Off_Initial,-15.5,13.49951171875,0.0
1582996194,Off_Initial,-15.5,13.49951171875,0.0
1582996256,Off_Initial,-15.5,13.49951171875,0.0
1582996314,Off_Initial,-15.5,13.49951171875,0.0
1583074016,Off_Initial,-15.5,13.49951171875,0.0
1583074073,Off_Initial,-15.5,13.49951171875,0.0
1583074136,Off_Initial,-15.5,13.49951171875,0.0
1583074193,Off_Initial,-15.5,13.49951171875,0.0
1583074256,Off_Initial,-15.5,13.49951171875,0.0
1583074313,Off_Initial,-15.5,13.49951171875,0.0
1583074375,Off_Initial,-15.5,13.49951171875,0.0
1583074433,Off_Initial,-15.5,13.49951171875,0.0
1583074495,Off_Initial,-15.5,13.49951171875,0.0
1583074553,Off_Initial,-15.5,13.49951171875,0.0
1583074615,Off_Initial,-15.5,13.49951171875,0.0
1583074673,Off_Initial,-15.5,13.49951171875,0.0
1583074735,Off_Initial,-15.5,13.49951171875,0.0
1583074793,Off_Initial,-15.5,13.49951171875,0.0
1583074855,Off_Initial,-15.5,13.49951171875,0.0
1583080016,Off_Initial,-15.5,13.49951171875,0.0
1583080073,Off_Initial,-15.5,13.49951171875,0.0
1583080136,Off_Initial,-15.5,13.49951171875,0.0
1583080193,Off_Initial,-15.5,13.49951171875,0.0
1583080256,Off_Initial,-15.5,13.49951171875,0.0
1583080313,Off_Initial,-15.5,13.49951171875,0.0
1583080375,Off_Initial,-15.5,13.49951171875,0.0
1583080433,Off_Initial,-15.5,13.49951171875,0.0
1583080495,Off_Initial,-15.5,13.49951171875,0.0
1583080553,Off_Initial,-15.5,13.49951171875,0.0
1583080615,Off_Initial,-15.5,13.49951171875,0.0
1583080673,Off_Initial,-15.5,13.49951171875,0.0
1583080735,Off_Initial,-15.5,13.49951171875,0.0
1583248914,Off_Initial,-15.5,13.49951171875,0.0
1583248976,Off_Initial,-15.5,13.49951171875,0.0
1583249034,Off_Initial,-15.5,13.49951171875,0.0
1583249096,Off_Initial,-15.5,13.49951171875,0.0
1583249154,Off_Initial,-15.5,13.49951171875,0.0
1583249216,Off_Initial,-15.5,13.49951171875,0.0
1583249274,Off_Initial,-15.5,13.49951171875,0.0
1583249336,Off_Initial,-15.5,13.49951171875,0.0
1583249394,Off_Initial,-15.5,13.49951171875,0.0
1583254734,Off_Initial,-15.5,13.49951171875,0.0
1583254796,Off_Initial,-15.5,13.49951171875,0.0
1583254854,Off_Initial,-15.5,13.49951171875,-0.00048828125
1583254916,Off_Initial,-15.5,13.49951171875,0.0
1583254974,Off_Initial,-15.5,13.49951171875,0.0
1583255036,Off_Initial,-15.5,13.49951171875,0.0
1583255094,Off_Initial,-15.5,13.49951171875,0.0
1583255156,Off_Initial,-15.5,13.49951171875,0.0
1583255213,Off_Initial,-15.5,13.49951171875,0.0
1583508233,Off_Initial,-16.0,15.49951171875,0.0
1583508295,Off_Initial,-16.0,15.49951171875,0.0
1583508352,Off_Initial,-16.0,15.49951171875,0.0
1583508415,Off_Initial,-16.0,15.49951171875,0.0
1583508472,Off_Initial,-16.0,15.49951171875,0.0
1583508535,Off_Initial,-16.0,15.49951171875,0.0
1583508592,Off_Initial,-16.0,15.49951171875,0.0
1583569013,Off_Initial,-16.0,15.49951171875,0.0
1583569075,Off_Initial,-16.0,15.49951171875,0.0
1583569133,Off_Initial,-16.0,15.49951171875,0.0
1583569195,Off_Initial,-16.0,15.49951171875,0.0
1583569253,Off_Initial,-16.0,15.49951171875,0.0
1583569315,Off_Initial,-16.0,15.49951171875,0.0
1583569373,Off_Initial,-16.0,15.49951171875,0.0
1583569435,Off_Initial,-16.0,15.49951171875,0.0
1583569492,Off_Initial,-16.0,15.49951171875,0.0
1583569555,Off_Initial,-16.0,15.49951171875,0.0
1583997056,Off_Initial,-16.0,15.49951171875,0.0
1583997114,Off_Initial,-16.0,15.49951171875,0.0
1583997176,Off_Initial,-16.0,15.49951171875,0.0
1583997233,Off_Initial,-16.0,15.49951171875,0.0
1583997296,Off_Initial,-16.0,15.49951171875,0.0
1583997353,Off_Initial,-16.0,15.49951171875,0.0
1583997416,Off_Initial,-16.0,15.49951171875,0.0
1583997473,Off_Initial,-16.0,15.49951171875,0.0
1583997536,Off_Initial,-16.0,15.49951171875,0.0
1583997593,Off_Initial,-16.0,15.49951171875,0.0
1583997655,Off_Initial,-16.0,15.49951171875,0.0
1583997713,Off_Initial,-16.0,15.49951171875,0.0
1584002993,Off_Initial,-16.0,15.49951171875,0.0
1584003055,Off_Initial,-16.0,15.49951171875,0.0
1584003113,Off_Initial,-16.0,15.49951171875,0.0
1584003175,Off_Initial,-16.0,15.49951171875,0.0
1584003233,Off_Initial,-16.0,15.49951171875,0.0
1584003295,Off_Initial,-16.0,15.49951171875,0.0
1584003352,Off_Initial,-16.0,15.49951171875,0.0
1584003415,Off_Initial,-16.0,15.49951171875,0.0
1584003472,Off_Initial,-16.0,15.49951171875,0.0
1584003535,Off_Initial,-16.0,15.49951171875,0.0
1584003592,Off_Initial,-16.0,15.49951171875,0.0
1584003655,Off_Initial,-16.0,15.49951171875,0.0
1584087514,Off_Initial,-16.0,15.49951171875,0.0
1584087576,Off_Initial,-16.0,15.49951171875,0.0
1584087634,Off_Initial,-16.0,15.49951171875,0.0
1584087696,Off_Initial,-16.0,15.49951171875,0.0
1584087754,Off_Initial,-16.0,15.49951171875,0.0
1584087816,Off_Initial,-16.0,15.49951171875,0.0
1584087874,Off_Initial,-16.0,15.49951171875,0.0
1584087936,Off_Initial,-16.0,15.49951171875,0.0
1584087994,Off_Initial,-16.0,15.49951171875,0.0
1584088056,Off_Initial,-16.0,15.49951171875,0.0
1584088113,Off_Initial,-16.0,15.49951171875,0.0
1584088176,Off_Initial,-16.0,15.49951171875,0.0
1584088233,Off_Initial,-16.0,15.49951171875,0.0
1584093394,Off_Initial,-16.0,15.49951171875,0.0
1584093457,Off_Initial,-16.0,15.49951171875,0.0
1584093514,Off_Initial,-16.0,15.49951171875,0.0
1584093577,Off_Initial,-16.0,15.49951171875,0.0
1584093634,Off_Initial,-16.0,15.49951171875,0.0
1584093696,Off_Initial,-16.0,15.49951171875,0.0
1584093754,Off_Initial,-16.0,15.49951171875,0.0
1584093816,Off_Initial,-16.0,15.49951171875,0.0
1584093874,Off_Initial,-16.0,15.49951171875,0.0
1584093936,Off_Initial,-16.0,15.49951171875,0.0
1584093994,Off_Initial,-16.0,15.49951171875,0.0
1584094056,Off_Initial,-16.0,15.49951171875,0.0
1584094114,Off_Initial,-16.0,15.49951171875,0.0
1584099214,Off_Initial,-16.0,15.49951171875,0.0
1584099276,Off_Initial,-16.0,15.49951171875,0.0
1584099333,Off_Initial,-16.0,15.49951171875,0.0
1584099396,Off_Initial,-16.0,15.49951171875,0.0
1584099453,Off_Initial,-16.0,15.49951171875,0.0
1584099516,Off_Initial,-16.0,15.49951171875,0.0
1584099573,Off_Initial,-16.0,15.49951171875,0.0
1584099636,Off_Initial,-16.0,15.49951171875,0.0
1584099693,Off_Initial,-16.0,15.49951171875,0.0
1584099755,Off_Initial,-16.0,15.49951171875,0.0
1584099813,Off_Initial,-16.0,15.49951171875,0.0
1584099875,Off_Initial,-16.0,15.49951171875,0.0
1584099933,Off_Initial,-16.0,15.49951171875,0.0
1584099995,Off_Initial,-16.0,15.49951171875,0.0
1584105034,Off_Initial,-16.0,15.49951171875,0.0
1584105097,Off_Initial,-16.0,15.49951171875,0.0
1584105154,Off_Initial,-16.0,15.49951171875,0.0
1584105216,Off_Initial,-16.0,15.49951171875,0.0
1584105274,Off_Initial,-16.0,15.49951171875,0.0
1584105336,Off_Initial,-16.0,15.49951171875,0.0
1584105394,Off_Initial,-16.0,15.49951171875,0.0
1584105456,Off_Initial,-16.0,15.49951171875,0.0
1584105514,Off_Initial,-16.0,15.49951171875,0.0
1584105576,Off_Initial,-16.0,15.49951171875,0.0
1584105634,Off_Initial,-16.0,15.49951171875,0.0
1584165996,Off_Initial,-16.0,15.49951171875,0.0
1584166053,Off_Initial,-0.00048828125,0.0,0.0
1584166115,Off_Initial,-0.00048828125,0.0,0.0
1584166173,Off_Initial,-0.0009765625,0.0,0.0
1584166235,Off_Initial,-0.0009765625,0.00048828125,0.0
1584166293,Off_Initial,-0.0009765625,0.00048828125,0.0
1584166355,Off_Initial,-0.0009765625,0.00048828125,0.0
1584166417,Off_Initial,-0.0009765625,0.00048828125,0.0
1584166475,Off_Initial,-0.0009765625,0.00048828125,0.0
1584171937,Off_Initial,-1.12548828125,0.00048828125,0.0
1584171994,Off_Initial,-1.12548828125,0.00048828125,0.0
1584172056,Off_Initial,-1.12548828125,0.00048828125,0.0
1584172114,Off_Initial,-1.12548828125,0.00048828125,0.0
1584172176,Off_Initial,-1.12548828125,0.00048828125,0.0
1584172234,Off_Initial,-1.12548828125,0.00048828125,0.0
1584172296,Off_Initial,-1.12548828125,0.00048828125,0.0
1584172354,Off_Initial,-1.12548828125,0.00048828125,0.0
1584172416,Off_Initial,-1.12548828125,0.00048828125,0.0
1584172474,Off_Initial,-1.12548828125,0.00048828125,0.0
1584172536,Off_Initial,-1.12548828125,0.00048828125,0.0
1584172593,Off_Initial,-1.12548828125,0.00048828125,0.0
1584172713,Off_Initial,-1.12548828125,0.00048828125,0.0
1584177756,Off_Initial,-1.12548828125,13.49951171875,0.0
1584177813,Off_Initial,-1.12548828125,13.49951171875,0.0
1584177875,Off_Initial,-0.00048828125,0.00048828125,0.0
1584177933,Off_Initial,-0.0009765625,0.00048828125,0.0
1584177995,Off_Initial,-0.0009765625,0.00048828125,0.0
1584178058,Off_Initial,-0.0009765625,0.00048828125,0.0
1584178115,Off_Initial,-0.0009765625,0.00048828125,0.0
1584178177,Off_Initial,-0.0009765625,0.00048828125,0.0
1584178235,Off_Initial,-0.0009765625,0.00048828125,0.0
1584178297,Off_Initial,-0.0009765625,0.00048828125,0.0
1584178355,Off_Initial,-0.0009765625,0.00048828125,0.0
1584178417,Off_Initial,-0.0009765625,0.00048828125,0.0
1584178475,Off_Initial,-0.0009765625,0.00048828125,0.0
1584183695,Off_Initial,-0.0009765625,1.49951171875,0.0
1584183758,Off_Initial,-0.0009765625,1.49951171875,0.0
1584183815,Off_Initial,-0.0009765625,1.49951171875,0.0
1584183877,Off_Initial,-0.0009765625,1.49951171875,0.0
1584183935,Off_Initial,-0.0009765625,1.49951171875,0.0
1584183997,Off_Initial,-0.0009765625,1.49951171875,0.0
1584184055,Off_Initial,-0.0009765625,1.49951171875,0.0
1584184117,Off_Initial,-0.0009765625,1.49951171875,0.0
1584184175,Off_Initial,-0.0009765625,1.49951171875,0.0
1584184237,Off_Initial,-0.0009765625,1.49951171875,0.0
1584184294,Off_Initial,-0.0009765625,1.49951171875,0.0
1584184357,Off_Initial,-0.0009765625,1.49951171875,0.0
1584184414,Off_Initial,-0.0009765625,1.49951171875,0.0
1584250416,Off_Initial,-0.0009765625,1.49951171875,0.0
1584250473,Off_Initial,-1.1259765625,1.49951171875,0.0
1584250536,Off_Initial,-1.1259765625,1.49951171875,0.0
1584250593,Off_Initial,-0.00048828125,0.0,0.0
1584250655,Off_Initial,-0.00048828125,0.00048828125,0.0
1584250713,Off_Initial,-0.0009765625,0.00048828125,0.0
1584250775,Off_Initial,-0.0009765625,0.00048828125,0.0
1584250833,Off_Initial,-0.0009765625,0.00048828125,0.0
1584250895,Off_Initial,-0.0009765625,0.00048828125,0.0
1584250953,Off_Initial,-0.0009765625,0.00048828125,0.0
1584251015,Off_Initial,-0.0009765625,0.00048828125,0.0
1584251077,Off_Initial,-0.0009765625,0.00048828125,0.0
1584251135,Off_Initial,-0.0009765625,0.00048828125,0.0
1584256369,Off_Initial,-0.0009765625,0.00048828125,0.0
1584256417,Off_Initial,-0.00048828125,0.0,0.0
1584256474,Off_Initial,-0.00048828125,0.00048828125,0.0
1584256537,Off_Initial,-0.00048828125,0.00048828125,0.0
1584256594,Off_Initial,-0.0009765625,0.00048828125,0.0
1584256657,Off_Initial,-0.0009765625,0.00048828125,0.0
1584256714,Off_Initial,-0.0009765625,0.00048828125,0.0
1584256776,Off_Initial,-0.0009765625,0.00048828125,0.0
1584256834,Off_Initial,-0.0009765625,0.00048828125,0.0
1584256896,Off_Initial,-0.0009765625,0.00048828125,0.0
1584257016,Off_Initial,-0.0009765625,0.00048828125,0.0
1584267995,Off_Initial,-1.228515625,1.13427734375,0.0
1584268056,Off_Initial,-1.228515625,1.13427734375,0.0
1584268113,Off_Initial,-1.228515625,1.13427734375,0.0
1584268175,Off_Initial,-1.228515625,1.13427734375,0.0
1584268233,Off_Initial,-1.228515625,1.13427734375,0.0
1584268295,Off_Initial,-1.228515625,1.13427734375,0.0
1584268358,Off_Initial,-1.228515625,1.13427734375,0.0
1584268415,Off_Initial,-1.228515625,1.13427734375,0.0
1584268477,Off_Initial,-1.228515625,1.13427734375,0.0
1584268535,Off_Initial,-1.228515625,1.13427734375,0.0
1584268597,Off_Initial,-1.228515625,1.13427734375,0.0
1584268655,Off_Initial,-1.228515625,1.13427734375,0.0
1584268717,Off_Initial,-1.228515625,1.13427734375,0.0
1584334893,Off_Initial,-5.5,13.49951171875,0.0
1584334956,Off_Initial,-5.5,13.49951171875,0.0
1584335013,Off_Initial,-5.5,13.49951171875,0.0
1584335076,Off_Initial,-5.5,13.49951171875,0.0
1584335133,Off_Initial,-5.5,13.49951171875,0.0
1584335196,Off_Initial,-5.5,13.49951171875,0.0
1584335253,Off_Initial,-5.5,13.49951171875,0.0
1584335316,Off_Initial,-5.5,13.49951171875,0.0
1584335373,Off_Initial,-5.5,13.49951171875,0.0
1584335435,Off_Initial,-5.5,13.49951171875,0.0
1584335493,Off_Initial,-5.5,13.49951171875,0.0
1584340717,Off_Initial,-5.5,13.49951171875,0.0
1584340775,Off_Initial,-5.5,13.49951171875,0.0
1584340837,Off_Initial,-5.5,13.49951171875,0.0
1584340894,Off_Initial,-5.5,13.49951171875,-0.00048828125
1584340957,Off_Initial,-5.5,13.49951171875,0.0
1584341077,Off_Initial,-5.5,13.49951171875,0.0
1584341134,Off_Initial,-5.5,13.49951171875,0.0
1584341196,Off_Initial,-5.5,13.49951171875,0.0
1584341254,Off_Initial,-5.5,13.49951171875,0.0
1584341316,Off_Initial,-5.5,13.49951171875,0.0
1584341374,Off_Initial,-5.5,13.49951171875,0.0
1584346654,Off_Initial,-5.5,13.49951171875,0.0
1584346717,Off_Initial,-5.5,13.49951171875,0.0
1584346774,Off_Initial,-5.5,13.49951171875,0.0
1584346836,Off_Initial,-5.5,13.49951171875,0.0
1584346894,Off_Initial,-5.5,13.49951171875,0.0
1584346956,Off_Initial,-5.5,13.49951171875,0.0
1584347014,Off_Initial,-5.5,13.49951171875,0.0
1584347076,Off_Initial,-5.5,13.49951171875,0.0
1584347134,Off_Initial,-5.5,13.49951171875,0.0
1584347196,Off_Initial,-5.5,13.49951171875,0.0
1584347253,Off_Initial,-5.5,13.49951171875,0.0
1584347316,Off_Initial,-5.5,13.49951171875,0.0
1584352536,Off_Initial,-5.5,13.49951171875,0.0
1584352594,Off_Initial,-5.5,13.49951171875,0.0
1584352656,Off_Initial,-0.00048828125,0.0,0.0
1584352714,Off_Initial,-0.0009765625,0.00048828125,0.0
1584352776,Off_Initial,-0.0009765625,0.00048828125,0.0
1584352833,Off_Initial,-0.0009765625,0.00048828125,0.0
1584352896,Off_Initial,-0.0009765625,0.00048828125,0.0
1584352953,Off_Initial,-0.0009765625,0.00048828125,0.0
1584353016,Off_Initial,-0.0009765625,0.00048828125,0.0
1584353073,Off_Initial,-0.0009765625,0.00048828125,0.0
1584353136,Off_Initial,-0.0009765625,0.00048828125,0.0
1584358474,Off_Initial,-0.0009765625,1.1259765625,0.0
1584358537,Off_Initial,-0.0009765625,1.1259765625,0.0
1584358594,Off_Initial,-0.0009765625,1.1259765625,0.0
1584358657,Off_Initial,-0.0009765625,1.1259765625,0.0
1584358714,Off_Initial,-0.0009765625,1.1259765625,0.0
1584358777,Off_Initial,-0.0009765625,1.1259765625,0.0
1584358834,Off_Initial,-1.25,1.1259765625,-0.00048828125
1584358896,Off_Initial,-1.25,1.1259765625,0.0
1584358954,Off_Initial,-1.25,1.1259765625,0.0
1584359016,Off_Initial,-1.25,1.1259765625,0.0
1584762937,Off_Initial,-16.0,13.49951171875,0.0
1584762995,Off_Initial,-16.0,13.49951171875,0.0
1584763057,Off_Initial,-16.0,13.49951171875,0.0
1584763115,Off_Initial,-16.0,13.49951171875,0.0
1584763177,Off_Initial,-16.0,13.49951171875,0.0
1584763234,Off_Initial,-16.0,13.49951171875,0.0
1584763297,Off_Initial,-16.0,13.49951171875,0.0
1584763354,Off_Initial,-16.0,13.49951171875,0.0
1584763417,Off_Initial,-16.0,13.49951171875,0.0
1584763474,Off_Initial,-16.0,13.49951171875,0.0
1584763537,Off_Initial,-16.0,13.49951171875,0.0
1584763594,Off_Initial,-16.0,13.49951171875,0.0
1584763656,Off_Initial,-16.0,13.49951171875,0.0
1584763714,Off_Initial,-16.0,13.49951171875,0.0
1584768937,Off_Initial,-16.0,13.49951171875,0.0
1584768994,Off_Initial,-16.0,13.49951171875,0.0
1584769057,Off_Initial,-16.0,13.49951171875,0.0
1584769114,Off_Initial,-16.0,13.49951171875,0.0
