time,Voltage_Min,Voltage_Max,Voltage_Avg,Balancer_Enabled,Heater_Enabled,Heater_Automation_Enabled,Balancer_Automation_Enabled
1582235604,6.590786602578775,6.999154650186924,6.692338445105669,True,False,False,False
1582235662,6.590786602578775,6.999154650186924,6.716466010528726,True,False,False,False
1582235724,6.590786602578775,6.999154650186924,6.7719233997100785,True,False,False,False
1582235782,6.590786602578775,6.999154650186924,6.856549935149157,True,False,False,False
1582235844,6.590786602578775,6.999154650186924,6.88715953307393,True,False,False,False
1582235902,6.590786602578775,6.999154650186924,6.923530937666896,True,False,False,False
1582235964,6.590786602578775,6.999154650186924,6.968545052262151,True,False,False,False
1582236021,6.590786602578775,6.999154650186924,6.958822003509575,True,False,False,False
1582236084,6.590786602578775,6.999154650186924,6.828461127641718,True,False,False,False
1582308084,6.580343327992677,7.000955214770734,6.624997329671168,True,False,False,False
1582308141,6.580343327992677,7.000955214770734,6.64660410467689,True,False,False,False
1582308204,6.580343327992677,7.000955214770734,6.677213702601663,True,False,False,False
1582308261,6.580343327992677,7.000955214770734,6.657047379262989,True,False,False,False
1582308324,6.5655786984054325,7.000955214770734,6.580343327992677,True,False,False,False
1582308381,6.558736552986955,7.000955214770734,6.561257343404288,True,False,False,False
1582308443,6.551174181734951,7.000955214770734,6.555135423819334,True,False,False,False
1582308501,6.542891584649424,7.000955214770734,6.546852826733806,True,False,False,False
1582308683,6.467267872129397,7.000955214770734,6.479511711299306,True,False,False,False
1582308741,6.464747081712062,7.000955214770734,6.466907759212635,True,False,False,False
1582308803,6.464747081712062,7.000955214770734,6.477351033798734,True,False,False,False
1582308861,6.464747081712062,7.000955214770734,6.490315098802167,True,False,False,False
1582319962,6.464747081712062,7.000955214770734,6.716466010528726,True,False,False,False
1582320020,6.464747081712062,7.000955214770734,6.7067429617761505,True,False,False,False
1582320082,6.700621042191195,6.706382848859389,6.702781719691768,True,False,False,False
1582320140,6.700621042191195,6.71718623636225,6.712864881361106,True,False,False,False
1582320202,6.700621042191195,6.71718623636225,6.711424429694056,True,False,False,False
1582320260,6.688017090104524,6.71718623636225,6.693058670939194,True,False,False,False
1582320322,6.688017090104524,6.71718623636225,6.6959395742732895,True,False,False,False
1582320384,6.684055848020143,6.71718623636225,6.690537880521859,True,False,False,False
1582320442,6.684055848020143,6.71718623636225,6.709263752193485,True,False,False,False
1582320504,6.684055848020143,6.71718623636225,6.709623865110246,True,False,False,False
1582320562,6.679734493018998,6.71718623636225,6.684415960936904,True,False,False,False
1582488773,6.595468070496681,6.950179293507286,6.702781719691768,True,False,False,False
1582488893,6.595468070496681,6.950179293507286,6.6177950713359275,True,False,False,False
1582488955,6.595468070496681,6.950179293507286,6.6026703288319215,True,False,False,False
1582489022,6.592587167162585,6.950179293507286,6.593667505912871,True,False,False,False
1582489075,6.5763820859082935,6.950179293507286,6.585384908827344,True,False,False,False
1582489195,6.5263263904783715,6.950179293507286,6.53857022964828,True,False,False,False
1582489253,6.5112016479743655,6.950179293507286,6.51732356755932,True,False,False,False
1582916934,6.509040970473793,6.990151827267873,6.712144655527581,True,False,False,False
1582916995,6.509040970473793,6.990151827267873,6.716826123445487,True,False,False,False
1582917053,6.509040970473793,6.990151827267873,6.722948043030442,True,False,False,False
1582917124,6.509040970473793,6.990151827267873,6.710344090943771,True,False,False,False
1582917172,6.509040970473793,6.990151827267873,6.711424429694056,True,False,False,False
1582983836,6.509040970473793,6.990151827267873,6.646964217593653,True,False,False,False
1582983894,6.509040970473793,6.990151827267873,6.667490653849089,True,False,False,False
1582983956,6.509040970473793,6.990151827267873,6.672532234683757,True,False,False,False
1582984014,6.509040970473793,6.990151827267873,6.672172121766995,True,False,False,False
1582984076,6.509040970473793,6.990151827267873,6.677573815518426,True,False,False,False
1582984134,6.509040970473793,6.990151827267873,6.677213702601663,True,False,False,False
1582984196,6.509040970473793,6.990151827267873,6.66605020218204,True,False,False,False
1582984253,6.509040970473793,6.990151827267873,6.650205233844511,True,False,False,False
1582984316,6.509040970473793,6.990151827267873,6.6329198138399335,True,False,False,False
1582984373,6.509040970473793,6.990151827267873,6.627158007171741,True,False,False,False
1582984436,6.509040970473793,6.990151827267873,6.633279926756695,True,False,False,False
1582984493,6.509040970473793,6.990151827267873,6.647324330510415,True,False,False,False
1582984556,6.509040970473793,6.990151827267873,6.671451895933471,True,False,False,False
1582984613,6.509040970473793,6.990151827267873,6.6959395742732895,True,False,False,False
1582989776,6.509040970473793,6.990151827267873,6.6916182192721445,True,False,False,False
1582989833,6.509040970473793,6.990151827267873,6.6808148317692835,True,False,False,False
1582989896,6.509040970473793,6.990151827267873,6.664969863431755,True,False,False,False
1582989953,6.509040970473793,6.990151827267873,6.646964217593653,True,False,False,False
1582990016,6.509040970473793,6.990151827267873,6.630399023422599,True,False,False,False
1582990073,6.509040970473793,6.990151827267873,6.636160830090792,True,False,False,False
1582990136,6.509040970473793,6.990151827267873,6.655606927595941,True,False,False,False
1582990193,6.509040970473793,6.990151827267873,6.681535057602808,True,False,False,False
1582990255,6.509040970473793,6.990151827267873,6.697380025940338,True,False,False,False
1582990313,6.509040970473793,6.990151827267873,6.70494239719234,True,False,False,False
1582990375,6.509040970473793,6.990151827267873,6.69954070344091,True,False,False,False
1582990433,6.509040970473793,6.990151827267873,6.7067429617761505,True,False,False,False
1582990495,6.509040970473793,6.990151827267873,6.7175463492790115,True,False,False,False
1582995475,6.509040970473793,6.990151827267873,6.678654154268712,True,False,False,False
1582995533,6.509040970473793,6.990151827267873,6.6981002517738615,True,False,False,False
1582995595,6.509040970473793,6.990151827267873,6.709983978027009,True,False,False,False
1582995652,6.509040970473793,6.990151827267873,6.704222171358816,True,False,False,False
1582995715,6.509040970473793,6.990151827267873,6.696659800106814,True,False,False,False
1582995772,6.509040970473793,6.990151827267873,6.684055848020143,True,False,False,False
1582995835,6.509040970473793,6.990151827267873,6.661008621347372,True,False,False,False
1582995892,6.509040970473793,6.990151827267873,6.647684443427177,True,False,False,False
1582995954,6.509040970473793,6.990151827267873,6.655606927595941,True,False,False,False
1582996012,6.509040970473793,6.990151827267873,6.6808148317692835,True,False,False,False
1582996074,6.509040970473793,6.990151827267873,6.711064316777295,True,False,False,False
1582996132,6.509040970473793,6.990151827267873,6.716466010528726,True,False,False,False
1582996194,6.509040970473793,6.990151827267873,6.705302510109102,True,False,False,False
1582996252,6.509040970473793,6.990151827267873,6.705662623025865,True,False,False,False
1582996314,6.509040970473793,6.990151827267873,6.716826123445487,True,False,False,False
1583074016,6.509040970473793,6.990151827267873,6.6545265888456555,True,False,False,False
1583074073,6.509040970473793,6.990151827267873,6.665690089265278,True,False,False,False
1583074136,6.509040970473793,6.990151827267873,6.668210879682612,True,False,False,False
1583074193,6.509040970473793,6.990151827267873,6.673252460517281,True,False,False,False
1583074256,6.509040970473793,6.990151827267873,6.690177767605097,True,False,False,False
1583074313,6.509040970473793,6.990151827267873,6.7024216067750055,True,False,False,False
1583074375,6.509040970473793,6.990151827267873,6.706382848859389,True,False,False,False
1583074433,6.509040970473793,6.990151827267873,6.701701380941482,True,False,False,False
1583074495,6.509040970473793,6.990151827267873,6.6977401388571,True,False,False,False
1583074553,6.509040970473793,6.990151827267873,6.696299687190051,True,False,False,False
1583074615,6.509040970473793,6.990151827267873,6.7024216067750055,True,False,False,False
1583074673,6.509040970473793,6.990151827267873,6.7153856717784395,True,False,False,False
1583074735,6.509040970473793,6.990151827267873,6.7218677042801565,True,False,False,False
1583074793,6.509040970473793,6.990151827267873,6.710704203860533,True,False,False,False
1583074855,6.509040970473793,6.990151827267873,6.70314183260853,True,False,False,False
1583080016,6.509040970473793,6.990151827267873,6.608072022583352,True,False,False,False
1583080073,6.509040970473793,6.990151827267873,6.605911345082781,True,False,False,False
1583080136,6.509040970473793,6.990151827267873,6.599789425497826,True,False,False,False
1583080193,6.509040970473793,6.990151827267873,6.603750667582209,True,False,False,False
1583080256,6.509040970473793,6.990151827267873,6.606631570916305,True,False,False,False
1583080313,6.509040970473793,6.990151827267873,6.612033264667735,True,False,False,False
1583080375,6.509040970473793,6.990151827267873,6.610232700083925,True,False,False,False
1583080433,6.509040970473793,6.990151827267873,6.603750667582209,True,False,False,False
1583080495,6.509040970473793,6.990151827267873,6.605191119249256,True,False,False,False
1583080553,6.509040970473793,6.990151827267873,6.624277103837644,True,False,False,False
1583080615,6.509040970473793,6.990151827267873,6.650925459678035,True,False,False,False
1583080673,6.509040970473793,6.990151827267873,6.673612573434043,True,False,False,False
1583080735,6.509040970473793,6.990151827267873,6.677573815518426,True,False,False,False
1583248914,6.509040970473793,6.990151827267873,6.68009460593576,True,False,False,False
1583248972,6.509040970473793,6.990151827267873,6.666770428015565,True,False,False,False
1583249034,6.509040970473793,6.990151827267873,6.679734493018998,True,False,False,False
1583249096,6.509040970473793,6.990151827267873,6.690537880521859,True,False,False,False
1583249154,6.509040970473793,6.990151827267873,6.708543526359961,True,False,False,False
1583249216,6.509040970473793,6.990151827267873,6.700260929274434,True,False,False,False
1583249274,6.509040970473793,6.990151827267873,6.69954070344091,True,False,False,False
1583249336,6.509040970473793,6.990151827267873,6.708183413443199,True,False,False,False
1583249394,6.509040970473793,6.990151827267873,6.711064316777295,True,False,False,False
1583254734,6.509040970473793,6.990151827267873,6.6977401388571,True,False,False,False
1583254796,6.509040970473793,6.990151827267873,6.700260929274434,True,False,False,False
1583254854,6.509040970473793,6.990151827267873,6.682255283436333,True,False,False,False
1583254916,6.509040970473793,6.990151827267873,6.668931105516137,True,False,False,False
1583254974,6.509040970473793,6.990151827267873,6.659928282597086,True,False,False,False
1583255036,6.509040970473793,6.990151827267873,6.64300297550927,True,False,False,False
1583255094,6.509040970473793,6.990151827267873,6.631119249256123,True,False,False,False
1583255156,6.509040970473793,6.990151827267873,6.640122072175174,True,False,False,False
1583255213,6.509040970473793,6.990151827267873,6.6588479438468,True,False,False,False
1583508233,6.509040970473793,6.990151827267873,6.636160830090792,True,False,False,False
1583508295,6.509040970473793,6.990151827267873,6.642282749675746,True,False,False,False
1583508352,6.509040970473793,6.990151827267873,6.652005798428321,True,False,False,False
1583508415,6.509040970473793,6.990151827267873,6.650565346761273,True,False,False,False
1583508472,6.509040970473793,6.990151827267873,6.650205233844511,True,False,False,False
1583508535,6.509040970473793,6.990151827267873,6.6566872663462275,True,False,False,False
1583508592,6.509040970473793,6.990151827267873,6.66785076676585,True,False,False,False
1583569013,6.509040970473793,6.990151827267873,6.605191119249256,True,False,False,False
1583569075,6.509040970473793,6.990151827267873,6.604110780498971,True,False,False,False
1583569133,6.509040970473793,6.990151827267873,6.603390554665446,True,False,False,False
1583569195,6.509040970473793,6.990151827267873,6.6023102159151605,True,False,False,False
1583569253,6.509040970473793,6.990151827267873,6.601589990081636,True,False,False,False
1583569315,6.509040970473793,6.990151827267873,6.600869764248111,True,False,False,False
1583569373,6.509040970473793,6.990151827267873,6.6001495384145885,True,False,False,False
1583569435,6.509040970473793,6.990151827267873,6.599069199664301,True,False,False,False
1583569492,6.509040970473793,6.990151827267873,6.598348973830778,True,False,False,False
1583569555,6.509040970473793,6.990151827267873,6.597268635080491,True,False,False,False
1583997056,6.509040970473793,6.990151827267873,6.615274280918593,True,False,False,False
1583997114,6.509040970473793,6.990151827267873,6.61275349050126,True,False,False,False
1583997176,6.509040970473793,6.990151827267873,6.609512474250401,True,False,False,False
1583997233,6.509040970473793,6.990151827267873,6.609872587167162,True,False,False,False
1583997296,6.509040970473793,6.990151827267873,6.609152361333639,True,False,False,False
1583997353,6.509040970473793,6.990151827267873,6.608432135500115,True,False,False,False
1583997416,6.509040970473793,6.990151827267873,6.607711909666591,True,False,False,False
1583997473,6.509040970473793,6.990151827267873,6.6069916838330665,True,False,False,False
1583997536,6.509040970473793,6.990151827267873,6.606271457999542,True,False,False,False
1583997593,6.509040970473793,6.990151827267873,6.605551232166019,True,False,False,False
1583997655,6.509040970473793,6.990151827267873,6.604470893415732,True,False,False,False
1583997713,6.509040970473793,6.990151827267873,6.603750667582209,True,False,False,False
1584002993,6.509040970473793,6.990151827267873,6.607711909666591,True,False,False,False
1584003055,6.509040970473793,6.990151827267873,6.605551232166019,True,False,False,False
1584003113,6.509040970473793,6.990151827267873,6.605191119249256,True,False,False,False
1584003175,6.509040970473793,6.990151827267873,6.605191119249256,True,False,False,False
1584003233,6.509040970473793,6.990151827267873,6.604470893415732,True,False,False,False
1584003295,6.509040970473793,6.990151827267873,6.603750667582209,True,False,False,False
1584003352,6.509040970473793,6.990151827267873,6.603030441748684,True,False,False,False
1584003415,6.509040970473793,6.990151827267873,6.6023102159151605,True,False,False,False
1584003472,6.509040970473793,6.990151827267873,6.601229877164874,True,False,False,False
1584003535,6.509040970473793,6.990151827267873,6.60050965133135,True,False,False,False
1584003592,6.509040970473793,6.990151827267873,6.599429312581064,True,False,False,False
1584003655,6.509040970473793,6.990151827267873,6.599429312581064,True,False,False,False
1584087514,6.509040970473793,6.990151827267873,6.527406729228657,True,False,False,False
1584087576,6.509040970473793,6.990151827267873,6.5263263904783715,True,False,False,False
1584087634,6.509040970473793,6.990151827267873,6.525246051728084,True,False,False,False
1584087696,6.444580758373389,6.990151827267873,6.5220050354772265,True,False,False,False
1584087754,6.444580758373389,6.990151827267873,6.523085374227512,True,False,False,False
1584087816,6.444580758373389,6.990151827267873,6.522365148393988,True,False,False,False
1584087874,6.444580758373389,6.990151827267873,6.521644922560464,True,False,False,False
1584087936,6.444580758373389,6.990151827267873,6.521284809643702,True,False,False,False
1584087994,6.444580758373389,6.990151827267873,6.520564583810178,True,False,False,False
1584088056,6.444580758373389,6.990151827267873,6.519844357976654,True,False,False,False
1584088113,6.444580758373389,6.990151827267873,6.51912413214313,True,False,False,False
1584088176,6.444580758373389,6.990151827267873,6.518403906309606,True,False,False,False
1584088233,6.444580758373389,6.990151827267873,6.517683680476082,True,False,False,False
1584099516,6.505799954222935,6.507960631723507,6.506160067139697,True,False,False,False
1584099573,6.5047196154726485,6.535689326314183,6.5133623254749375,True,False,False,False
1584099636,6.5047196154726485,6.556575875486382,6.546492713817044,True,False,False,False
1584099693,6.5047196154726485,6.570260166323338,6.563778133821622,True,False,False,False
1584099755,6.5047196154726485,6.575661860074769,6.573141069657436,True,False,False,False
1584099813,6.5047196154726485,6.575661860074769,6.574581521324483,True,False,False,False
1584099875,6.5047196154726485,6.5763820859082935,6.574941634241246,True,False,False,False
1584099933,6.5047196154726485,6.577822537575342,6.576742198825056,True,False,False,False
1584099995,6.5047196154726485,6.577822537575342,6.574941634241246,True,False,False,False
1584105034,6.5047196154726485,6.633640039673457,6.510481422140841,True,False,False,False
1584105097,6.5047196154726485,6.633640039673457,6.508680857557031,True,False,False,False
1584105154,6.504359502555887,6.633640039673457,6.506160067139697,True,False,False,False
1584105216,6.503639276722362,6.633640039673457,6.514442664225223,True,False,False,False
1584105274,6.503639276722362,6.633640039673457,6.540010681315328,True,False,False,False
1584105336,6.503639276722362,6.633640039673457,6.5482932784008545,True,False,False,False
1584105394,6.503639276722362,6.633640039673457,6.567739375906005,True,False,False,False
1584105456,6.503639276722362,6.633640039673457,6.582504005493249,True,False,False,False
1584105514,6.503639276722362,6.633640039673457,6.587185473411155,True,False,False,False
1584105576,6.503639276722362,6.633640039673457,6.586105134660869,True,False,False,False
1584105634,6.503639276722362,6.633640039673457,6.590786602578775,True,False,False,False
1584165996,6.5025589379720765,6.6394018463416495,6.552254520485237,True,False,False,False
1584166053,6.5025589379720765,6.6394018463416495,6.549373617151141,True,False,False,False
1584166115,6.5025589379720765,6.6394018463416495,6.546492713817044,True,False,False,False
1584166173,6.461145952544442,6.6394018463416495,6.5421713588159,True,False,False,False
1584166235,6.461145952544442,6.6394018463416495,6.541811245899138,True,False,False,False
1584166293,6.461145952544442,6.6394018463416495,6.541091020065614,True,False,False,False
1584166355,6.461145952544442,6.6394018463416495,6.5396505683985655,True,False,False,False
1584166413,6.461145952544442,6.6394018463416495,6.538210116731518,True,False,False,False
1584166475,6.461145952544442,6.6394018463416495,6.53676966506447,True,False,False,False
1584171937,6.461145952544442,6.6437232013427945,6.545412375066759,True,False,False,False
1584171994,6.461145952544442,6.6437232013427945,6.5439719233997105,True,False,False,False
1584172056,6.461145952544442,6.6437232013427945,6.542531471732663,True,False,False,False
1584172114,6.461145952544442,6.6437232013427945,6.541451132982376,True,False,False,False
1584172176,6.461145952544442,6.6437232013427945,6.540730907148853,True,False,False,False
1584172234,6.461145952544442,6.6437232013427945,6.5396505683985655,True,False,False,False
1584172296,6.461145952544442,6.6437232013427945,6.53857022964828,True,False,False,False
1584172354,6.461145952544442,6.6437232013427945,6.5374898908979935,True,False,False,False
1584172416,6.461145952544442,6.6437232013427945,6.536409552147708,True,False,False,False
1584172474,6.461145952544442,6.6437232013427945,6.535329213397422,True,False,False,False
1584172536,6.461145952544442,6.6437232013427945,6.534608987563898,True,False,False,False
1584172593,6.461145952544442,6.6437232013427945,6.533888761730373,True,False,False,False
1584172713,6.461145952544442,6.6437232013427945,6.531728084229802,True,False,False,False
1584177756,6.461145952544442,6.6437232013427945,6.541451132982376,True,False,False,False
1584177813,6.461145952544442,6.6437232013427945,6.54037079423209,True,False,False,False
1584177875,6.461145952544442,6.6437232013427945,6.53857022964828,True,False,False,False
1584177933,6.461145952544442,6.6437232013427945,6.5371297779812325,True,False,False,False
1584177995,6.461145952544442,6.6437232013427945,6.536409552147708,True,False,False,False
1584178053,6.461145952544442,6.6437232013427945,6.535329213397422,True,False,False,False
1584178115,6.461145952544442,6.6437232013427945,6.534608987563898,True,False,False,False
1584178177,6.461145952544442,6.6437232013427945,6.534608987563898,True,False,False,False
1584178235,6.461145952544442,6.6437232013427945,6.533528648813612,True,False,False,False
1584178297,6.461145952544442,6.6437232013427945,6.532808422980088,True,False,False,False
1584178355,6.461145952544442,6.6437232013427945,6.531728084229802,True,False,False,False
1584178417,6.461145952544442,6.6437232013427945,6.530647745479515,True,False,False,False
1584178475,6.461145952544442,6.6437232013427945,6.530287632562753,True,False,False,False
1584183695,6.461145952544442,6.651645685511559,6.542891584649424,True,False,False,False
1584183753,6.461145952544442,6.651645685511559,6.541811245899138,True,False,False,False
1584183815,6.461145952544442,6.651645685511559,6.540010681315328,True,False,False,False
1584183877,6.461145952544442,6.651645685511559,6.538930342565043,True,False,False,False
1584183935,6.461145952544442,6.651645685511559,6.537850003814755,True,False,False,False
1584183997,6.461145952544442,6.651645685511559,6.5371297779812325,True,False,False,False
1584184055,6.461145952544442,6.651645685511559,6.536049439230945,True,False,False,False
1584184117,6.461145952544442,6.651645685511559,6.53676966506447,True,False,False,False
1584184175,6.461145952544442,6.651645685511559,6.574581521324483,True,False,False,False
1584184237,6.461145952544442,6.651645685511559,6.58646524757763,True,False,False,False
1584184294,6.461145952544442,6.651645685511559,6.592227054245823,True,False,False,False
1584184357,6.461145952544442,6.651645685511559,6.603390554665446,True,False,False,False
1584184414,6.461145952544442,6.651645685511559,6.613113603418022,True,False,False,False
1584250416,6.461145952544442,6.651645685511559,6.608432135500115,True,False,False,False
1584250473,6.461145952544442,6.652005798428321,6.531728084229802,True,False,False,False
1584250536,6.461145952544442,6.652005798428321,6.5288471808957045,True,False,False,False
1584250593,6.461145952544442,6.652005798428321,6.5263263904783715,True,False,False,False
1584250655,6.461145952544442,6.652005798428321,6.523805600061037,True,False,False,False
1584250713,6.461145952544442,6.652005798428321,6.5220050354772265,True,False,False,False
1584250775,6.461145952544442,6.652005798428321,6.520204470893416,True,False,False,False
1584250833,6.461145952544442,6.652005798428321,6.518764019226368,True,False,False,False
1584250895,6.461145952544442,6.652005798428321,6.51732356755932,True,False,False,False
1584250953,6.461145952544442,6.652005798428321,6.516243228809033,True,False,False,False
1584251015,6.461145952544442,6.652005798428321,6.515162890058748,True,False,False,False
1584251077,6.461145952544442,6.652005798428321,6.514082551308461,True,False,False,False
1584251135,6.461145952544442,6.652005798428321,6.513002212558176,True,False,False,False
1584256369,6.461145952544442,6.652005798428321,6.510841535057603,True,False,False,False
1584256417,6.461145952544442,6.652005798428321,6.525966277561609,True,False,False,False
1584256474,6.461145952544442,6.652005798428321,6.524165712977799,True,False,False,False
