time,Mag_Y_Max,Mag_Y_Avg,Mag_Z_Min,Mag_Z_Max
1584763115,-8.493150684931507,-8.547945205479452,-1.3150684931506849,-1.082191780821918
1584763177,-8.452054794520548,-8.58904109589041,-1.4383561643835616,-1.082191780821918
1584763234,-8.452054794520548,-9.452054794520548,-1.4383561643835616,0.1095890410958904
1584763297,-8.452054794520548,-10.356164383561644,-1.4383561643835616,1.8904109589041096
1584763354,-8.452054794520548,-11.054794520547945,-1.4383561643835616,2.712328767123288
1584763417,-8.452054794520548,-11.178082191780822,-1.4383561643835616,2.712328767123288
1584763474,-8.452054794520548,-10.931506849315069,-1.4383561643835616,2.712328767123288
1584763537,-8.452054794520548,-9.767123287671232,-1.6027397260273972,2.712328767123288
1584763594,-8.301369863013699,-8.698630136986301,-2.7534246575342465,2.712328767123288
1584763656,-8.054794520547945,-8.123287671232877,-2.9315068493150687,2.712328767123288
1584763714,-8.054794520547945,-8.602739726027398,-2.9315068493150687,2.712328767123288
1584768937,0.1780821917808219,-2.0136986301369864,-3.643835616438356,12.520547945205479
1584768994,0.1780821917808219,-4.342465753424658,-4.0,12.520547945205479
1584769057,0.1780821917808219,-7.2465753424657535,-4.0,12.520547945205479
1584769114,0.1780821917808219,-10.452054794520548,-4.0,12.520547945205479
1584769176,0.1780821917808219,-7.821917808219178,-4.0,12.520547945205479
1584769234,0.1780821917808219,-9.273972602739725,-4.0,12.520547945205479
1584769296,-6.986301369863014,-7.47945205479452,2.73972602739726,5.260273972602739
1584769354,-6.986301369863014,-7.8493150684931505,-2.904109589041096,5.260273972602739
1584769536,-0.6712328767123288,-4.397260273972603,-4.506849315068493,5.260273972602739
1584769594,-0.6712328767123288,-8.273972602739725,-4.506849315068493,5.260273972602739
1584769714,-0.6712328767123288,-8.41095890410959,-4.506849315068493,7.972602739726027
1584847425,6.493150684931507,-4.534246575342466,-5.534246575342466,11.232876712328768
1584847482,6.493150684931507,-6.232876712328767,-5.534246575342466,11.232876712328768
1584847545,6.493150684931507,-9.452054794520548,-5.534246575342466,11.232876712328768
1584847602,6.493150684931507,-8.301369863013699,-5.534246575342466,11.232876712328768
1584847665,-9.219178082191782,-9.273972602739725,7.726027397260274,8.10958904109589
1584847722,-9.0,-9.232876712328768,4.739726027397261,8.10958904109589
1584847785,-9.0,-10.493150684931507,0.7397260273972602,8.10958904109589
1584847842,-5.945205479452055,-7.273972602739726,-1.452054794520548,8.10958904109589
1584847904,-5.945205479452055,-7.136986301369863,-2.0821917808219177,8.10958904109589
1584847962,-5.945205479452055,-8.301369863013699,-2.136986301369863,8.10958904109589
1584848024,-5.945205479452055,-6.986301369863014,-2.136986301369863,8.10958904109589
1584848082,-5.945205479452055,-10.164383561643836,-2.136986301369863,8.10958904109589
1584848144,-5.945205479452055,-8.835616438356164,-2.136986301369863,8.10958904109589
1584853365,-0.6301369863013698,-5.383561643835616,-5.027397260273973,8.10958904109589
1584853423,-7.136986301369863,-7.136986301369863,3.041095890410959,3.041095890410959
1584853485,-4.917808219178082,-5.410958904109589,1.643835616438356,2.8493150684931505
1584853543,-8.698630136986301,-9.013698630136986,0.3561643835616438,0.4246575342465753
1584853605,-2.6164383561643834,-4.8493150684931505,-0.5753424657534246,0.4246575342465753
1584853663,-2.6164383561643834,-4.602739726027397,-2.315068493150685,0.4246575342465753
1584853725,-2.6164383561643834,-7.0,-3.5753424657534247,0.4246575342465753
1584853782,-2.3424657534246576,-2.8493150684931505,-4.191780821917808,0.4246575342465753
1584853845,-2.3424657534246576,-5.178082191780822,-4.273972602739726,0.4246575342465753
1584853902,-2.3424657534246576,-9.438356164383562,-4.273972602739726,2.4794520547945207
1584853965,-2.3424657534246576,-10.315068493150685,-4.273972602739726,4.794520547945205
1584854022,-2.3424657534246576,-10.383561643835616,-4.273972602739726,4.794520547945205
1584854085,-2.3424657534246576,-10.383561643835616,-4.273972602739726,4.794520547945205
1584854142,-2.3424657534246576,-10.383561643835616,-4.273972602739726,4.794520547945205
1584854204,-2.3424657534246576,-10.383561643835616,-4.273972602739726,4.794520547945205
1585016324,6.095890410958904,-8.0,-8.356164383561644,17.589041095890412
1585016382,6.095890410958904,-5.4520547945205475,-8.356164383561644,17.589041095890412
1585016444,6.095890410958904,-6.287671232876712,-8.356164383561644,17.589041095890412
1585016502,6.095890410958904,-8.452054794520548,-8.356164383561644,17.589041095890412
1585016564,6.095890410958904,-6.794520547945205,-8.356164383561644,17.589041095890412
1585016622,6.095890410958904,-3.4794520547945207,-8.356164383561644,17.589041095890412
1585016684,6.095890410958904,1.6849315068493151,-8.356164383561644,17.589041095890412
1585016746,6.095890410958904,3.1780821917808217,-8.356164383561644,17.589041095890412
1585016804,6.095890410958904,1.0547945205479452,-8.356164383561644,17.589041095890412
1585016866,6.095890410958904,-5.109589041095891,-8.356164383561644,17.589041095890412
1585016924,6.095890410958904,-9.136986301369863,-8.356164383561644,17.589041095890412
1585022142,6.095890410958904,-7.4520547945205475,-8.356164383561644,17.589041095890412
1585022279,6.095890410958904,-7.534246575342466,-8.356164383561644,17.589041095890412
1585022284,6.095890410958904,-7.383561643835616,-8.356164383561644,17.589041095890412
1585022308,6.095890410958904,-6.958904109589041,-8.356164383561644,17.589041095890412
1585022313,6.095890410958904,-7.082191780821918,-8.356164383561644,17.589041095890412
1585022322,6.095890410958904,-7.315068493150685,-8.356164383561644,17.589041095890412
1585022370,6.095890410958904,-9.36986301369863,-8.356164383561644,17.589041095890412
1585022380,6.095890410958904,-9.424657534246576,-8.356164383561644,17.589041095890412
1585022505,6.095890410958904,-9.424657534246576,-8.356164383561644,17.589041095890412
1585022625,6.095890410958904,-9.424657534246576,-8.356164383561644,17.589041095890412
1585022682,6.095890410958904,-9.424657534246576,-8.356164383561644,17.589041095890412
1585022802,6.095890410958904,-5.63013698630137,-8.356164383561644,17.589041095890412
1585022864,6.095890410958904,-9.356164383561644,-8.356164383561644,17.589041095890412
1585022984,6.095890410958904,-7.3561643835616435,-8.356164383561644,17.589041095890412
1587416114,7.287671232876712,-5.657534246575342,-8.863013698630137,20.904109589041095
1587416177,7.287671232876712,-8.424657534246576,-8.863013698630137,20.904109589041095
1587416234,7.287671232876712,-6.47945205479452,-8.863013698630137,20.904109589041095
1587416296,7.287671232876712,-8.863013698630137,-8.863013698630137,20.904109589041095
1587416354,7.287671232876712,-7.794520547945205,-8.863013698630137,20.904109589041095
1587416416,7.287671232876712,-6.739726027397261,-8.863013698630137,20.904109589041095
1587416474,7.287671232876712,-9.520547945205479,-8.863013698630137,20.904109589041095
1587416536,7.287671232876712,-7.726027397260274,-8.863013698630137,20.904109589041095
1587416594,7.287671232876712,-10.123287671232877,-8.863013698630137,20.904109589041095
1587416656,7.287671232876712,-8.561643835616438,-8.863013698630137,20.904109589041095
1587759794,7.287671232876712,-9.712328767123287,-8.863013698630137,20.904109589041095
1587759856,7.287671232876712,-9.986301369863014,-8.863013698630137,20.904109589041095
1587759914,7.287671232876712,-10.520547945205479,-8.863013698630137,20.904109589041095
1587759976,7.287671232876712,-10.506849315068493,-8.863013698630137,20.904109589041095
1587760033,7.287671232876712,-10.26027397260274,-8.863013698630137,20.904109589041095
1587760096,7.287671232876712,-10.150684931506849,-8.863013698630137,20.904109589041095
1587760153,7.287671232876712,-8.534246575342467,-8.863013698630137,20.904109589041095
1587760216,7.287671232876712,-6.794520547945205,-8.863013698630137,20.904109589041095
1587760273,7.287671232876712,-7.917808219178082,-8.863013698630137,20.904109589041095
1587760336,7.287671232876712,-8.780821917808218,-8.863013698630137,20.904109589041095
