time,Mag_X_Min,Mag_X_Max,Mag_X_Avg,Mag_Y_Min
1584763115,1.0410958904109588,1.4931506849315068,1.2602739726027397,-8.63013698630137
1584763177,1.0410958904109588,1.6986301369863013,1.5616438356164384,-8.917808219178083
1584763234,-0.6712328767123288,1.6986301369863013,0.3150684931506849,-9.972602739726028
1584763297,-1.2602739726027397,1.6986301369863013,-1.082191780821918,-10.794520547945206
1584763354,-1.2602739726027397,1.6986301369863013,-0.0273972602739726,-11.205479452054794
1584763417,-1.2602739726027397,1.6986301369863013,1.3150684931506849,-11.219178082191782
1584763474,-1.2876712328767124,1.6986301369863013,-0.0958904109589041,-11.219178082191782
1584763537,-1.8082191780821917,1.6986301369863013,-1.6575342465753424,-11.219178082191782
1584763594,-1.8082191780821917,1.6986301369863013,-0.7123287671232876,-11.219178082191782
1584763656,-1.8082191780821917,1.6986301369863013,0.7123287671232876,-11.219178082191782
1584763714,-1.8082191780821917,1.6986301369863013,0.8767123287671232,-11.219178082191782
1584768937,-6.602739726027397,6.438356164383562,4.301369863013699,-12.397260273972602
1584768994,-6.602739726027397,6.438356164383562,0.6575342465753424,-12.397260273972602
1584769057,-6.602739726027397,6.438356164383562,-4.041095890410959,-12.397260273972602
1584769114,-6.602739726027397,6.438356164383562,-0.3698630136986301,-12.397260273972602
1584769176,-6.602739726027397,6.438356164383562,5.438356164383562,-12.397260273972602
1584769234,-6.602739726027397,6.438356164383562,2.9178082191780823,-12.397260273972602
1584769296,-6.931506849315069,-5.972602739726027,-6.63013698630137,-8.315068493150685
1584769354,-6.931506849315069,-0.3561643835616438,-4.424657534246576,-8.493150684931507
1584769536,-6.931506849315069,2.684931506849315,-1.8082191780821917,-8.493150684931507
1584769594,-6.931506849315069,6.47945205479452,3.767123287671233,-8.684931506849315
1584769714,-6.931506849315069,6.575342465753424,-2.5753424657534247,-10.082191780821917
1584847425,-8.356164383561644,9.246575342465754,3.589041095890411,-12.73972602739726
1584847482,-8.356164383561644,9.246575342465754,3.958904109589041,-12.73972602739726
1584847545,-8.356164383561644,9.246575342465754,-0.2876712328767123,-12.73972602739726
1584847602,-8.356164383561644,9.246575342465754,-3.9726027397260273,-12.73972602739726
1584847665,0.1232876712328767,2.3835616438356166,1.3013698630136987,-9.32876712328767
1584847722,0.1232876712328767,4.506849315068493,3.958904109589041,-9.95890410958904
1584847785,-3.219178082191781,4.506849315068493,0.6575342465753424,-10.945205479452055
1584847842,-5.205479452054795,4.506849315068493,-4.712328767123288,-10.945205479452055
1584847904,-5.205479452054795,4.506849315068493,-3.684931506849315,-10.945205479452055
1584847962,-5.205479452054795,5.424657534246576,2.6301369863013697,-10.945205479452055
1584848024,-5.205479452054795,6.027397260273973,5.726027397260274,-10.945205479452055
1584848082,-5.205479452054795,6.027397260273973,0.726027397260274,-10.945205479452055
1584848144,-5.890410958904109,6.027397260273973,-5.36986301369863,-10.945205479452055
1584853365,-8.684931506849315,9.04109589041096,-6.191780821917808,-12.397260273972602
1584853423,6.808219178082192,6.808219178082192,6.808219178082192,-7.136986301369863
1584853485,7.041095890410959,7.821917808219178,7.63013698630137,-6.780821917808219
1584853543,-4.054794520547945,-3.5342465753424657,-3.643835616438356,-9.10958904109589
1584853605,-6.671232876712328,-3.5342465753424657,-6.123287671232877,-9.10958904109589
1584853663,-6.671232876712328,-2.780821917808219,-5.438356164383562,-9.10958904109589
1584853725,-6.671232876712328,4.616438356164384,1.7397260273972603,-9.10958904109589
1584853782,-6.671232876712328,4.739726027397261,4.342465753424658,-9.10958904109589
1584853845,-6.671232876712328,4.739726027397261,2.780821917808219,-9.10958904109589
1584853902,-6.671232876712328,4.739726027397261,-1.7945205479452055,-10.068493150684931
1584853965,-6.671232876712328,4.739726027397261,-3.506849315068493,-10.397260273972602
1584854022,-6.671232876712328,4.739726027397261,-3.3698630136986303,-10.397260273972602
1584854085,-6.671232876712328,4.739726027397261,-3.3698630136986303,-10.397260273972602
1584854142,-6.671232876712328,4.739726027397261,-3.3698630136986303,-10.397260273972602
1584854204,-6.671232876712328,4.739726027397261,-3.3698630136986303,-10.397260273972602
1585016324,-8.150684931506849,8.712328767123287,1.6575342465753424,-22.493150684931507
1585016382,-8.150684931506849,8.712328767123287,1.5616438356164384,-22.493150684931507
1585016444,-8.150684931506849,8.712328767123287,1.8082191780821917,-22.493150684931507
1585016502,-8.150684931506849,8.712328767123287,-2.767123287671233,-22.493150684931507
1585016564,-8.150684931506849,8.712328767123287,-4.383561643835616,-22.493150684931507
1585016622,-8.150684931506849,8.712328767123287,0.7808219178082192,-22.493150684931507
1585016684,-8.150684931506849,8.712328767123287,1.9315068493150684,-22.493150684931507
1585016746,-8.150684931506849,8.712328767123287,1.5068493150684932,-22.493150684931507
1585016804,-8.150684931506849,8.712328767123287,1.8767123287671232,-22.493150684931507
1585016866,-8.150684931506849,8.712328767123287,0.0136986301369863,-22.493150684931507
1585016924,-8.150684931506849,8.712328767123287,-4.109589041095891,-22.493150684931507
1585022142,-8.287671232876713,8.712328767123287,-2.7534246575342465,-22.493150684931507
1585022279,-8.287671232876713,8.712328767123287,1.7397260273972603,-22.493150684931507
1585022284,-8.287671232876713,8.712328767123287,1.821917808219178,-22.493150684931507
1585022308,-8.287671232876713,8.712328767123287,1.821917808219178,-22.493150684931507
1585022313,-8.287671232876713,8.712328767123287,1.7945205479452055,-22.493150684931507
1585022322,-8.287671232876713,8.712328767123287,1.7808219178082192,-22.493150684931507
1585022370,-8.287671232876713,8.712328767123287,2.780821917808219,-22.493150684931507
1585022380,-8.287671232876713,8.712328767123287,2.8219178082191783,-22.493150684931507
1585022505,-8.287671232876713,8.712328767123287,2.8219178082191783,-22.493150684931507
1585022625,-8.287671232876713,8.712328767123287,2.8219178082191783,-22.493150684931507
1585022682,-8.287671232876713,8.712328767123287,2.8219178082191783,-22.493150684931507
1585022802,-8.287671232876713,8.712328767123287,8.027397260273972,-22.493150684931507
1585022864,-8.287671232876713,8.712328767123287,2.3013698630136985,-22.493150684931507
1585022984,-8.287671232876713,8.712328767123287,-5.493150684931507,-22.493150684931507
1587416114,-9.232876712328768,9.753424657534246,-6.6438356164383565,-22.493150684931507
1587416177,-9.232876712328768,9.753424657534246,-1.5753424657534247,-22.493150684931507
1587416234,-9.232876712328768,9.753424657534246,6.205479452054795,-22.493150684931507
1587416296,-9.232876712328768,9.753424657534246,4.493150684931507,-22.493150684931507
1587416354,-9.232876712328768,9.753424657534246,-5.191780821917808,-22.493150684931507
1587416416,-9.232876712328768,9.753424657534246,-5.794520547945205,-22.493150684931507
1587416474,-9.232876712328768,9.753424657534246,2.7945205479452055,-22.493150684931507
1587416536,-9.232876712328768,9.753424657534246,6.4520547945205475,-22.493150684931507
1587416594,-9.232876712328768,9.753424657534246,-0.2054794520547945,-22.493150684931507
1587416656,-9.232876712328768,9.753424657534246,-4.506849315068493,-22.493150684931507
1587759794,-9.232876712328768,9.753424657534246,-0.1643835616438356,-22.493150684931507
1587759856,-9.232876712328768,9.753424657534246,2.0273972602739727,-22.493150684931507
1587759914,-9.232876712328768,9.753424657534246,1.8493150684931507,-22.493150684931507
1587759976,-9.232876712328768,9.753424657534246,-0.410958904109589,-22.493150684931507
1587760033,-9.232876712328768,9.753424657534246,-1.2465753424657535,-22.493150684931507
1587760096,-9.232876712328768,9.753424657534246,-0.3013698630136986,-22.493150684931507
1587760153,-9.232876712328768,9.753424657534246,-0.2602739726027397,-22.493150684931507
1587760216,-9.232876712328768,9.753424657534246,-1.6027397260273972,-22.493150684931507
1587760273,-9.232876712328768,9.753424657534246,-1.2328767123287672,-22.493150684931507
1587760336,-9.232876712328768,9.753424657534246,2.6986301369863015,-22.493150684931507
