time,Fire_Count,Fault_Count,Last_Main_Charge_Time,SMT_Wait_Time
1584003295,2,1,0.666778564453125,0.00799560546875
1584003352,2,1,0.666778564453125,0.00799560546875
1584003415,2,1,0.666778564453125,0.00799560546875
1584003472,2,1,0.666778564453125,0.00799560546875
1584003535,2,1,0.666778564453125,0.00799560546875
1584003592,2,1,0.666778564453125,0.00799560546875
1584003655,2,1,0.666778564453125,0.00799560546875
1584087514,2,1,0.666778564453125,0.00799560546875
1584087576,2,1,0.666778564453125,0.00799560546875
1584087634,2,1,0.666778564453125,0.00799560546875
1584087696,2,1,0.687225341796875,0.00799560546875
1584087754,2,1,0.687225341796875,0.00799560546875
1584087816,2,1,0.687225341796875,0.00799560546875
1584087874,2,1,0.687225341796875,0.00799560546875
1584087936,2,1,0.687225341796875,0.00799560546875
1584087994,2,1,0.687225341796875,0.00799560546875
1584088056,2,1,0.687225341796875,0.00799560546875
1584088113,2,1,0.687225341796875,0.00799560546875
1584088176,2,1,0.687225341796875,0.00799560546875
1584088233,2,1,0.687225341796875,0.00799560546875
1584093394,2,1,0.687225341796875,0.00799560546875
1584093457,2,1,0.687225341796875,0.00799560546875
1584093514,2,1,0.687225341796875,0.00799560546875
1584093577,2,1,0.687225341796875,0.00799560546875
1584093634,2,1,0.687225341796875,0.00799560546875
1584093696,2,1,0.687225341796875,0.00799560546875
1584093754,2,1,0.687225341796875,0.00799560546875
1584093816,2,1,0.687225341796875,0.00799560546875
1584093874,2,1,0.687225341796875,0.00799560546875
1584093936,2,1,0.687225341796875,0.00799560546875
1584093994,2,1,0.687225341796875,0.00799560546875
1584094056,2,1,0.687225341796875,0.00799560546875
1584094114,2,1,0.687225341796875,0.00799560546875
1584099214,2,1,0.687225341796875,0.00799560546875
1584099276,2,1,0.687225341796875,0.00799560546875
1584099333,2,1,0.687225341796875,0.00799560546875
1584099516,2,2,0.678131103515625,0.00799560546875
1584105154,2,2,0.678131103515625,0.00799560546875
1584166053,2,2,0.678131103515625,0.00799560546875
1584166115,2,2,0.678131103515625,0.00799560546875
1584166173,2,2,0.31561279296875,0.00799560546875
1584166235,2,2,0.31561279296875,0.00799560546875
1584166293,2,2,0.31561279296875,0.00799560546875
1584166355,2,2,0.31561279296875,0.00799560546875
1584166413,2,2,0.31561279296875,0.00799560546875
1584166475,2,2,0.31561279296875,0.00799560546875
1584171937,2,2,0.31561279296875,0.00799560546875
1584171994,2,2,0.31561279296875,0.00799560546875
1584172056,2,2,0.31561279296875,0.00799560546875
1584172114,2,2,0.31561279296875,0.00799560546875
1584172176,2,2,0.31561279296875,0.00799560546875
1584172234,2,2,0.31561279296875,0.00799560546875
1584172296,2,2,0.31561279296875,0.00799560546875
1584172354,2,2,0.31561279296875,0.00799560546875
1584172416,2,2,0.31561279296875,0.00799560546875
1584172474,2,2,0.31561279296875,0.00799560546875
1584172536,2,2,0.31561279296875,0.00799560546875
1584172593,2,2,0.31561279296875,0.00799560546875
1584172713,2,2,0.31561279296875,0.00799560546875
1584177756,2,2,0.31561279296875,0.00799560546875
1584177813,2,2,0.31561279296875,0.00799560546875
1584177875,2,2,0.31561279296875,0.00799560546875
1584177933,2,2,0.31561279296875,0.00799560546875
1584177995,2,2,0.31561279296875,0.00799560546875
1584178053,2,2,0.31561279296875,0.00799560546875
1584183753,2,2,0.31561279296875,0.00799560546875
1584183815,2,2,0.31561279296875,0.00799560546875
1584183873,2,2,0.31561279296875,0.00799560546875
1584183935,2,2,0.31561279296875,0.00799560546875
1584183997,2,2,0.31561279296875,0.00799560546875
1584184055,2,2,0.31561279296875,0.00799560546875
1584184117,2,2,0.31561279296875,0.00799560546875
1584184175,2,2,0.31561279296875,0.00799560546875
1584184237,2,2,0.31561279296875,0.00799560546875
1584184294,2,2,0.31561279296875,0.00799560546875
1584184357,2,2,0.31561279296875,0.00799560546875
1584184414,2,2,0.31561279296875,0.00799560546875
1584250416,2,2,0.31561279296875,0.00799560546875
1584250473,2,2,0.31561279296875,0.00799560546875
1584250536,2,2,0.31561279296875,0.00799560546875
1584250593,2,2,0.31561279296875,0.00799560546875
1584250655,2,2,0.31561279296875,0.00799560546875
1584250713,2,2,0.31561279296875,0.00799560546875
1584250775,2,2,0.31561279296875,0.00799560546875
1584250833,2,2,0.31561279296875,0.00799560546875
1584250895,2,2,0.31561279296875,0.00799560546875
1584250953,2,2,0.31561279296875,0.00799560546875
1584251015,2,2,0.31561279296875,0.00799560546875
1584251073,2,2,0.31561279296875,0.00799560546875
1584251135,2,2,0.31561279296875,0.00799560546875
1584256369,2,2,0.31561279296875,0.00799560546875
1584256417,2,2,0.31561279296875,0.00799560546875
1584256537,3,2,0.31561279296875,0.00799560546875
1584256594,3,2,0.31561279296875,0.00799560546875
1584256657,3,2,0.31561279296875,0.00799560546875
1584256714,3,2,0.31561279296875,0.00799560546875
1584256776,3,2,0.31561279296875,0.00799560546875
1584256834,3,2,0.31561279296875,0.00799560546875
1584256896,3,2,0.31561279296875,0.00799560546875
1584257016,3,2,0.31561279296875,0.00799560546875
1584267995,3,2,0.31561279296875,0.00799560546875
1584268056,3,2,0.31561279296875,0.00799560546875
1584268113,3,2,0.31561279296875,0.00799560546875
1584268175,4,2,0.31561279296875,0.00799560546875
1584268233,4,2,0.31561279296875,0.00799560546875
1584268295,4,2,0.31561279296875,0.00799560546875
1584334956,4,2,0.31561279296875,0.00799560546875
1584335013,4,2,0.31561279296875,0.00799560546875
1584335076,4,2,0.31561279296875,0.00799560546875
1584335133,4,2,0.31561279296875,0.00799560546875
1584335196,4,2,0.31561279296875,0.00799560546875
1584335253,4,2,0.31561279296875,0.00799560546875
1584335316,4,2,0.31561279296875,0.00799560546875
1584335373,4,2,0.31561279296875,0.00799560546875
1584335435,4,2,0.31561279296875,0.00799560546875
1584335493,4,2,0.31561279296875,0.00799560546875
1584340717,4,2,0.31561279296875,0.00799560546875
1584340775,4,2,0.31561279296875,0.00799560546875
1584340837,4,2,0.31561279296875,0.00799560546875
1584340894,4,2,0.31561279296875,0.00799560546875
1584340957,4,2,0.31561279296875,0.00799560546875
1584341077,4,2,0.31561279296875,0.00799560546875
1584341134,4,2,0.31561279296875,0.00799560546875
1584346774,4,2,0.31561279296875,0.00799560546875
1584346836,4,2,0.31561279296875,0.00799560546875
1584346894,4,3,0.678619384765625,0.00799560546875
1584346956,4,3,0.678619384765625,0.00799560546875
1584352536,4,3,0.678619384765625,0.00799560546875
1584352594,4,3,0.678619384765625,0.00799560546875
1584352656,4,3,0.678619384765625,0.00799560546875
1584352714,4,3,0.678619384765625,0.00799560546875
1584352776,4,3,0.678619384765625,0.00799560546875
1584352833,4,3,0.678619384765625,0.00799560546875
1584352896,4,3,0.678619384765625,0.00799560546875
1584352953,4,3,0.678619384765625,0.00799560546875
1584353016,4,3,0.678619384765625,0.00799560546875
1584353073,4,3,0.678619384765625,0.00799560546875
1584353136,4,3,0.678619384765625,0.00799560546875
1584358474,4,3,0.678619384765625,0.00799560546875
1584358537,4,3,0.678619384765625,0.00799560546875
1584358594,4,3,0.678619384765625,0.00799560546875
1584358657,4,4,0.6741943359375,0.00799560546875
