time,Omega_X
1587759798,0.000839939690195024
1587759861,0.0038942659739404917
1587759918,0.00038179077091626823
1587759981,-0.0069485921412706375
1587760038,-0.011377365328371525
1587760096,-0.012522737495601177
1587760158,-0.009621127508580685
1587760220,-0.002519819187000394
1587760278,0.005879577714949846
1587760340,0.006719517521560192
