time,RAHS_State,RAHS_Current_Min,RAHS_Current_Max,RAHS_Current_Avg
1581790101,5,-16.0,15.99951171875,0.0
1581790164,5,-16.0,15.99951171875,0.0
1581891801,5,-16.0,15.99951171875,0.0
1581891863,5,-16.0,15.99951171875,0.0
1581891921,5,-16.0,15.99951171875,0.0
1581891983,5,-16.0,15.99951171875,0.0
1581892041,5,-16.0,15.99951171875,0.0
1581892103,5,-16.0,15.99951171875,0.0
1581892160,5,-16.0,15.99951171875,0.0
1581892223,5,-16.0,15.99951171875,0.0
1581892280,5,-16.0,15.99951171875,0.0
1581892343,5,-16.0,15.99951171875,0.0
1581892400,5,-16.0,15.99951171875,0.0
1581892462,5,-16.0,15.99951171875,0.0
1582223663,5,-15.5,15.49951171875,0.0
1582223721,5,-15.5,15.49951171875,0.0
1582223779,5,-15.5,15.49951171875,0.0
1582223783,5,-15.5,15.49951171875,0.0
1582223788,5,-15.5,15.49951171875,0.0
1582223841,5,-15.5,15.49951171875,0.0
1582223903,5,-15.5,15.49951171875,0.0
1582223961,5,-15.5,15.49951171875,0.0
1582224023,5,-15.5,15.49951171875,0.0
1582224081,5,-15.5,15.49951171875,0.0
1582224143,5,-15.5,15.49951171875,0.0
1582224200,5,-15.5,15.49951171875,0.0
1582224263,5,-15.5,15.49951171875,0.0
1582224320,5,-15.5,15.49951171875,0.0
1582224383,5,-15.5,15.49951171875,0.0
1582224440,5,-15.5,15.49951171875,0.0
1582224502,5,-15.5,15.49951171875,0.0
1582229483,5,-15.5,15.49951171875,0.0
1582229598,5,-15.5,15.49951171875,0.0
1582229603,5,-15.5,15.49951171875,0.0
1582229661,5,-15.5,15.49951171875,0.0
1582229723,5,-15.5,15.49951171875,0.0
1582229781,5,-15.5,15.49951171875,0.0
1582229843,5,-15.5,15.49951171875,0.0
1582229900,5,-15.5,15.49951171875,0.0
1582229963,5,-15.5,15.49951171875,0.0
1582230020,5,-15.5,15.49951171875,0.0
1582230083,5,-15.5,15.49951171875,0.0
1582230140,5,-15.5,15.49951171875,0.0
1582230202,5,-15.5,15.49951171875,0.0
1582230260,5,-15.5,15.49951171875,0.0
1582230322,5,-15.5,15.49951171875,0.0
1582235365,5,-15.5,15.49951171875,0.0
1582235422,5,-15.5,15.49951171875,0.0
1582235484,5,-15.5,15.49951171875,0.0
1582235542,5,-15.5,15.49951171875,0.0
1582235604,5,-15.5,15.49951171875,0.0
1582235662,5,-15.5,15.49951171875,0.0
1582235724,5,-15.5,15.49951171875,0.0
1582235782,5,-15.5,15.49951171875,0.0
1582235844,5,-15.5,15.49951171875,0.0
1582235902,5,-15.5,15.49951171875,0.0
1582235964,5,-15.5,15.49951171875,0.0
1582236021,5,-15.5,15.49951171875,0.0
1582236084,5,-15.5,15.49951171875,0.0
1582308084,5,-15.5,15.49951171875,0.0
1582308141,5,-15.5,15.49951171875,0.0
1582308204,5,-15.5,15.49951171875,0.0
1582308261,5,-15.5,15.49951171875,0.0
1582308324,5,-15.5,15.49951171875,0.0
1582308381,5,-15.5,15.49951171875,0.0
1582308443,5,-15.5,15.49951171875,0.0
1582308501,5,-15.5,15.49951171875,0.0
1582308683,5,-15.5,15.49951171875,0.0
1582308741,5,-15.5,15.49951171875,0.0
1582308803,5,-15.5,15.49951171875,0.0
1582308861,5,-15.5,15.49951171875,0.0
1582319962,5,-15.5,15.49951171875,0.0
1582320020,5,-15.5,15.49951171875,0.0
1582320082,5,-0.00048828125,0.0,0.0
1582320140,5,-0.00048828125,0.0,0.0
1582320202,5,-0.00048828125,0.00048828125,0.0
1582320264,5,-0.00048828125,0.00048828125,0.0
1582320322,5,-0.00048828125,0.00048828125,0.0
1582320384,5,-0.0009765625,0.00048828125,0.0
1582320442,5,-0.0009765625,0.00048828125,0.0
1582320504,5,-0.0009765625,0.00048828125,0.0
1582320562,5,-0.0009765625,0.00048828125,0.0
1582488773,5,-0.0009765625,0.00048828125,0.0
1582488893,5,-0.0009765625,0.00048828125,0.0
1582488955,5,-0.0009765625,0.00048828125,0.0
1582489022,5,-0.0009765625,0.00048828125,0.0
1582489075,5,-0.0009765625,0.00048828125,0.0
1582489195,5,-0.0009765625,0.00048828125,0.0
1582489253,5,-0.0009765625,0.00048828125,0.0
1582916934,5,-15.5,15.49951171875,0.0
1582916995,5,-15.5,15.49951171875,0.0
1582917053,5,-15.5,15.49951171875,0.0
1582917124,5,-15.5,15.49951171875,0.0
1582917172,5,-15.5,15.49951171875,0.0
1582983836,5,-15.5,15.49951171875,0.0
1582983894,5,-15.5,15.49951171875,0.0
1582983956,5,-15.5,15.49951171875,0.0
1582984014,5,-15.5,15.49951171875,0.0
1582984076,5,-15.5,15.49951171875,0.0
1582984134,5,-15.5,15.49951171875,0.0
1582984196,5,-15.5,15.49951171875,0.0
1582984253,5,-15.5,15.49951171875,0.0
1582984316,5,-15.5,15.49951171875,0.0
1582984373,5,-15.5,15.49951171875,0.0
1582984436,5,-15.5,15.49951171875,0.0
1582984493,5,-15.5,15.49951171875,0.0
1582984556,5,-15.5,15.49951171875,0.0
1582984613,5,-15.5,15.49951171875,0.0
1582989776,5,-15.5,15.49951171875,0.0
1582989833,5,-15.5,15.49951171875,0.0
1582989896,5,-15.5,15.49951171875,0.0
1582989953,5,-15.5,15.49951171875,0.0
1582990016,5,-15.5,15.49951171875,0.0
1582990073,5,-15.5,15.49951171875,0.0
1582990136,5,-15.5,15.49951171875,0.0
1582990193,5,-15.5,15.49951171875,0.0
1582990255,5,-15.5,15.49951171875,0.0
1582990313,5,-15.5,15.49951171875,0.0
1582990375,5,-15.5,15.49951171875,0.0
1582990433,5,-15.5,15.49951171875,0.0
1582990495,5,-15.5,15.49951171875,0.0
1582995475,5,-15.5,15.49951171875,0.0
1582995533,5,-15.5,15.49951171875,0.0
1582995595,5,-15.5,15.49951171875,0.0
1582995652,5,-15.5,15.49951171875,0.0
1582995715,5,-15.5,15.49951171875,0.0
1582995772,5,-15.5,15.49951171875,0.0
1582995835,5,-15.5,15.49951171875,0.0
1582995892,5,-15.5,15.49951171875,0.0
1582995954,5,-15.5,15.49951171875,0.0
1582996012,5,-15.5,15.49951171875,0.0
1582996074,5,-15.5,15.49951171875,0.0
1582996137,5,-15.5,15.49951171875,0.0
1582996194,5,-15.5,15.49951171875,0.0
1582996256,5,-15.5,15.49951171875,0.0
1582996314,5,-15.5,15.49951171875,0.0
1583074016,5,-15.5,15.49951171875,0.0
1583074073,5,-15.5,15.49951171875,0.0
1583074136,5,-15.5,15.49951171875,0.0
1583074193,5,-15.5,15.49951171875,0.0
1583074256,5,-15.5,15.49951171875,0.0
1583074313,5,-15.5,15.49951171875,0.0
1583074375,5,-15.5,15.49951171875,0.0
1583074433,5,-15.5,15.49951171875,0.0
1583074495,5,-15.5,15.49951171875,0.0
1583074553,5,-15.5,15.49951171875,0.0
1583074615,5,-15.5,15.49951171875,0.0
1583074673,5,-15.5,15.49951171875,0.0
1583074735,5,-15.5,15.49951171875,0.0
1583074793,5,-15.5,15.49951171875,0.0
1583074855,5,-15.5,15.49951171875,0.0
1583080016,5,-15.5,15.99951171875,0.0
1583080073,5,-15.5,15.99951171875,0.0
1583080136,5,-15.5,15.99951171875,0.0
1583080193,5,-15.5,15.99951171875,0.0
1583080256,5,-15.5,15.99951171875,0.0
1583080313,5,-15.5,15.99951171875,0.0
1583080375,5,-15.5,15.99951171875,0.0
1583080433,5,-15.5,15.99951171875,0.0
1583080495,5,-15.5,15.99951171875,0.0
1583080553,5,-15.5,15.99951171875,0.0
1583080615,5,-15.5,15.99951171875,0.0
1583080673,5,-15.5,15.99951171875,0.0
1583080735,5,-15.5,15.99951171875,0.0
1583248914,5,-15.5,15.99951171875,0.0
1583248976,5,-15.5,15.99951171875,0.0
1583249034,5,-15.5,15.99951171875,0.0
1583249096,5,-15.5,15.99951171875,0.0
1583249154,5,-15.5,15.99951171875,0.0
1583249216,5,-15.5,15.99951171875,0.0
1583249274,5,-15.5,15.99951171875,0.0
1583249336,5,-15.5,15.99951171875,0.0
1583249394,5,-15.5,15.99951171875,0.0
1583254734,5,-15.5,15.99951171875,0.0
1583254796,5,-15.5,15.99951171875,0.0
1583254854,5,-15.5,15.99951171875,0.0
1583254916,5,-15.5,15.99951171875,0.0
1583254974,5,-15.5,15.99951171875,0.0
1583255036,5,-15.5,15.99951171875,0.0
1583255094,5,-15.5,15.99951171875,0.0
1583255156,5,-15.5,15.99951171875,0.0
1583255213,5,-15.5,15.99951171875,0.0
1583508233,5,-16.0,15.99951171875,0.0
1583508295,5,-16.0,15.99951171875,0.0
1583508352,5,-16.0,15.99951171875,0.0
1583508415,5,-16.0,15.99951171875,0.0
1583508472,5,-16.0,15.99951171875,0.0
1583508535,5,-16.0,15.99951171875,0.0
1583508592,5,-16.0,15.99951171875,0.0
1583569013,5,-16.0,15.99951171875,0.0
1583569075,5,-16.0,15.99951171875,0.0
1583569133,5,-16.0,15.99951171875,0.0
1583569195,5,-16.0,15.99951171875,0.0
1583569253,5,-16.0,15.99951171875,0.0
1583569315,5,-16.0,15.99951171875,0.0
1583569373,5,-16.0,15.99951171875,0.0
1583569435,5,-16.0,15.99951171875,0.0
1583569492,5,-16.0,15.99951171875,0.0
1583569555,5,-16.0,15.99951171875,0.0
1583997056,5,-16.0,15.99951171875,0.0
1583997114,5,-16.0,15.99951171875,0.0
1583997176,5,-16.0,15.99951171875,0.0
1583997233,5,-16.0,15.99951171875,0.0
1583997296,5,-16.0,15.99951171875,0.0
1583997353,5,-16.0,15.99951171875,0.0
1583997416,5,-16.0,15.99951171875,0.0
1583997473,5,-16.0,15.99951171875,0.0
1583997536,5,-16.0,15.99951171875,0.0
1583997593,5,-16.0,15.99951171875,0.0
1583997655,5,-16.0,15.99951171875,0.0
1583997713,5,-16.0,15.99951171875,0.0
1584002993,5,-16.0,15.99951171875,0.0
1584003055,5,-16.0,15.99951171875,0.0
1584003113,5,-16.0,15.99951171875,0.0
1584003175,5,-16.0,15.99951171875,0.0
1584003233,5,-16.0,15.99951171875,0.0
1584003295,5,-16.0,15.99951171875,0.0
1584003352,5,-16.0,15.99951171875,0.0
1584003415,5,-16.0,15.99951171875,0.0
1584003472,5,-16.0,15.99951171875,0.0
1584003535,5,-16.0,15.99951171875,0.0
1584003592,5,-16.0,15.99951171875,0.0
1584003655,5,-16.0,15.99951171875,0.0
1584087514,5,-16.0,15.99951171875,0.0
1584087576,5,-16.0,15.99951171875,0.0
1584087634,5,-16.0,15.99951171875,0.0
1584087696,5,-16.0,15.99951171875,0.0009765625
1584087754,5,-16.0,15.99951171875,0.0
1584087816,5,-16.0,15.99951171875,0.0
1584087874,5,-16.0,15.99951171875,0.0
1584087936,5,-16.0,15.99951171875,0.0
1584087994,5,-16.0,15.99951171875,0.0
1584088056,5,-16.0,15.99951171875,0.0
1584088113,5,-16.0,15.99951171875,0.0
1584088176,5,-16.0,15.99951171875,0.0
1584088233,5,-16.0,15.99951171875,0.0
1584093394,5,-16.0,15.99951171875,0.0
1584093457,5,-16.0,15.99951171875,0.0
1584093514,5,-16.0,15.99951171875,0.0
1584093577,5,-16.0,15.99951171875,0.0
1584093634,5,-16.0,15.99951171875,0.0
1584093696,5,-16.0,15.99951171875,0.0
1584093754,5,-16.0,15.99951171875,0.0
1584093816,5,-16.0,15.99951171875,0.0
1584093874,5,-16.0,15.99951171875,0.0
1584093936,5,-16.0,15.99951171875,0.0
1584093994,5,-16.0,15.99951171875,0.0
1584094056,5,-16.0,15.99951171875,0.0
1584094114,5,-16.0,15.99951171875,0.0
1584099214,5,-16.0,15.99951171875,0.0
1584099276,5,-16.0,15.99951171875,0.0
1584099333,5,-16.0,15.99951171875,0.0
1584099396,5,-16.0,15.99951171875,0.0
1584099453,5,-16.0,15.99951171875,0.0
1584099516,5,-16.0,15.99951171875,0.0
1584099573,5,-16.0,15.99951171875,0.0
1584099636,5,-16.0,15.99951171875,0.0
1584099693,5,-16.0,15.99951171875,0.0
1584099755,5,-16.0,15.99951171875,0.0
1584099813,5,-16.0,15.99951171875,0.0
1584099875,5,-16.0,15.99951171875,0.0
1584099938,5,-16.0,15.99951171875,0.0
1584099995,5,-16.0,15.99951171875,0.0
1584105034,5,-16.0,15.99951171875,0.0
1584105097,5,-16.0,15.99951171875,0.0
1584105154,5,-16.0,15.99951171875,0.0
1584105216,5,-16.0,15.99951171875,0.0
1584105274,5,-16.0,15.99951171875,0.0
1584105336,5,-16.0,15.99951171875,0.0
1584105394,5,-16.0,15.99951171875,0.0
1584105456,5,-16.0,15.99951171875,0.0
1584105514,5,-16.0,15.99951171875,0.0
1584105576,5,-16.0,15.99951171875,0.0
1584105634,5,-16.0,15.99951171875,0.0
1584165996,5,-16.0,15.99951171875,0.0
1584166053,5,-0.00048828125,0.0,0.0
1584166115,5,-0.00048828125,0.0,0.0
1584166173,5,-0.00048828125,1.24951171875,0.0
1584166235,5,-0.0009765625,1.24951171875,0.0
1584166293,5,-0.0009765625,1.24951171875,0.0
1584166355,5,-0.0009765625,1.24951171875,0.0
1584166417,5,-0.0009765625,1.24951171875,0.0
1584166475,5,-0.0009765625,1.24951171875,0.0
1584171937,5,-0.0009765625,1.24951171875,0.0
1584171994,5,-0.0009765625,1.24951171875,0.0
1584172056,5,-0.0009765625,1.24951171875,0.0
1584172114,5,-0.0009765625,1.24951171875,0.0
1584172176,5,-0.0009765625,1.24951171875,0.0
1584172234,5,-0.0009765625,1.24951171875,0.0
1584172296,5,-0.0009765625,1.24951171875,0.0
1584172354,5,-0.0009765625,1.24951171875,0.0
1584172416,5,-0.0009765625,1.24951171875,0.0
1584172474,5,-0.0009765625,1.24951171875,0.0
1584172536,5,-0.0009765625,1.24951171875,0.0
1584172593,5,-0.0009765625,1.24951171875,0.0
1584172713,5,-0.0009765625,1.24951171875,0.0
1584177756,5,-0.0009765625,1.24951171875,0.0
1584177813,5,-0.0009765625,1.24951171875,0.0
1584177875,5,-0.00048828125,0.0,0.0
1584177938,5,-0.00048828125,0.0,0.0
1584177995,5,-0.00048828125,0.0,0.0
1584178058,5,-0.00048828125,0.00048828125,0.0
1584178115,5,-0.00048828125,0.00048828125,0.0
1584178177,5,-0.00048828125,0.00048828125,0.0
1584178235,5,-0.00048828125,0.00048828125,0.0
1584178297,5,-0.00048828125,0.00048828125,0.0
1584178355,5,-0.00048828125,0.00048828125,0.0
1584178417,5,-0.00048828125,0.00048828125,0.0
1584178475,5,-0.00048828125,0.00048828125,0.0
1584183695,5,-1.12548828125,0.00048828125,0.0
1584183758,5,-1.12548828125,0.00048828125,0.0
1584183815,5,-1.12548828125,0.00048828125,0.0
1584183877,5,-1.12548828125,0.00048828125,0.0
1584183935,5,-1.12548828125,0.00048828125,0.0
1584183997,5,-1.12548828125,0.00048828125,0.0
1584184055,5,-1.12548828125,0.00048828125,0.0
1584184117,5,-1.12548828125,0.00048828125,0.0
1584184175,5,-1.12548828125,0.00048828125,0.0
1584184237,5,-1.12548828125,0.00048828125,0.0
1584184294,5,-1.12548828125,0.00048828125,0.0
1584184357,5,-1.12548828125,0.00048828125,0.0
1584184414,5,-1.12548828125,0.00048828125,0.0
1584250416,5,-1.189453125,1.24951171875,0.0
1584250473,5,-1.189453125,1.24951171875,0.0
1584250536,5,-1.189453125,1.24951171875,0.0
1584250593,5,-0.00048828125,0.0,0.0
1584250655,5,-0.00048828125,0.0,0.0
1584250713,5,-0.00048828125,0.0,0.0
1584250775,5,-0.00048828125,0.00048828125,0.0
1584250838,5,-0.00048828125,0.00048828125,0.0
1584250895,5,-0.00048828125,0.00048828125,0.0
1584250958,5,-0.00048828125,0.00048828125,0.0
1584251015,5,-0.0009765625,0.00048828125,0.0
1584251077,5,-0.0009765625,0.00048828125,0.0
1584251135,5,-0.0009765625,0.00048828125,0.0
1584256369,5,-0.0009765625,0.00048828125,0.0
1584256417,5,-0.00048828125,0.0,0.0
1584256474,5,-0.0009765625,0.0,0.0
1584256537,5,-0.0009765625,0.00048828125,0.0
1584256594,5,-0.0009765625,0.00048828125,0.0
1584256657,5,-0.0009765625,0.00048828125,0.0
1584256714,5,-0.0009765625,0.00048828125,0.0
1584256776,5,-0.0009765625,0.00048828125,0.0
1584256834,5,-0.0009765625,0.00048828125,0.0
1584256896,5,-0.0009765625,0.00048828125,0.0
1584257016,5,-0.0009765625,0.00048828125,0.0
1584267995,5,-0.0009765625,1.22802734375,0.0
1584268056,5,-0.0009765625,1.22802734375,0.0
1584268113,5,-0.0009765625,1.22802734375,0.0
1584268175,5,-0.0009765625,1.22802734375,0.0
1584268233,5,-0.0009765625,1.22802734375,0.0
1584268295,5,-0.0009765625,1.22802734375,0.0
1584268358,5,-0.0009765625,1.22802734375,0.0
1584268415,5,-0.0009765625,1.22802734375,0.0
1584268477,5,-0.0009765625,1.22802734375,0.0
1584268535,5,-0.0009765625,1.22802734375,0.0
1584268597,5,-0.0009765625,1.22802734375,0.0
1584268655,5,-0.0009765625,1.22802734375,0.0
1584268717,5,-0.0009765625,1.22802734375,0.0
1584334893,5,-16.0,1.22802734375,0.0
1584334956,5,-16.0,1.22802734375,0.0
1584335013,5,-16.0,1.22802734375,0.0
1584335076,5,-16.0,1.22802734375,0.0
1584335133,5,-16.0,1.22802734375,0.0
1584335196,5,-16.0,1.22802734375,0.0
1584335253,5,-16.0,1.22802734375,0.0
1584335316,5,-16.0,1.22802734375,0.0
1584335373,5,-16.0,1.22802734375,0.0
1584335435,5,-16.0,1.22802734375,0.0
1584335493,5,-16.0,1.22802734375,0.0
1584340717,5,-16.0,1.22802734375,0.0
1584340775,5,-16.0,1.22802734375,0.0
1584340837,5,-16.0,1.22802734375,0.0
1584340894,5,-16.0,1.22802734375,0.0
1584340957,5,-16.0,1.22802734375,0.0
1584341077,5,-16.0,1.22802734375,0.0
1584341134,5,-16.0,1.22802734375,0.0
1584341196,5,-16.0,1.22802734375,0.0
1584341254,5,-16.0,1.22802734375,0.0
1584341316,5,-16.0,1.22802734375,0.0
1584341374,5,-16.0,1.22802734375,0.0
1584346654,5,-16.0,5.49951171875,0.0
1584346717,5,-16.0,5.49951171875,0.0
1584346774,5,-16.0,5.49951171875,0.0
1584346836,5,-16.0,5.49951171875,0.0
1584346894,5,-16.0,5.49951171875,0.0
1584346956,5,-16.0,5.49951171875,0.0
1584347014,5,-16.0,5.49951171875,0.0
1584347076,5,-16.0,5.49951171875,0.0
1584347134,5,-16.0,5.49951171875,0.0
1584347196,5,-16.0,5.49951171875,0.0
1584347253,5,-16.0,5.49951171875,0.0
1584347316,5,-16.0,5.49951171875,0.0
1584352536,5,-16.0,5.49951171875,0.0
1584352594,5,-16.0,5.49951171875,0.0
1584352656,5,-0.00048828125,0.0,0.0
1584352714,5,-0.0009765625,0.0,0.0
1584352776,5,-0.0009765625,0.0,0.0
1584352833,5,-0.0009765625,0.0,0.0
1584352896,5,-0.0009765625,0.00048828125,0.0
1584352953,5,-0.0009765625,0.00048828125,0.0
1584353016,5,-0.0009765625,0.00048828125,0.0
1584353073,5,-0.0009765625,0.00048828125,0.0
1584353136,5,-0.0009765625,0.00048828125,0.0
1584358474,5,-1.126953125,0.00048828125,0.0
1584358537,5,-1.126953125,0.00048828125,0.0
1584358594,5,-1.126953125,0.00048828125,0.0
1584358657,5,-1.126953125,0.00048828125,0.0
1584358714,5,-1.126953125,0.00048828125,0.0
1584358777,5,-1.126953125,0.00048828125,0.0
1584358834,5,-1.126953125,0.00048828125,0.0
1584358896,5,-1.126953125,0.00048828125,0.0
1584358954,5,-1.126953125,0.00048828125,0.0
1584359016,5,-1.126953125,0.00048828125,0.0
1584762937,5,-16.0,15.49951171875,0.0
1584762995,5,-16.0,15.49951171875,0.0
1584763057,5,-16.0,15.49951171875,0.0
1584763115,5,-16.0,15.49951171875,0.0
1584763177,5,-16.0,15.49951171875,0.0
1584763239,5,-16.0,15.49951171875,0.0
1584763297,5,-16.0,15.49951171875,0.0
1584763417,5,-16.0,15.49951171875,0.0
1584763537,5,-16.0,15.49951171875,0.0
1584763594,5,-16.0,15.49951171875,0.0
1584763656,5,-16.0,15.49951171875,0.0
1584763719,5,-16.0,15.49951171875,0.0
1584768937,5,-16.0,15.49951171875,0.0
1584768999,5,-16.0,15.49951171875,0.0
1584769057,5,-16.0,15.49951171875,0.0
1584769119,5,-16.0,15.49951171875,0.0
1584769176,5,-16.0,15.49951171875,0.0
1584769296,5,-0.0009765625,0.0,0.0
1584769536,5,-0.0009765625,1.1259765625,0.0
1584769718,5,-0.0009765625,1.1259765625,0.0
1584847425,5,-16.0,1.49951171875,0.0
1584847487,5,-16.0,1.49951171875,0.0
1584847545,5,-16.0,1.49951171875,0.0
1584847607,5,-16.0,1.49951171875,0.0
1584847665,5,-0.00048828125,0.0,0.0
1584847727,5,-0.00048828125,0.0,0.0
1584847785,5,-0.0009765625,0.00048828125,0.0
1584847909,5,-0.0009765625,0.00048828125,0.0
1584847967,5,-0.0009765625,0.00048828125,0.0
1584848024,5,-0.0009765625,0.00048828125,0.0
1584848087,5,-0.0009765625,0.00048828125,0.0
1584848144,5,-0.0009765625,0.00048828125,0.0
1584853365,5,-1.25,1.125,0.0
1584853485,5,-0.00048828125,0.0,0.0
1584853547,5,-0.00048828125,0.0,0.0
1584853605,5,-0.00048828125,0.0,0.0
1584853667,5,-0.0009765625,0.0,0.0
1584853725,5,-0.0009765625,0.0,0.0
1584853787,5,-0.0009765625,0.0,0.0
1584853845,5,-0.0009765625,0.0,0.0
1584853907,5,-0.0009765625,0.0,0.0
1584854027,5,-0.0009765625,0.00048828125,0.0
1584854085,5,-1.25,0.00048828125,-0.00048828125
1584854147,5,-1.25,0.00048828125,0.0
1584854204,5,-1.25,0.00048828125,0.0
1585016329,5,-5.25,15.49951171875,0.0
1585016387,5,-5.25,15.49951171875,0.0
1585016444,5,-5.25,15.49951171875,0.0
1585016507,5,-5.25,15.49951171875,0.0
1585016564,5,-5.25,15.49951171875,0.0
1585016626,5,-5.25,15.49951171875,0.0
1585016684,5,-5.25,15.49951171875,0.0
1585016746,5,-16.0,15.49951171875,-0.0048828125
1585016809,5,-16.0,15.49951171875,0.0
1585016866,5,-16.0,15.49951171875,0.0
1585016924,5,-16.0,15.49951171875,0.0
1585022279,5,-16.0,15.49951171875,0.0
1585022284,5,-16.0,15.49951171875,0.0
1585022308,5,-16.0,15.49951171875,0.0
1585022317,5,-16.0,15.49951171875,0.0
1585022322,5,-16.0,15.49951171875,0.0
1585022370,5,-16.0,15.49951171875,0.0
1585022380,5,-16.0,15.49951171875,0.0
1585022505,5,-16.0,15.49951171875,0.0
1585022625,5,-16.0,15.49951171875,0.0
1585022687,5,-16.0,15.49951171875,0.0
1585022807,5,-16.0,15.49951171875,0.0
1585022869,5,-16.0,15.49951171875,0.0
1585022984,5,-16.0,15.49951171875,0.0
1587416114,5,-16.0,15.99951171875,0.0
1587416177,5,-16.0,15.99951171875,0.0
1587416239,5,-16.0,15.99951171875,0.0
1587416296,5,-16.0,15.99951171875,0.0
1587416359,5,-16.0,15.99951171875,0.0
1587416416,5,-16.0,15.99951171875,0.0
1587416479,5,-16.0,15.99951171875,0.0
1587416536,5,-16.0,15.99951171875,0.0
1587416656,5,-16.0,15.99951171875,0.0
1587759798,5,-16.0,15.99951171875,0.0
1587759861,5,-16.0,15.99951171875,0.0
1587759918,5,-16.0,15.99951171875,0.0
1587759981,5,-16.0,15.99951171875,0.0
1587760038,5,-16.0,15.99951171875,0.0
1587760101,5,-16.0,15.99951171875,0.0
1587760158,5,-16.0,15.99951171875,0.0
1587760220,5,-16.0,15.99951171875,0.0
1587760278,5,-16.0,15.99951171875,0.0
1587760340,5,-16.0,15.99951171875,0.0
1588266533,5,-16.0,15.99951171875,0.0
1588266590,5,-16.0,15.99951171875,0.0
1588266653,5,-16.0,15.99951171875,0.0
1588266710,5,-16.0,15.99951171875,0.0
1588266772,5,-16.0,15.99951171875,0.0
1588266830,5,-16.0,15.99951171875,0.0
1588266892,5,-16.0,15.99951171875,0.0
1588266950,5,-16.0,15.99951171875,0.0
1588267012,5,-16.0,15.99951171875,0.0
1588267070,5,-16.0,15.99951171875,0.0
1588267132,5,-16.0,15.99951171875,0.0
