time,Omega_Y
1587759798,-0.038179077208042145
1587759856,-0.03672827407717705
1587759918,-0.03810271993279457
1587759981,-0.037110064178705215
1587760033,-0.03649919852614403
1587760101,-0.03703370690345764
1587760158,-0.03878994286060333
1587760216,-0.038637224584817886
1587760273,-0.03420845419168472
1587760336,-0.02871066704392433
