time,Panel_1_Power_Avg,Panel_2_Power_Avg,Panel_3_Power_Avg
1580536902,2.9168701171875,1.19110107421875,1.2158203125
1580536966,0.1007080078125,0.9375,2.50946044921875
1580537030,1.87042236328125,2.39776611328125,2.00408935546875
1580537094,2.7264404296875,0.677490234375,0.92926025390625
1580537158,2.01416015625,1.3128662109375,2.083740234375
1580537222,2.05902099609375,2.05078125,1.86676025390625
1580537286,2.17071533203125,2.1533203125,2.05810546875
1580537350,2.49664306640625,1.57928466796875,2.22381591796875
1580537414,1.2213134765625,1.197509765625,2.88116455078125
1580537478,2.9388427734375,1.17279052734375,0.7672119140625
1580537542,1.95465087890625,1.69830322265625,3.16314697265625
1580537606,1.864013671875,2.7777099609375,1.3421630859375
1580537670,2.83905029296875,1.81549072265625,1.787109375
1580537734,0.6536865234375,1.42730712890625,2.23388671875
1580537798,1.89422607421875,2.0782470703125,2.31536865234375
1580537862,2.55340576171875,1.483154296875,1.2451171875
1580537926,2.1624755859375,1.59576416015625,1.04278564453125
1580537990,1.70562744140625,1.81732177734375,2.215576171875
1580538054,1.26617431640625,2.54058837890625,2.0050048828125
1580538118,2.99285888671875,1.7816162109375,1.92901611328125
1580538182,1.54266357421875,0.78277587890625,2.2503662109375
1580538246,2.28973388671875,2.88848876953125,2.6129150390625
1580538310,3.248291015625,1.56463623046875,0.81939697265625
1580538374,2.28790283203125,1.59759521484375,2.20550537109375
1580538438,2.04620361328125,1.9683837890625,1.88323974609375
1580538502,1.91253662109375,1.021728515625,1.99310302734375
1580538566,2.0196533203125,0.76446533203125,1.79718017578125
1580538630,1.98944091796875,1.93450927734375,2.303466796875
1580538694,2.8985595703125,1.7999267578125,0.7452392578125
1580538758,2.0233154296875,1.54449462890625,2.149658203125
1580538822,0.60791015625,1.849365234375,2.61383056640625
1580538886,3.0743408203125,2.0782470703125,1.86126708984375
1580538950,1.7230224609375,0.52276611328125,1.9390869140625
1580539014,1.98028564453125,2.20001220703125,2.90496826171875
1580539078,2.60650634765625,2.30255126953125,0.8642578125
1580539142,0.32867431640625,1.73858642578125,1.915283203125
1580539206,0.069580078125,2.1221923828125,2.70355224609375
1580539270,0.07049560546875,2.3309326171875,0.9521484375
1580539654,0.06591796875,1.83197021484375,0.0457763671875
1580539718,0.4779052734375,0.7635498046875,1.97113037109375
1580539782,1.61590576171875,1.38519287109375,2.30621337890625
1580539846,0.05767822265625,1.74774169921875,0.68023681640625
1580539910,0.05401611328125,1.44927978515625,1.06842041015625
1580539974,0.03570556640625,1.60400390625,1.95831298828125
1580540038,0.02655029296875,2.35931396484375,2.2393798828125
1580540102,0.029296875,0.1702880859375,0.0531005859375
1580540166,0.0,0.0,0.0
1580540230,0.0,0.0,0.0
1580540294,0.0,0.0,0.0
1580540486,0.0,0.0,0.0
1580540550,0.0,0.0,0.0
1580540614,0.0,0.0,0.0
1580540678,0.0,0.0,0.0
1580540742,0.0,0.0,0.0
1580540806,0.0,0.0,0.0
1580540870,0.0,0.0,0.0
1580541126,0.0,0.0,0.0
1580541190,0.0,0.0,0.0
1580541254,0.0,0.0,0.0
1580541318,0.0,0.0,0.0
1580541382,0.0,0.0,0.0
1580541446,0.0,0.0,0.0
1580541510,0.0,0.0,0.0
1580541574,0.0,0.0,0.0
1580541638,0.0,0.0,0.0
1580541702,0.0,0.0,0.0
1580541766,0.0,0.0,0.0
1580541830,0.0,0.0,0.0
1580541894,0.0,0.0,0.0
1580542150,0.0,0.0,0.0
1580542214,0.15655517578125,0.0,0.0
1580542598,2.28790283203125,1.83929443359375,2.1405029296875
1580542662,1.153564453125,2.21466064453125,2.8106689453125
1580542726,2.0159912109375,1.995849609375,2.548828125
1580542790,2.391357421875,1.09405517578125,2.28973388671875
1580542854,2.56622314453125,1.47308349609375,2.18353271484375
1580542918,2.647705078125,2.384033203125,1.59942626953125
1580542982,2.8857421875,2.4591064453125,2.17071533203125
1580543046,2.55615234375,2.19268798828125,2.5653076171875
1580543302,2.68157958984375,2.54608154296875,1.5087890625
1580543366,2.49114990234375,2.2540283203125,2.38311767578125
1580543430,1.490478515625,2.13592529296875,2.442626953125
1580543494,1.52984619140625,1.8658447265625,2.68341064453125
1580543558,2.70263671875,1.56463623046875,2.2467041015625
1580543622,2.44903564453125,1.6571044921875,1.2322998046875
1580543686,2.325439453125,2.14874267578125,2.23114013671875
1580543750,2.3291015625,2.54791259765625,2.20001220703125
1580543814,1.87225341796875,2.19085693359375,2.49664306640625
1580543878,1.314697265625,1.787109375,2.48382568359375
1580543942,2.58453369140625,2.1075439453125,1.051025390625
1580544006,3.1365966796875,1.9171142578125,2.05718994140625
1580544070,0.2874755859375,2.340087890625,1.26434326171875
1580544134,0.0732421875,2.413330078125,2.04986572265625
1580544198,0.069580078125,2.00408935546875,1.944580078125
1580544262,0.06866455078125,1.248779296875,0.9503173828125
1580544326,0.721435546875,1.76239013671875,1.37054443359375
1580544390,2.57537841796875,1.798095703125,0.77362060546875
1580546694,0.0,0.0,0.0
1580546758,0.0,0.0,0.0
1580546822,0.0,0.0,0.0
1580546886,0.0,0.0,0.0
1580546950,0.0,0.0,0.0
1580547014,0.0,0.0,0.0
1580547078,0.0,0.0,0.0
1580547142,0.0,0.0,0.0
1580547206,0.0,0.0,0.0
1580547270,0.0,0.0,0.0
1580547462,0.0,0.0,0.0
1580547526,0.0,0.0,0.0
1580547590,0.0,0.0,0.0
1580547654,0.0,0.0,0.0
1580547718,0.0,0.0,0.0
1580547782,0.0,0.0,0.0
1580547846,0.69854736328125,0.68115234375,0.02288818359375
1580547910,2.06085205078125,1.74224853515625,1.8328857421875
1580547974,1.6058349609375,0.71319580078125,1.878662109375
1580548038,2.0068359375,1.89605712890625,1.61956787109375
1580548102,2.4810791015625,1.76788330078125,1.18194580078125
1580548166,1.9464111328125,1.48040771484375,2.0343017578125
1580548230,0.0823974609375,1.4556884765625,3.021240234375
1580548294,2.59368896484375,2.48382568359375,1.74041748046875
1580548358,2.27325439453125,0.3515625,1.1224365234375
1580548422,1.9390869140625,1.7340087890625,2.8948974609375
1580548486,2.197265625,2.6092529296875,1.53076171875
1580548550,2.62847900390625,2.11669921875,1.97113037109375
1580548614,1.15997314453125,1.74774169921875,2.2540283203125
1580548678,1.63421630859375,1.53076171875,2.76580810546875
1580548742,2.46917724609375,2.29888916015625,2.03521728515625
1580548806,3.00384521484375,1.93084716796875,0.82855224609375
1580548870,2.18994140625,1.9427490234375,2.874755859375
1580549062,1.9464111328125,2.45361328125,2.669677734375
1580549126,2.574462890625,2.09747314453125,0.699462890625
1580549190,2.43621826171875,1.84661865234375,2.1661376953125
1580549254,1.61407470703125,1.93634033203125,2.6385498046875
1580549318,1.611328125,2.2320556640625,2.51861572265625
1580549382,2.7227783203125,1.842041015625,2.06817626953125
1580549446,2.5927734375,1.36505126953125,1.95465087890625
1580549510,2.27783203125,2.3309326171875,2.63946533203125
1580549574,2.29705810546875,2.35748291015625,1.8896484375
1580549638,2.6568603515625,1.9097900390625,2.2998046875
1580549702,1.0308837890625,1.5472412109375,3.06976318359375
1580549766,2.59552001953125,2.7520751953125,2.32635498046875
