time,Omega_Max
1587759798,0.050251151865450795
1587759861,0.0487620204287245
1587759923,0.04237960086606619
1587759981,0.0405413614892565
1587760038,0.042832841881074835
1587760101,0.04447487168761859
1587760158,0.04530954050750918
1587760220,0.04862198098539992
1587760278,0.050638411688155784
1587760340,0.049380233799387344
