time,Status,Control,Last_Charge_Time
1583907057,0x0,0x0,0.0
1583907115,0x0,0x0,0.0
1583907172,0x0,0x0,0.0
1583907244,0x0,0x0,0.0
1583907302,0x0,0x0,0.0
1583907359,0x0,0x0,0.0
1583907417,0x0,0x0,0.0
1583907474,0x0,0x0,0.0
1583910538,0x0,0x0,0.0
1583910595,0x0,0x0,0.0
1583910653,0x0,0x0,0.0
1583910725,0x0,0x0,0.0
1583910782,0x0,0x0,0.0
1583910840,0x0,0x0,0.0
1583910955,0x0,0x0,0.0
1583911012,0x0,0x0,0.0
1583912465,0x0,0x0,0.0
1583912522,0x0,0x0,0.0
1583912580,0x0,0x0,0.0
1583912637,0x0,0x0,0.0
1583912695,0x0,0x0,0.0
1583912752,0x0,0x0,0.0
1583912824,0x0,0x0,0.0
1583912882,0x0,0x0,0.0
1583912939,0x0,0x0,0.0
1583912997,0x0,0x0,0.0
1583913054,0x0,0x0,0.0
1583913241,0x0,0x0,0.0
1583913356,0x0,0x0,0.0
1583916362,0x0,0x0,0.0
1583916419,0x0,0x0,0.0
1583916477,0x0,0x0,0.0
1583916534,0x0,0x0,0.0
1583916592,0x0,0x0,0.0
1583916664,0x0,0x0,0.0
1583916721,0x0,0x0,0.0
1583916779,0x0,0x0,0.0
1583916836,0x0,0x0,0.0
1583916894,0x0,0x0,0.0
1583918404,0x0,0x0,0.0
1583918461,0x0,0x0,0.0
1583918519,0x0,0x0,0.0
1583918576,0x0,0x0,0.0
1583918634,0x0,0x0,0.0
1583918706,0x0,0x0,0.0
1583918763,0x0,0x0,0.0
1583918821,0x0,0x0,0.0
1583918878,0x0,0x0,0.0
1583918936,0x0,0x0,0.0
1583918993,0x0,0x0,0.0
1583919065,0x0,0x0,0.0
1583919123,0x0,0x0,0.0
1583919180,0x0,0x0,0.0
1583919353,0x0,0x0,0.0
1583919425,0x0,0x0,0.0
1583922545,0x0,0x0,0.0
1583922603,0x0,0x0,0.0
1583924214,0x0,0x0,0.0
1583924285,0x0,0x0,0.0
1583924343,0x0,0x0,0.0
1583924401,0x0,0x0,0.0
1583924458,0x0,0x0,0.0
1583924516,0x0,0x0,0.0
1583924573,0x0,0x0,0.0
1583924645,0x0,0x0,0.0
1583924703,0x0,0x0,0.0
1583924760,0x0,0x0,0.0
1583924818,0x0,0x0,0.0
1583924875,0x0,0x0,0.0
1583924933,0x0,0x0,0.0
1583925005,0x0,0x0,0.0
1583925062,0x0,0x0,0.0
1583925120,0x0,0x0,0.0
1583925177,0x0,0x0,0.0
1583925235,0x0,0x0,0.0
1583925292,0x0,0x0,0.0
1583929204,0x0,0x0,0.0
1583929261,0x0,0x0,0.0
1583929319,0x0,0x0,0.0
1583929376,0x0,0x0,0.0
1583929434,0x0,0x0,0.0
1583929506,0x0,0x0,0.0
1583929563,0x0,0x0,0.0
1583930153,0x0,0x0,0.0
1583930225,0x0,0x0,0.0
1583930282,0x0,0x0,0.0
1583930397,0x0,0x0,0.0
1583930455,0x0,0x0,0.0
1583930512,0x0,0x0,0.0
1583930584,0x0,0x0,0.0
1583930642,0x0,0x0,0.0
1583930699,0x0,0x0,0.0
1583930757,0x0,0x0,0.0
1583930814,0x0,0x0,0.0
1583930872,0x0,0x0,0.0
1583930944,0x0,0x0,0.0
1583931001,0x0,0x0,0.0
1583931059,0x0,0x0,0.0
1583931116,0x0,0x0,0.0
1583935014,0x0,0x0,0.0
1583935085,0x0,0x0,0.0
1583935143,0x0,0x0,0.0
1583935200,0x0,0x0,0.0
1583935258,0x0,0x0,0.0
1583935316,0x0,0x0,0.0
1583935373,0x0,0x0,0.0
1583935445,0x0,0x0,0.0
1583935977,0x0,0x0,0.0
1583936222,0x0,0x0,0.0
1583936279,0x0,0x0,0.0
1583936337,0x0,0x0,0.0
1583936394,0x0,0x0,0.0
1583936452,0x0,0x0,0.0
1583936581,0x0,0x0,0.0
1583936639,0x0,0x0,0.0
1583941025,0x0,0x0,0.0
1583941082,0x0,0x0,0.0
1583941140,0x0,0x0,0.0
1583941197,0x0,0x0,0.0
1583957821,0x0,0x0,0.0
1583958655,0x0,0x0,0.0
1583958713,0x0,0x0,0.0
1583963156,0x0,0x0,0.0
1583963574,0x0,0x0,0.0
1583964537,0x0,0x0,0.0
1583964595,0x0,0x0,0.0
1583964652,0x0,0x0,0.0
1583964724,0x0,0x0,0.0
1583967658,0x0,0x0,0.0
1583967715,0x0,0x0,0.0
1583968981,0x0,0x0,0.0
1583969038,0x0,0x0,0.0
1583969096,0x0,0x0,0.0
1583969153,0x0,0x0,0.0
1583969283,0x0,0x0,0.0
1583969340,0x0,0x0,0.0
1583969398,0x0,0x0,0.0
1583969513,0x0,0x0,0.0
1583970721,0x0,0x0,0.0
1583971612,0x0,0x0,0.0
1583971914,0x0,0x0,0.0
1583974920,0x0,0x0,0.0
1583974978,0x0,0x0,0.0
1583975035,0x0,0x0,0.0
1583975093,0x0,0x0,0.0
1583975165,0x0,0x0,0.0
1583975222,0x0,0x0,0.0
1583975280,0x0,0x0,0.0
1583975395,0x0,0x0,0.0
1583977379,0x0,0x0,0.0
1583977681,0x0,0x0,0.0
1583979781,0x0,0x0,0.0
1583979896,0x0,0x0,0.0
1583979953,0x0,0x0,0.0
1583980025,0x0,0x0,0.0
1583980083,0x0,0x0,0.0
1583980744,0x0,0x0,0.0
1583980802,0x0,0x0,0.0
1583980859,0x0,0x0,0.0
1583980974,0x0,0x0,0.0
1583981032,0x0,0x0,0.0
1583985476,0x0,0x0,0.0
1583985533,0x0,0x0,0.0
1583985605,0x0,0x0,0.0
1583985662,0x0,0x0,0.0
1583985720,0x0,0x0,0.0
1583985778,0x0,0x0,0.0
1583985835,0x0,0x0,0.0
1583985893,0x0,0x0,0.0
1583985964,0x0,0x0,0.0
1583986684,0x0,0x0,0.0
1583986856,0x0,0x0,0.0
1583986914,0x0,0x0,0.0
1583991185,0x0,0x0,0.0
1583991242,0x0,0x0,0.0
1583991300,0x0,0x0,0.0
1583991357,0x0,0x0,0.0
1583991415,0x0,0x0,0.0
1583991472,0x0,0x0,0.0
1583991544,0x0,0x0,0.0
1583991602,0x0,0x0,0.0
1583991659,0x0,0x0,0.0
1583991717,0x0,0x0,0.0
1583991774,0x0,0x0,0.0
1583991832,0x0,0x0,0.0
1583991961,0x0,0x0,0.0
1583995024,0x0,0x0,0.0
1583995082,0x0,0x0,0.0
1583995139,0x0,0x0,0.0
1583995197,0x0,0x0,0.0
1583995254,0x0,0x0,0.0
1583995312,0x0,0x0,0.0
1583995441,0x0,0x0,0.0
1583996879,0x0,0x0,0.0
1583996937,0x0,0x0,0.0
1583997056,0x0,0x0,0.0
1583997114,0x0,0x0,0.0
1583997176,0x0,0x0,0.0
1583997233,0x0,0x0,0.0
1583997296,0x0,0x0,0.0
1583997353,0x0,0x0,0.0
1583997416,0x0,0x0,0.0
1583997473,0x0,0x0,0.0
1583997536,0x0,0x0,0.0
1583997593,0x0,0x0,0.0
1583997655,0x0,0x0,0.0
1583997713,0x0,0x0,0.0
1583997906,0x0,0x0,0.0
1583997963,0x0,0x0,0.0
1584000897,0x0,0x0,0.0
1584000954,0x0,0x0,0.0
1584001012,0x0,0x0,0.0
1584001084,0x0,0x0,0.0
1584001141,0x0,0x0,0.0
1584001199,0x0,0x0,0.0
1584001256,0x0,0x0,0.0
1584001314,0x0,0x0,0.0
1584002824,0x0,0x0,0.0
1584002993,0x0,0x0,0.0
1584003055,0x0,0x0,0.0
1584003113,0x0,0x0,0.0
1584003175,0x0,0x0,0.0
1584003233,0x0,0x0,0.0
1584003295,0x0,0x0,0.0
1584003352,0x0,0x0,0.0
1584003415,0x0,0x0,0.0
1584003472,0x0,0x0,0.0
1584003535,0x0,0x0,0.0
1584003592,0x0,0x0,0.0
1584003655,0x0,0x0,0.0
1584003713,0x0,0x0,0.0
1584003780,0x0,0x0,0.0
1584003838,0x0,0x0,0.0
1584003895,0x0,0x0,0.0
1584006714,0x0,0x0,0.0
1584006843,0x0,0x0,0.0
1584006901,0x0,0x0,0.0
1584006958,0x0,0x0,0.0
1584007016,0x0,0x0,0.0
1584007073,0x0,0x0,0.0
1584007145,0x0,0x0,0.0
1584007203,0x0,0x0,0.0
1584008641,0x0,0x0,0.0
1584008698,0x0,0x0,0.0
1584008756,0x0,0x0,0.0
1584008813,0x0,0x0,0.0
1584008885,0x0,0x0,0.0
1584008943,0x0,0x0,0.0
1584009000,0x0,0x0,0.0
1584009058,0x0,0x0,0.0
1584009115,0x0,0x0,0.0
1584009173,0x0,0x0,0.0
1584009245,0x0,0x0,0.0
1584009302,0x0,0x0,0.0
1584009360,0x0,0x0,0.0
1584009417,0x0,0x0,0.0
1584009475,0x0,0x0,0.0
1584009532,0x0,0x0,0.0
1584009604,0x0,0x0,0.0
1584009662,0x0,0x0,0.0
1584009719,0x0,0x0,0.0
1584009777,0x0,0x0,0.0
1584014580,0x0,0x0,0.0
1584014637,0x0,0x0,0.0
1584014695,0x0,0x0,0.0
1584014753,0x0,0x0,0.0
1584014824,0x0,0x0,0.0
1584014882,0x0,0x0,0.0
1584014939,0x0,0x0,0.0
1584014997,0x0,0x0,0.0
1584015055,0x0,0x0,0.0
1584015112,0x0,0x0,0.0
1584015184,0x0,0x0,0.0
1584015241,0x0,0x0,0.0
1584015299,0x0,0x0,0.0
1584015357,0x0,0x0,0.0
1584015414,0x0,0x0,0.0
1584015472,0x0,0x0,0.0
1584015543,0x0,0x0,0.0
1584015601,0x0,0x0,0.0
1584019254,0x0,0x0,0.0
1584019326,0x0,0x0,0.0
1584019383,0x0,0x0,0.0
1584019441,0x0,0x0,0.0
1584019498,0x0,0x0,0.0
1584019556,0x0,0x0,0.0
1584019613,0x0,0x0,0.0
1584019685,0x0,0x0,0.0
1584019858,0x0,0x0,0.0
1584019915,0x0,0x0,0.0
1584020462,0x0,0x0,0.0
1584020519,0x0,0x0,0.0
1584020577,0x0,0x0,0.0
1584020634,0x0,0x0,0.0
1584020692,0x0,0x0,0.0
1584020764,0x0,0x0,0.0
1584020821,0x0,0x0,0.0
1584020879,0x0,0x0,0.0
1584020936,0x0,0x0,0.0
1584020994,0x0,0x0,0.0
1584021066,0x0,0x0,0.0
1584021123,0x0,0x0,0.0
1584025380,0x0,0x0,0.0
1584025437,0x0,0x0,0.0
1584025552,0x0,0x0,0.0
1584025624,0x0,0x0,0.0
1584025682,0x0,0x0,0.0
1584026458,0x0,0x0,0.0
1584026516,0x0,0x0,0.0
1584041875,0x0,0x0,0.0
1584046605,0x0,0x0,0.0
1584046663,0x0,0x0,0.0
1584047914,0x0,0x0,0.0
1584048043,0x0,0x0,0.0
1584048101,0x0,0x0,0.0
1584048158,0x0,0x0,0.0
1584048216,0x0,0x0,0.0
1584048274,0x0,0x0,0.0
1584049065,0x0,0x0,0.0
1584052243,0x0,0x0,0.0
1584053623,0x0,0x0,0.0
1584053681,0x0,0x0,0.0
1584053738,0x0,0x0,0.0
1584053796,0x0,0x0,0.0
1584053853,0x0,0x0,0.0
1584053925,0x0,0x0,0.0
1584053983,0x0,0x0,0.0
1584054040,0x0,0x0,0.0
1584054098,0x0,0x0,0.0
1584054155,0x0,0x0,0.0
1584059433,0x0,0x0,0.0
1584059505,0x0,0x0,0.0
1584059562,0x0,0x0,0.0
1584059620,0x0,0x0,0.0
1584059677,0x0,0x0,0.0
1584059735,0x0,0x0,0.0
1584059807,0x0,0x0,0.0
1584059864,0x0,0x0,0.0
1584059922,0x0,0x0,0.0
1584059979,0x0,0x0,0.0
1584065142,0x0,0x0,0.0
1584065200,0x0,0x0,0.0
1584065257,0x0,0x0,0.0
1584065315,0x0,0x0,0.0
1584065387,0x0,0x0,0.0
1584065444,0x0,0x0,0.0
1584065502,0x0,0x0,0.0
1584070118,0x0,0x0,0.0
1584070175,0x0,0x0,0.0
1584070233,0x0,0x0,0.0
1584070305,0x0,0x0,0.0
1584070362,0x0,0x0,0.0
1584070420,0x0,0x0,0.0
1584070477,0x0,0x0,0.0
1584070535,0x0,0x0,0.0
1584070664,0x0,0x0,0.0
1584071326,0x0,0x0,0.0
1584075755,0x0,0x0,0.0
1584075813,0x0,0x0,0.0
1584075885,0x0,0x0,0.0
1584075942,0x0,0x0,0.0
1584076000,0x0,0x0,0.0
1584076057,0x0,0x0,0.0
1584076115,0x0,0x0,0.0
1584076187,0x0,0x0,0.0
1584076244,0x0,0x0,0.0
1584076302,0x0,0x0,0.0
1584076359,0x0,0x0,0.0
1584076417,0x0,0x0,0.0
1584079537,0x0,0x0,0.0
1584079595,0x0,0x0,0.0
1584079667,0x0,0x0,0.0
1584079724,0x0,0x0,0.0
1584079782,0x0,0x0,0.0
1584079839,0x0,0x0,0.0
1584080026,0x0,0x0,0.0
1584081579,0x0,0x0,0.0
1584081637,0x0,0x0,0.0
1584081694,0x0,0x0,0.0
1584081766,0x0,0x0,0.0
1584081824,0x0,0x0,0.0
1584081881,0x0,0x0,0.0
1584081939,0x0,0x0,0.0
1584081996,0x0,0x0,0.0
1584082054,0x0,0x0,0.0
1584082126,0x0,0x0,0.0
1584082183,0x0,0x0,0.0
1584082241,0x0,0x0,0.0
1584082356,0x0,0x0,0.0
1584082414,0x0,0x0,0.0
1584085477,0x0,0x0,0.0
1584085534,0x0,0x0,0.0
1584085606,0x0,0x0,0.0
1584085664,0x0,0x0,0.0
1584085721,0x0,0x0,0.0
1584085779,0x0,0x0,0.0
1584087346,0x0,0x0,0.0
1584087404,0x0,0x0,0.0
1584087514,0x0,0x0,0.0
1584087576,0x0,0x0,0.0
1584087634,0x0,0x0,0.0
1584087696,0x0,0x0,0.0
1584087754,0x0,0x0,0.0
1584087816,0x0,0x0,0.0
1584087874,0x0,0x0,0.0
1584087936,0x0,0x0,0.0
1584087994,0x0,0x0,0.0
1584088056,0x0,0x0,0.0
1584088113,0x0,0x0,0.0
1584088176,0x0,0x0,0.0
1584088233,0x0,0x0,0.0
1584088301,0x0,0x0,0.0
1584088359,0x0,0x0,0.0
1584093220,0x0,0x0,0.0
1584093277,0x0,0x0,0.0
1584099516,0x0,0x0,0.0
1584099573,0x0,0x0,0.0
1584099636,0x0,0x0,0.0
1584099693,0x0,0x0,0.0
1584099755,0x0,0x0,0.0
1584099813,0x0,0x0,0.0
1584099875,0x0,0x0,0.0
1584099933,0x0,0x0,0.0
1584099995,0x0,0x0,0.0
1584100058,0x0,0x0,0.0
1584100116,0x0,0x0,0.0
1584100174,0x0,0x0,0.0
1584103898,0x0,0x0,0.0
1584103956,0x0,0x0,0.0
1584104013,0x0,0x0,0.0
1584104085,0x0,0x0,0.0
1584104143,0x0,0x0,0.0
1584104200,0x0,0x0,0.0
1584104258,0x0,0x0,0.0
1584104315,0x0,0x0,0.0
1584104373,0x0,0x0,0.0
1584104445,0x0,0x0,0.0
1584105034,0x0,0x0,0.0
1584105097,0x0,0x0,0.0
1584105154,0x0,0x0,0.0
1584105216,0x0,0x0,0.0
1584105274,0x0,0x0,0.0
1584105336,0x0,0x0,0.0
1584105394,0x0,0x0,0.0
1584105456,0x0,0x0,0.0
1584105514,0x0,0x0,0.0
1584105576,0x0,0x0,0.0
1584105634,0x0,0x0,0.0
1584109834,0x0,0x0,0.0
1584109906,0x0,0x0,0.0
1584109963,0x0,0x0,0.0
1584110078,0x0,0x0,0.0
1584110136,0x0,0x0,0.0
1584110193,0x0,0x0,0.0
1584110265,0x0,0x0,0.0
1584130844,0x0,0x0,0.0
1584130902,0x0,0x0,0.0
1584132153,0x0,0x0,0.0
1584132340,0x0,0x0,0.0
1584132397,0x0,0x0,0.0
1584132584,0x0,0x0,0.0
1584133720,0x0,0x0,0.0
1584133835,0x0,0x0,0.0
1584136654,0x0,0x0,0.0
1584138106,0x0,0x0,0.0
1584138164,0x0,0x0,0.0
1584138221,0x0,0x0,0.0
1584138279,0x0,0x0,0.0
1584138466,0x0,0x0,0.0
1584138523,0x0,0x0,0.0
1584140321,0x0,0x0,0.0
1584140379,0x0,0x0,0.0
1584140436,0x0,0x0,0.0
1584140494,0x0,0x0,0.0
1584140566,0x0,0x0,0.0
1584140623,0x0,0x0,0.0
1584140681,0x0,0x0,0.0
1584143859,0x0,0x0,0.0
1584143916,0x0,0x0,0.0
1584143974,0x0,0x0,0.0
1584144046,0x0,0x0,0.0
1584144103,0x0,0x0,0.0
1584144161,0x0,0x0,0.0
1584144276,0x0,0x0,0.0
1584144333,0x0,0x0,0.0
1584144405,0x0,0x0,0.0
1584144463,0x0,0x0,0.0
1584146203,0x0,0x0,0.0
1584146260,0x0,0x0,0.0
1584146318,0x0,0x0,0.0
1584146562,0x0,0x0,0.0
1584146620,0x0,0x0,0.0
1584148777,0x0,0x0,0.0
1584148835,0x0,0x0,0.0
1584149683,0x0,0x0,0.0
1584149741,0x0,0x0,0.0
1584149798,0x0,0x0,0.0
1584149856,0x0,0x0,0.0
1584151955,0x0,0x0,0.0
1584152013,0x0,0x0,0.0
1584152142,0x0,0x0,0.0
1584152200,0x0,0x0,0.0
1584152315,0x0,0x0,0.0
1584152444,0x0,0x0,0.0
1584154544,0x0,0x0,0.0
1584154601,0x0,0x0,0.0
1584154659,0x0,0x0,0.0
1584154716,0x0,0x0,0.0
1584154774,0x0,0x0,0.0
1584154846,0x0,0x0,0.0
1584154903,0x0,0x0,0.0
1584154961,0x0,0x0,0.0
1584155018,0x0,0x0,0.0
1584155680,0x0,0x0,0.0
1584158254,0x0,0x0,0.0
1584160296,0x0,0x0,0.0
1584160354,0x0,0x0,0.0
1584160425,0x0,0x0,0.0
1584160483,0x0,0x0,0.0
1584160541,0x0,0x0,0.0
1584160598,0x0,0x0,0.0
1584160656,0x0,0x0,0.0
1584160713,0x0,0x0,0.0
1584160785,0x0,0x0,0.0
1584160843,0x0,0x0,0.0
1584160900,0x0,0x0,0.0
1584161015,0x0,0x0,0.0
1584161375,0x0,0x0,0.0
1584163963,0x0,0x0,0.0
1584164021,0x0,0x0,0.0
1584164078,0x0,0x0,0.0
1584164136,0x0,0x0,0.0
1584164323,0x0,0x0,0.0
1584165876,0x0,0x0,0.0
1584165933,0x0,0x0,0.0
1584165996,0x0,0x0,0.0
1584166053,0x0,0x0,0.0
1584166115,0x0,0x0,0.0
1584166173,0x0,0x0,0.0
1584166235,0x0,0x0,0.0
1584166293,0x0,0x0,0.0
1584166355,0x0,0x0,0.0
1584166413,0x0,0x0,0.0
1584166475,0x0,0x0,0.0
1584166600,0x0,0x0,0.0
1584166658,0x0,0x0,0.0
1584166715,0x0,0x0,0.0
1584166773,0x0,0x0,0.0
1584166845,0x0,0x0,0.0
1584166902,0x0,0x0,0.0
1584166960,0x0,0x0,0.0
1584169894,0x0,0x0,0.0
1584169965,0x0,0x0,0.0
1584170023,0x0,0x0,0.0
1584170081,0x0,0x0,0.0
1584170138,0x0,0x0,0.0
1584170196,0x0,0x0,0.0
1584170253,0x0,0x0,0.0
1584171346,0x0,0x0,0.0
1584171404,0x0,0x0,0.0
1584171461,0x0,0x0,0.0
1584171763,0x0,0x0,0.0
1584171821,0x0,0x0,0.0
1584171878,0x0,0x0,0.0
1584171937,0x0,0x0,0.0
1584171994,0x0,0x0,0.0
1584172056,0x0,0x0,0.0
1584172114,0x0,0x0,0.0
1584172176,0x0,0x0,0.0
1584172234,0x0,0x0,0.0
1584172296,0x0,0x0,0.0
1584172354,0x0,0x0,0.0
1584172416,0x0,0x0,0.0
1584172474,0x0,0x0,0.0
1584172536,0x0,0x0,0.0
1584172593,0x0,0x0,0.0
1584172713,0x0,0x0,0.0
1584172777,0x0,0x0,0.0
1584172834,0x0,0x0,0.0
1584175725,0x0,0x0,0.0
1584175782,0x0,0x0,0.0
1584175840,0x0,0x0,0.0
1584175897,0x0,0x0,0.0
1584175955,0x0,0x0,0.0
1584176027,0x0,0x0,0.0
1584177756,0x0,0x0,0.0
1584177813,0x0,0x0,0.0
1584177875,0x0,0x0,0.0
1584177933,0x0,0x0,0.0
1584177995,0x0,0x0,0.0
1584178053,0x0,0x0,0.0
1584178115,0x0,0x0,0.0
1584178177,0x0,0x0,0.0
1584178235,0x0,0x0,0.0
1584178297,0x0,0x0,0.0
1584178355,0x0,0x0,0.0
1584178417,0x0,0x0,0.0
1584178475,0x0,0x0,0.0
1584178596,0x0,0x0,0.0
1584178653,0x0,0x0,0.0
1584178725,0x0,0x0,0.0
1584182795,0x0,0x0,0.0
1584183586,0x0,0x0,0.0
1584183637,0x0,0x0,0.0
1584183695,0x0,0x0,0.0
1584183753,0x0,0x0,0.0
1584183815,0x0,0x0,0.0
1584183877,0x0,0x0,0.0
1584183935,0x0,0x0,0.0
1584183997,0x0,0x0,0.0
1584184055,0x0,0x0,0.0
1584184117,0x0,0x0,0.0
1584184175,0x0,0x0,0.0
1584184237,0x0,0x0,0.0
1584184294,0x0,0x0,0.0
1584184357,0x0,0x0,0.0
1584184414,0x0,0x0,0.0
1584184477,0x0,0x0,0.0
1584185321,0x0,0x0,0.0
1584185436,0x0,0x0,0.0
1584185494,0x0,0x0,0.0
1584188025,0x0,0x0,0.0
1584188082,0x0,0x0,0.0
1584188140,0x0,0x0,0.0
1584188197,0x0,0x0,0.0
1584188255,0x0,0x0,0.0
1584188327,0x0,0x0,0.0
1584188384,0x0,0x0,0.0
1584188442,0x0,0x0,0.0
1584188499,0x0,0x0,0.0
1584188557,0x0,0x0,0.0
1584188615,0x0,0x0,0.0
1584188686,0x0,0x0,0.0
1584188744,0x0,0x0,0.0
1584188801,0x0,0x0,0.0
1584188859,0x0,0x0,0.0
1584189463,0x0,0x0,0.0
1584189521,0x0,0x0,0.0
1584189578,0x0,0x0,0.0
1584189636,0x0,0x0,0.0
1584189693,0x0,0x0,0.0
1584189765,0x0,0x0,0.0
1584189823,0x0,0x0,0.0
1584189880,0x0,0x0,0.0
1584189938,0x0,0x0,0.0
1584189995,0x0,0x0,0.0
1584190053,0x0,0x0,0.0
1584190182,0x0,0x0,0.0
1584194266,0x0,0x0,0.0
1584194324,0x0,0x0,0.0
1584194381,0x0,0x0,0.0
1584194439,0x0,0x0,0.0
1584194554,0x0,0x0,0.0
1584194626,0x0,0x0,0.0
1584194683,0x0,0x0,0.0
1584195460,0x0,0x0,0.0
1584195575,0x0,0x0,0.0
1584195647,0x0,0x0,0.0
1584200320,0x0,0x0,0.0
1584200378,0x0,0x0,0.0
1584200565,0x0,0x0,0.0
1584216700,0x0,0x0,0.0
1584216815,0x0,0x0,0.0
1584216944,0x0,0x0,0.0
1584218196,0x0,0x0,0.0
1584218253,0x0,0x0,0.0
1584222337,0x0,0x0,0.0
1584222467,0x0,0x0,0.0
1584222524,0x0,0x0,0.0
1584222754,0x0,0x0,0.0
1584222826,0x0,0x0,0.0
1584224796,0x0,0x0,0.0
1584224854,0x0,0x0,0.0
1584225041,0x0,0x0,0.0
1584228276,0x0,0x0,0.0
1584228334,0x0,0x0,0.0
1584228406,0x0,0x0,0.0
1584228463,0x0,0x0,0.0
1584228521,0x0,0x0,0.0
1584228578,0x0,0x0,0.0
1584228636,0x0,0x0,0.0
1584230621,0x0,0x0,0.0
1584230678,0x0,0x0,0.0
1584230793,0x0,0x0,0.0
1584230923,0x0,0x0,0.0
1584230980,0x0,0x0,0.0
1584231038,0x0,0x0,0.0
1584231095,0x0,0x0,0.0
1584233195,0x0,0x0,0.0
1584233267,0x0,0x0,0.0
1584233324,0x0,0x0,0.0
1584233382,0x0,0x0,0.0
1584233439,0x0,0x0,0.0
1584234101,0x0,0x0,0.0
1584234158,0x0,0x0,0.0
1584234216,0x0,0x0,0.0
1584234273,0x0,0x0,0.0
1584234345,0x0,0x0,0.0
1584236617,0x0,0x0,0.0
1584236675,0x0,0x0,0.0
1584236747,0x0,0x0,0.0
1584236804,0x0,0x0,0.0
1584238904,0x0,0x0,0.0
1584238961,0x0,0x0,0.0
1584239019,0x0,0x0,0.0
1584239077,0x0,0x0,0.0
1584239134,0x0,0x0,0.0
1584239206,0x0,0x0,0.0
1584239263,0x0,0x0,0.0
1584239321,0x0,0x0,0.0
1584239379,0x0,0x0,0.0
1584239436,0x0,0x0,0.0
1584239494,0x0,0x0,0.0
1584239565,0x0,0x0,0.0
1584239623,0x0,0x0,0.0
1584240040,0x0,0x0,0.0
1584240098,0x0,0x0,0.0
1584240155,0x0,0x0,0.0
1584240213,0x0,0x0,0.0
1584240285,0x0,0x0,0.0
1584240457,0x0,0x0,0.0
1584242557,0x0,0x0,0.0
1584242614,0x0,0x0,0.0
1584242744,0x0,0x0,0.0
1584244599,0x0,0x0,0.0
1584244656,0x0,0x0,0.0
1584244714,0x0,0x0,0.0
1584244786,0x0,0x0,0.0
1584244843,0x0,0x0,0.0
1584244901,0x0,0x0,0.0
1584244958,0x0,0x0,0.0
1584245016,0x0,0x0,0.0
1584245073,0x0,0x0,0.0
1584245145,0x0,0x0,0.0
1584245203,0x0,0x0,0.0
1584245318,0x0,0x0,0.0
1584245375,0x0,0x0,0.0
1584245433,0x0,0x0,0.0
1584245979,0x0,0x0,0.0
1584246037,0x0,0x0,0.0
1584246094,0x0,0x0,0.0
1584248381,0x0,0x0,0.0
1584248438,0x0,0x0,0.0
1584248553,0x0,0x0,0.0
1584248625,0x0,0x0,0.0
1584248683,0x0,0x0,0.0
1584248740,0x0,0x0,0.0
1584248798,0x0,0x0,0.0
1584250294,0x0,0x0,0.0
1584250365,0x0,0x0,0.0
1584250416,0x0,0x0,0.0
1584250473,0x0,0x0,0.0
1584250536,0x0,0x0,0.0
1584250593,0x0,0x0,0.0
1584250655,0x0,0x0,0.0
1584250713,0x0,0x0,0.0
1584250775,0x0,0x0,0.0
1584250833,0x0,0x0,0.0
1584250895,0x0,0x0,0.0
1584250953,0x0,0x0,0.0
1584251015,0x0,0x0,0.0
1584251077,0x0,0x0,0.0
1584251135,0x0,0x0,0.0
1584251256,0x0,0x0,0.0
1584251323,0x0,0x0,0.0
1584251380,0x0,0x0,0.0
1584254386,0x0,0x0,0.0
1584254443,0x0,0x0,0.0
1584254501,0x0,0x0,0.0
1584254559,0x0,0x0,0.0
1584254616,0x0,0x0,0.0
1584254674,0x0,0x0,0.0
1584254745,0x0,0x0,0.0
1584256184,0x0,0x0,0.0
1584256299,0x0,0x0,0.0
1584256356,0x0,0x0,0.0
1584256417,0x0,0x0,0.0
1584256474,0x0,0x0,0.0
1584256537,0x0,0x0,0.0
1584256594,0x0,0x0,0.0
1584256657,0x0,0x0,0.0
1584256714,0x0,0x0,0.0
1584256776,0x0,0x0,0.0
1584256834,0x0,0x0,0.0
1584256896,0x0,0x0,0.0
1584257016,0x0,0x0,0.0
1584257262,0x0,0x0,0.0
1584260195,0x0,0x0,0.0
1584260325,0x0,0x0,0.0
1584260382,0x0,0x0,0.0
1584260440,0x0,0x0,0.0
1584260497,0x0,0x0,0.0
1584262122,0x0,0x0,0.0
1584262180,0x0,0x0,0.0
1584262237,0x0,0x0,0.0
1584262295,0x0,0x0,0.0
1584262367,0x0,0x0,0.0
1584262424,0x0,0x0,0.0
1584262482,0x0,0x0,0.0
1584262539,0x0,0x0,0.0
1584262597,0x0,0x0,0.0
1584262654,0x0,0x0,0.0
1584262726,0x0,0x0,0.0
1584262784,0x0,0x0,0.0
1584262841,0x0,0x0,0.0
1584262899,0x0,0x0,0.0
1584262956,0x0,0x0,0.0
1584263086,0x0,0x0,0.0
1584263143,0x0,0x0,0.0
1584263258,0x0,0x0,0.0
1584267995,0x0,0x0,0.0
1584268056,0x0,0x0,0.0
1584268113,0x0,0x0,0.0
1584268175,0x0,0x0,0.0
1584268233,0x0,0x0,0.0
1584268295,0x0,0x0,0.0
1584268353,0x0,0x0,0.0
1584268415,0x0,0x0,0.0
1584268473,0x0,0x0,0.0
1584268535,0x0,0x0,0.0
1584268593,0x0,0x0,0.0
1584268655,0x0,0x0,0.0
