time,Status,Control,Last_Charge_Time
1582849072,0x0,0x0,0.0
1582849144,0x0,0x0,0.0
1582849202,0x0,0x0,0.0
1582849259,0x0,0x0,0.0
1582849317,0x0,0x0,0.0
1582849374,0x0,0x0,0.0
1582849432,0x0,0x0,0.0
1582849504,0x0,0x0,0.0
1582849561,0x0,0x0,0.0
1582852193,0x0,0x0,0.0
1582854954,0x0,0x0,0.0
1582855012,0x0,0x0,0.0
1582855084,0x0,0x0,0.0
1582855141,0x0,0x0,0.0
1582855199,0x0,0x0,0.0
1582855256,0x0,0x0,0.0
1582858017,0x0,0x0,0.0
1582858075,0x0,0x0,0.0
1582858132,0x0,0x0,0.0
1582858204,0x0,0x0,0.0
1582865395,0x0,0x0,0.0
1582865452,0x0,0x0,0.0
1582865524,0x0,0x0,0.0
1582865581,0x0,0x0,0.0
1582865639,0x0,0x0,0.0
1582867796,0x0,0x0,0.0
1582867854,0x0,0x0,0.0
1582867926,0x0,0x0,0.0
1582867983,0x0,0x0,0.0
1582868041,0x0,0x0,0.0
1582871104,0x0,0x0,0.0
1582871219,0x0,0x0,0.0
1582871334,0x0,0x0,0.0
1582871406,0x0,0x0,0.0
1582871463,0x0,0x0,0.0
1582871521,0x0,0x0,0.0
1582873505,0x0,0x0,0.0
1582873563,0x0,0x0,0.0
1582873620,0x0,0x0,0.0
1582873678,0x0,0x0,0.0
1582873735,0x0,0x0,0.0
1582875893,0x0,0x0,0.0
1582876080,0x0,0x0,0.0
1582876137,0x0,0x0,0.0
1582876195,0x0,0x0,0.0
1582876252,0x0,0x0,0.0
1582876324,0x0,0x0,0.0
1582876554,0x0,0x0,0.0
1582876612,0x0,0x0,0.0
1582876986,0x0,0x0,0.0
1582877043,0x0,0x0,0.0
1582877101,0x0,0x0,0.0
1582877158,0x0,0x0,0.0
1582877216,0x0,0x0,0.0
1582877273,0x0,0x0,0.0
1582877345,0x0,0x0,0.0
1582877403,0x0,0x0,0.0
1582877518,0x0,0x0,0.0
1582879445,0x0,0x0,0.0
1582879560,0x0,0x0,0.0
1582879675,0x0,0x0,0.0
1582879732,0x0,0x0,0.0
1582881774,0x0,0x0,0.0
1582881832,0x0,0x0,0.0
1582881904,0x0,0x0,0.0
1582881961,0x0,0x0,0.0
1582882019,0x0,0x0,0.0
1582882076,0x0,0x0,0.0
1582882134,0x0,0x0,0.0
1582882206,0x0,0x0,0.0
1582882321,0x0,0x0,0.0
1582882378,0x0,0x0,0.0
1582882436,0x0,0x0,0.0
1582882853,0x0,0x0,0.0
1582883097,0x0,0x0,0.0
1582883155,0x0,0x0,0.0
1582883212,0x0,0x0,0.0
1582885556,0x0,0x0,0.0
1582885614,0x0,0x0,0.0
1582887598,0x0,0x0,0.0
1582887656,0x0,0x0,0.0
1582887714,0x0,0x0,0.0
1582887785,0x0,0x0,0.0
1582887843,0x0,0x0,0.0
1582887900,0x0,0x0,0.0
1582887958,0x0,0x0,0.0
1582888016,0x0,0x0,0.0
1582888073,0x0,0x0,0.0
1582888145,0x0,0x0,0.0
1582888202,0x0,0x0,0.0
1582888260,0x0,0x0,0.0
1582888318,0x0,0x0,0.0
1582888375,0x0,0x0,0.0
1582888433,0x0,0x0,0.0
1582891381,0x0,0x0,0.0
1582891438,0x0,0x0,0.0
1582891496,0x0,0x0,0.0
1582891553,0x0,0x0,0.0
1582891625,0x0,0x0,0.0
1582891683,0x0,0x0,0.0
1582893236,0x0,0x0,0.0
1582893293,0x0,0x0,0.0
1582893365,0x0,0x0,0.0
1582893423,0x0,0x0,0.0
1582893480,0x0,0x0,0.0
1582893538,0x0,0x0,0.0
1582893595,0x0,0x0,0.0
1582893653,0x0,0x0,0.0
1582893725,0x0,0x0,0.0
1582893782,0x0,0x0,0.0
1582893840,0x0,0x0,0.0
1582893897,0x0,0x0,0.0
1582893955,0x0,0x0,0.0
1582894012,0x0,0x0,0.0
1582894084,0x0,0x0,0.0
1582894142,0x0,0x0,0.0
1582894199,0x0,0x0,0.0
1582894257,0x0,0x0,0.0
1582897435,0x0,0x0,0.0
1582899117,0x0,0x0,0.0
1582899175,0x0,0x0,0.0
1582899232,0x0,0x0,0.0
1582899304,0x0,0x0,0.0
1582899362,0x0,0x0,0.0
1582899419,0x0,0x0,0.0
1582899477,0x0,0x0,0.0
1582899534,0x0,0x0,0.0
1582899592,0x0,0x0,0.0
1582899664,0x0,0x0,0.0
1582899721,0x0,0x0,0.0
1582899779,0x0,0x0,0.0
1582899836,0x0,0x0,0.0
1582899894,0x0,0x0,0.0
1582900023,0x0,0x0,0.0
1582900081,0x0,0x0,0.0
1582900138,0x0,0x0,0.0
1582904999,0x0,0x0,0.0
1582905057,0x0,0x0,0.0
1582905114,0x0,0x0,0.0
1582905172,0x0,0x0,0.0
1582905244,0x0,0x0,0.0
1582905301,0x0,0x0,0.0
1582905359,0x0,0x0,0.0
1582905416,0x0,0x0,0.0
1582905474,0x0,0x0,0.0
1582905546,0x0,0x0,0.0
1582905603,0x0,0x0,0.0
1582905661,0x0,0x0,0.0
1582905718,0x0,0x0,0.0
1582905776,0x0,0x0,0.0
1582905833,0x0,0x0,0.0
1582905905,0x0,0x0,0.0
1582905963,0x0,0x0,0.0
1582906020,0x0,0x0,0.0
1582906078,0x0,0x0,0.0
1582910881,0x0,0x0,0.0
1582910996,0x0,0x0,0.0
1582911053,0x0,0x0,0.0
1582911125,0x0,0x0,0.0
1582911183,0x0,0x0,0.0
1582911240,0x0,0x0,0.0
1582911298,0x0,0x0,0.0
1582911355,0x0,0x0,0.0
1582911413,0x0,0x0,0.0
1582911485,0x0,0x0,0.0
1582911542,0x0,0x0,0.0
1582911600,0x0,0x0,0.0
1582911657,0x0,0x0,0.0
1582911715,0x0,0x0,0.0
1582911772,0x0,0x0,0.0
1582911844,0x0,0x0,0.0
1582916763,0x0,0x0,0.0
1582916820,0x0,0x0,0.0
1582916934,0x0,0x0,0.0
1582916995,0x0,0x0,0.0
1582917053,0x0,0x0,0.0
1582917124,0x0,0x0,0.0
1582917172,0x0,0x0,0.0
1582918624,0x0,0x0,0.0
1582918681,0x0,0x0,0.0
1582918739,0x0,0x0,0.0
1582918796,0x0,0x0,0.0
1582921672,0x0,0x0,0.0
1582921744,0x0,0x0,0.0
1582921802,0x0,0x0,0.0
1582921859,0x0,0x0,0.0
1582921917,0x0,0x0,0.0
1582921974,0x0,0x0,0.0
1582922032,0x0,0x0,0.0
1582927554,0x0,0x0,0.0
1582927626,0x0,0x0,0.0
1582927683,0x0,0x0,0.0
1582927741,0x0,0x0,0.0
1582927798,0x0,0x0,0.0
1582927856,0x0,0x0,0.0
1582927914,0x0,0x0,0.0
1582933565,0x0,0x0,0.0
1582933623,0x0,0x0,0.0
1582933738,0x0,0x0,0.0
1582933795,0x0,0x0,0.0
1582933853,0x0,0x0,0.0
1582933925,0x0,0x0,0.0
1582933982,0x0,0x0,0.0
1582939504,0x0,0x0,0.0
1582939562,0x0,0x0,0.0
1582939619,0x0,0x0,0.0
1582939677,0x0,0x0,0.0
1582939734,0x0,0x0,0.0
1582939792,0x0,0x0,0.0
1582939864,0x0,0x0,0.0
1582949758,0x0,0x0,0.0
1582949815,0x0,0x0,0.0
1582949945,0x0,0x0,0.0
1582950002,0x0,0x0,0.0
1582950060,0x0,0x0,0.0
1582950117,0x0,0x0,0.0
1582952159,0x0,0x0,0.0
1582952217,0x0,0x0,0.0
1582952274,0x0,0x0,0.0
1582952332,0x0,0x0,0.0
1582952404,0x0,0x0,0.0
1582952461,0x0,0x0,0.0
1582952519,0x0,0x0,0.0
1582955524,0x0,0x0,0.0
1582955582,0x0,0x0,0.0
1582955755,0x0,0x0,0.0
1582955812,0x0,0x0,0.0
1582958041,0x0,0x0,0.0
1582958099,0x0,0x0,0.0
1582958156,0x0,0x0,0.0
1582958214,0x0,0x0,0.0
1582958286,0x0,0x0,0.0
1582958343,0x0,0x0,0.0
1582960615,0x0,0x0,0.0
1582960673,0x0,0x0,0.0
1582960745,0x0,0x0,0.0
1582960802,0x0,0x0,0.0
1582960860,0x0,0x0,0.0
1582960917,0x0,0x0,0.0
1582960975,0x0,0x0,0.0
1582961032,0x0,0x0,0.0
1582961104,0x0,0x0,0.0
1582961392,0x0,0x0,0.0
1582961464,0x0,0x0,0.0
1582961521,0x0,0x0,0.0
1582961579,0x0,0x0,0.0
1582961636,0x0,0x0,0.0
1582961694,0x0,0x0,0.0
1582961766,0x0,0x0,0.0
1582961823,0x0,0x0,0.0
1582961938,0x0,0x0,0.0
1582964038,0x0,0x0,0.0
1582964095,0x0,0x0,0.0
1582966195,0x0,0x0,0.0
1582966253,0x0,0x0,0.0
1582966324,0x0,0x0,0.0
1582966382,0x0,0x0,0.0
1582966440,0x0,0x0,0.0
1582966497,0x0,0x0,0.0
1582966555,0x0,0x0,0.0
1582966612,0x0,0x0,0.0
1582966684,0x0,0x0,0.0
1582966742,0x0,0x0,0.0
1582966799,0x0,0x0,0.0
1582966857,0x0,0x0,0.0
1582966914,0x0,0x0,0.0
1582966972,0x0,0x0,0.0
1582967346,0x0,0x0,0.0
1582967403,0x0,0x0,0.0
1582967461,0x0,0x0,0.0
1582967518,0x0,0x0,0.0
1582967576,0x0,0x0,0.0
1582967705,0x0,0x0,0.0
1582969977,0x0,0x0,0.0
1582970035,0x0,0x0,0.0
1582971962,0x0,0x0,0.0
1582972019,0x0,0x0,0.0
1582972077,0x0,0x0,0.0
1582972134,0x0,0x0,0.0
1582972192,0x0,0x0,0.0
1582972264,0x0,0x0,0.0
1582972321,0x0,0x0,0.0
1582972379,0x0,0x0,0.0
1582972436,0x0,0x0,0.0
1582972494,0x0,0x0,0.0
1582972566,0x0,0x0,0.0
1582972623,0x0,0x0,0.0
1582972681,0x0,0x0,0.0
1582972738,0x0,0x0,0.0
1582972796,0x0,0x0,0.0
1582972853,0x0,0x0,0.0
1582975859,0x0,0x0,0.0
1582975916,0x0,0x0,0.0
1582975974,0x0,0x0,0.0
1582976046,0x0,0x0,0.0
1582977656,0x0,0x0,0.0
1582977714,0x0,0x0,0.0
1582977843,0x0,0x0,0.0
1582977958,0x0,0x0,0.0
1582978016,0x0,0x0,0.0
1582978074,0x0,0x0,0.0
1582978145,0x0,0x0,0.0
1582978203,0x0,0x0,0.0
1582978260,0x0,0x0,0.0
1582978318,0x0,0x0,0.0
1582978376,0x0,0x0,0.0
1582978433,0x0,0x0,0.0
1582978505,0x0,0x0,0.0
1582978562,0x0,0x0,0.0
1582978620,0x0,0x0,0.0
1582978678,0x0,0x0,0.0
1582978735,0x0,0x0,0.0
1582978793,0x0,0x0,0.0
1582981913,0x0,0x0,0.0
1582983538,0x0,0x0,0.0
1582983596,0x0,0x0,0.0
1582983653,0x0,0x0,0.0
1582983725,0x0,0x0,0.0
1582983783,0x0,0x0,0.0
1582983836,0x0,0x0,0.0
1582983894,0x0,0x0,0.0
1582983956,0x0,0x0,0.0
1582984014,0x0,0x0,0.0
1582984076,0x0,0x0,0.0
1582984134,0x0,0x0,0.0
1582984196,0x0,0x0,0.0
1582984253,0x0,0x0,0.0
1582984316,0x0,0x0,0.0
1582984373,0x0,0x0,0.0
1582984436,0x0,0x0,0.0
1582984493,0x0,0x0,0.0
1582984556,0x0,0x0,0.0
1582984613,0x0,0x0,0.0
1582989477,0x0,0x0,0.0
1582989535,0x0,0x0,0.0
1582989592,0x0,0x0,0.0
1582989664,0x0,0x0,0.0
1582989776,0x0,0x0,0.0
1582989833,0x0,0x0,0.0
1582989896,0x0,0x0,0.0
1582989953,0x0,0x0,0.0
1582990016,0x0,0x0,0.0
1582990073,0x0,0x0,0.0
1582990136,0x0,0x0,0.0
1582990193,0x0,0x0,0.0
1582990255,0x0,0x0,0.0
1582990313,0x0,0x0,0.0
1582990375,0x0,0x0,0.0
1582990433,0x0,0x0,0.0
1582990495,0x0,0x0,0.0
1582995359,0x0,0x0,0.0
1582995417,0x0,0x0,0.0
1582995475,0x0,0x0,0.0
1582995533,0x0,0x0,0.0
1582995595,0x0,0x0,0.0
1582995652,0x0,0x0,0.0
1582995715,0x0,0x0,0.0
1582995772,0x0,0x0,0.0
1582995835,0x0,0x0,0.0
1582995892,0x0,0x0,0.0
1582995954,0x0,0x0,0.0
1582996012,0x0,0x0,0.0
1582996074,0x0,0x0,0.0
1582996132,0x0,0x0,0.0
1582996194,0x0,0x0,0.0
1582996252,0x0,0x0,0.0
1582996314,0x0,0x0,0.0
1582997219,0x0,0x0,0.0
1583001360,0x0,0x0,0.0
1583001418,0x0,0x0,0.0
1583001475,0x0,0x0,0.0
1583001533,0x0,0x0,0.0
1583001605,0x0,0x0,0.0
1583001662,0x0,0x0,0.0
1583001720,0x0,0x0,0.0
1583012045,0x0,0x0,0.0
1583012103,0x0,0x0,0.0
1583012160,0x0,0x0,0.0
1583012218,0x0,0x0,0.0
1583012275,0x0,0x0,0.0
1583012333,0x0,0x0,0.0
1583013052,0x0,0x0,0.0
1583017984,0x0,0x0,0.0
1583018042,0x0,0x0,0.0
1583018100,0x0,0x0,0.0
1583018157,0x0,0x0,0.0
1583018215,0x0,0x0,0.0
1583018272,0x0,0x0,0.0
1583018344,0x0,0x0,0.0
1583023924,0x0,0x0,0.0
1583023981,0x0,0x0,0.0
1583024039,0x0,0x0,0.0
1583024096,0x0,0x0,0.0
1583027217,0x0,0x0,0.0
1583027332,0x0,0x0,0.0
1583029676,0x0,0x0,0.0
1583029733,0x0,0x0,0.0
1583029805,0x0,0x0,0.0
1583030093,0x0,0x0,0.0
1583034292,0x0,0x0,0.0
1583034364,0x0,0x0,0.0
1583034422,0x0,0x0,0.0
1583034479,0x0,0x0,0.0
1583034537,0x0,0x0,0.0
1583036579,0x0,0x0,0.0
1583036694,0x0,0x0,0.0
1583036766,0x0,0x0,0.0
1583036823,0x0,0x0,0.0
1583036881,0x0,0x0,0.0
1583036938,0x0,0x0,0.0
1583040116,0x0,0x0,0.0
1583040174,0x0,0x0,0.0
1583040246,0x0,0x0,0.0
1583040361,0x0,0x0,0.0
1583040418,0x0,0x0,0.0
1583041252,0x0,0x0,0.0
1583041439,0x0,0x0,0.0
1583042518,0x0,0x0,0.0
1583042576,0x0,0x0,0.0
1583042633,0x0,0x0,0.0
1583042705,0x0,0x0,0.0
1583042820,0x0,0x0,0.0
1583044862,0x0,0x0,0.0
1583044920,0x0,0x0,0.0
1583044977,0x0,0x0,0.0
1583045035,0x0,0x0,0.0
1583045092,0x0,0x0,0.0
1583045164,0x0,0x0,0.0
1583045222,0x0,0x0,0.0
1583045279,0x0,0x0,0.0
1583045337,0x0,0x0,0.0
1583045452,0x0,0x0,0.0
1583045524,0x0,0x0,0.0
1583045883,0x0,0x0,0.0
1583045941,0x0,0x0,0.0
1583046056,0x0,0x0,0.0
1583046113,0x0,0x0,0.0
1583046243,0x0,0x0,0.0
1583046300,0x0,0x0,0.0
1583048457,0x0,0x0,0.0
1583048515,0x0,0x0,0.0
1583048644,0x0,0x0,0.0
1583050614,0x0,0x0,0.0
1583050672,0x0,0x0,0.0
1583050744,0x0,0x0,0.0
1583050801,0x0,0x0,0.0
1583050859,0x0,0x0,0.0
1583050916,0x0,0x0,0.0
1583050974,0x0,0x0,0.0
1583051046,0x0,0x0,0.0
1583051103,0x0,0x0,0.0
1583051161,0x0,0x0,0.0
1583051218,0x0,0x0,0.0
1583051276,0x0,0x0,0.0
1583051333,0x0,0x0,0.0
1583051405,0x0,0x0,0.0
1583051765,0x0,0x0,0.0
1583051822,0x0,0x0,0.0
1583051880,0x0,0x0,0.0
1583051937,0x0,0x0,0.0
1583051995,0x0,0x0,0.0
1583052052,0x0,0x0,0.0
1583054526,0x0,0x0,0.0
1583056381,0x0,0x0,0.0
1583056438,0x0,0x0,0.0
1583056496,0x0,0x0,0.0
1583056554,0x0,0x0,0.0
1583056625,0x0,0x0,0.0
1583056683,0x0,0x0,0.0
1583056740,0x0,0x0,0.0
1583056798,0x0,0x0,0.0
1583056856,0x0,0x0,0.0
1583056913,0x0,0x0,0.0
1583056985,0x0,0x0,0.0
1583057042,0x0,0x0,0.0
1583057100,0x0,0x0,0.0
1583057158,0x0,0x0,0.0
1583057215,0x0,0x0,0.0
1583060336,0x0,0x0,0.0
1583060393,0x0,0x0,0.0
1583060465,0x0,0x0,0.0
1583060523,0x0,0x0,0.0
1583060580,0x0,0x0,0.0
1583062205,0x0,0x0,0.0
1583062320,0x0,0x0,0.0
1583062378,0x0,0x0,0.0
1583062435,0x0,0x0,0.0
1583062493,0x0,0x0,0.0
1583062565,0x0,0x0,0.0
1583062622,0x0,0x0,0.0
1583062680,0x0,0x0,0.0
1583062737,0x0,0x0,0.0
1583062795,0x0,0x0,0.0
1583062852,0x0,0x0,0.0
1583062924,0x0,0x0,0.0
1583062982,0x0,0x0,0.0
1583063039,0x0,0x0,0.0
1583063097,0x0,0x0,0.0
1583063154,0x0,0x0,0.0
1583063212,0x0,0x0,0.0
1583066275,0x0,0x0,0.0
1583066404,0x0,0x0,0.0
1583068015,0x0,0x0,0.0
1583068072,0x0,0x0,0.0
1583068144,0x0,0x0,0.0
1583068202,0x0,0x0,0.0
1583068259,0x0,0x0,0.0
1583068317,0x0,0x0,0.0
1583068374,0x0,0x0,0.0
1583068432,0x0,0x0,0.0
1583068504,0x0,0x0,0.0
1583068561,0x0,0x0,0.0
1583068619,0x0,0x0,0.0
1583068676,0x0,0x0,0.0
1583068734,0x0,0x0,0.0
1583068806,0x0,0x0,0.0
1583068863,0x0,0x0,0.0
1583068921,0x0,0x0,0.0
1583069036,0x0,0x0,0.0
1583069093,0x0,0x0,0.0
1583069165,0x0,0x0,0.0
1583073897,0x0,0x0,0.0
1583073954,0x0,0x0,0.0
1583074016,0x0,0x0,0.0
1583074073,0x0,0x0,0.0
1583074136,0x0,0x0,0.0
1583074193,0x0,0x0,0.0
1583074256,0x0,0x0,0.0
1583074313,0x0,0x0,0.0
1583074375,0x0,0x0,0.0
1583074433,0x0,0x0,0.0
1583074495,0x0,0x0,0.0
1583074553,0x0,0x0,0.0
1583074615,0x0,0x0,0.0
1583074673,0x0,0x0,0.0
1583074735,0x0,0x0,0.0
1583074793,0x0,0x0,0.0
1583074855,0x0,0x0,0.0
1583074925,0x0,0x0,0.0
1583078765,0x0,0x0,0.0
1583078823,0x0,0x0,0.0
1583079053,0x0,0x0,0.0
1583080016,0x0,0x0,0.0
1583080073,0x0,0x0,0.0
1583080136,0x0,0x0,0.0
1583080193,0x0,0x0,0.0
1583080256,0x0,0x0,0.0
1583080313,0x0,0x0,0.0
1583080375,0x0,0x0,0.0
1583080433,0x0,0x0,0.0
1583080495,0x0,0x0,0.0
1583080553,0x0,0x0,0.0
1583080615,0x0,0x0,0.0
1583080673,0x0,0x0,0.0
1583080735,0x0,0x0,0.0
1583080854,0x0,0x0,0.0
1583080925,0x0,0x0,0.0
1583081645,0x0,0x0,0.0
1583085714,0x0,0x0,0.0
1583085772,0x0,0x0,0.0
1583085844,0x0,0x0,0.0
1583085901,0x0,0x0,0.0
1583085959,0x0,0x0,0.0
1583086016,0x0,0x0,0.0
1583086074,0x0,0x0,0.0
1583086146,0x0,0x0,0.0
1583086203,0x0,0x0,0.0
1583091783,0x0,0x0,0.0
1583096572,0x0,0x0,0.0
1583096644,0x0,0x0,0.0
1583096701,0x0,0x0,0.0
1583097535,0x0,0x0,0.0
1583102396,0x0,0x0,0.0
1583102755,0x0,0x0,0.0
1583102813,0x0,0x0,0.0
1583108278,0x0,0x0,0.0
1583108335,0x0,0x0,0.0
1583108393,0x0,0x0,0.0
1583108465,0x0,0x0,0.0
1583108522,0x0,0x0,0.0
1583108580,0x0,0x0,0.0
1583108637,0x0,0x0,0.0
1583108752,0x0,0x0,0.0
1583108824,0x0,0x0,0.0
1583111283,0x0,0x0,0.0
1583111341,0x0,0x0,0.0
1583111398,0x0,0x0,0.0
1583114102,0x0,0x0,0.0
1583114159,0x0,0x0,0.0
1583114217,0x0,0x0,0.0
1583114274,0x0,0x0,0.0
1583114404,0x0,0x0,0.0
1583114461,0x0,0x0,0.0
1583118776,0x0,0x0,0.0
1583118833,0x0,0x0,0.0
1583118905,0x0,0x0,0.0
1583118962,0x0,0x0,0.0
1583121120,0x0,0x0,0.0
1583121177,0x0,0x0,0.0
1583121235,0x0,0x0,0.0
1583121292,0x0,0x0,0.0
1583126944,0x0,0x0,0.0
1583127001,0x0,0x0,0.0
1583127059,0x0,0x0,0.0
1583127116,0x0,0x0,0.0
1583127246,0x0,0x0,0.0
1583127303,0x0,0x0,0.0
1583129345,0x0,0x0,0.0
1583129403,0x0,0x0,0.0
1583129460,0x0,0x0,0.0
1583129518,0x0,0x0,0.0
1583129575,0x0,0x0,0.0
1583129633,0x0,0x0,0.0
1583129705,0x0,0x0,0.0
1583129762,0x0,0x0,0.0
1583129820,0x0,0x0,0.0
1583129935,0x0,0x0,0.0
1583130481,0x0,0x0,0.0
1583132883,0x0,0x0,0.0
1583132941,0x0,0x0,0.0
1583132998,0x0,0x0,0.0
1583133056,0x0,0x0,0.0
1583135098,0x0,0x0,0.0
1583135213,0x0,0x0,0.0
1583135285,0x0,0x0,0.0
1583135342,0x0,0x0,0.0
1583135400,0x0,0x0,0.0
1583135457,0x0,0x0,0.0
1583135515,0x0,0x0,0.0
1583135572,0x0,0x0,0.0
1583135644,0x0,0x0,0.0
1583135702,0x0,0x0,0.0
1583135759,0x0,0x0,0.0
1583135817,0x0,0x0,0.0
1583135874,0x0,0x0,0.0
1583136780,0x0,0x0,0.0
1583138822,0x0,0x0,0.0
1583138880,0x0,0x0,0.0
1583138937,0x0,0x0,0.0
1583138995,0x0,0x0,0.0
1583139052,0x0,0x0,0.0
1583140792,0x0,0x0,0.0
1583140864,0x0,0x0,0.0
1583140922,0x0,0x0,0.0
1583140979,0x0,0x0,0.0
1583141037,0x0,0x0,0.0
1583141094,0x0,0x0,0.0
1583141152,0x0,0x0,0.0
1583141224,0x0,0x0,0.0
1583141281,0x0,0x0,0.0
1583141339,0x0,0x0,0.0
1583141396,0x0,0x0,0.0
1583141454,0x0,0x0,0.0
1583141512,0x0,0x0,0.0
1583141583,0x0,0x0,0.0
1583141641,0x0,0x0,0.0
1583141698,0x0,0x0,0.0
1583144877,0x0,0x0,0.0
1583144934,0x0,0x0,0.0
1583144992,0x0,0x0,0.0
1583146674,0x0,0x0,0.0
1583146732,0x0,0x0,0.0
1583146804,0x0,0x0,0.0
1583146861,0x0,0x0,0.0
1583146919,0x0,0x0,0.0
1583146976,0x0,0x0,0.0
1583147034,0x0,0x0,0.0
1583147106,0x0,0x0,0.0
1583147163,0x0,0x0,0.0
1583147221,0x0,0x0,0.0
1583147278,0x0,0x0,0.0
1583147336,0x0,0x0,0.0
1583147393,0x0,0x0,0.0
1583147465,0x0,0x0,0.0
1583147523,0x0,0x0,0.0
1583147580,0x0,0x0,0.0
1583150701,0x0,0x0,0.0
1583150758,0x0,0x0,0.0
1583150945,0x0,0x0,0.0
1583152498,0x0,0x0,0.0
1583152556,0x0,0x0,0.0
1583152613,0x0,0x0,0.0
1583152685,0x0,0x0,0.0
1583152743,0x0,0x0,0.0
1583152800,0x0,0x0,0.0
1583152858,0x0,0x0,0.0
1583152915,0x0,0x0,0.0
1583152973,0x0,0x0,0.0
1583153045,0x0,0x0,0.0
1583153102,0x0,0x0,0.0
1583153160,0x0,0x0,0.0
1583153217,0x0,0x0,0.0
1583153275,0x0,0x0,0.0
1583153404,0x0,0x0,0.0
1583153462,0x0,0x0,0.0
1583153519,0x0,0x0,0.0
1583153577,0x0,0x0,0.0
1583158380,0x0,0x0,0.0
1583158438,0x0,0x0,0.0
1583158495,0x0,0x0,0.0
1583158553,0x0,0x0,0.0
1583158624,0x0,0x0,0.0
1583158682,0x0,0x0,0.0
1583158740,0x0,0x0,0.0
1583158797,0x0,0x0,0.0
1583158855,0x0,0x0,0.0
1583158912,0x0,0x0,0.0
1583158984,0x0,0x0,0.0
1583159042,0x0,0x0,0.0
1583159099,0x0,0x0,0.0
1583159157,0x0,0x0,0.0
1583159214,0x0,0x0,0.0
1583159272,0x0,0x0,0.0
1583159344,0x0,0x0,0.0
1583159401,0x0,0x0,0.0
1583164262,0x0,0x0,0.0
1583164319,0x0,0x0,0.0
1583164377,0x0,0x0,0.0
1583164434,0x0,0x0,0.0
1583164492,0x0,0x0,0.0
1583164564,0x0,0x0,0.0
1583164621,0x0,0x0,0.0
1583164679,0x0,0x0,0.0
1583164736,0x0,0x0,0.0
1583164794,0x0,0x0,0.0
1583164866,0x0,0x0,0.0
1583164923,0x0,0x0,0.0
1583164981,0x0,0x0,0.0
1583165038,0x0,0x0,0.0
1583165096,0x0,0x0,0.0
1583165153,0x0,0x0,0.0
1583169122,0x0,0x0,0.0
1583169180,0x0,0x0,0.0
1583169237,0x0,0x0,0.0
1583169295,0x0,0x0,0.0
1583169353,0x0,0x0,0.0
1583169424,0x0,0x0,0.0
1583170143,0x0,0x0,0.0
1583170201,0x0,0x0,0.0
1583170259,0x0,0x0,0.0
1583170316,0x0,0x0,0.0
1583170445,0x0,0x0,0.0
1583170503,0x0,0x0,0.0
1583170561,0x0,0x0,0.0
1583170618,0x0,0x0,0.0
1583170676,0x0,0x0,0.0
1583170733,0x0,0x0,0.0
1583171941,0x0,0x0,0.0
1583176083,0x0,0x0,0.0
1583176140,0x0,0x0,0.0
1583176198,0x0,0x0,0.0
1583176255,0x0,0x0,0.0
1583176313,0x0,0x0,0.0
1583176385,0x0,0x0,0.0
1583186883,0x0,0x0,0.0
1583186998,0x0,0x0,0.0
1583187113,0x0,0x0,0.0
1583187185,0x0,0x0,0.0
1583187242,0x0,0x0,0.0
1583190118,0x0,0x0,0.0
1583192764,0x0,0x0,0.0
1583192822,0x0,0x0,0.0
1583192879,0x0,0x0,0.0
1583192937,0x0,0x0,0.0
1583192994,0x0,0x0,0.0
1583193052,0x0,0x0,0.0
1583193124,0x0,0x0,0.0
1583193181,0x0,0x0,0.0
1583195942,0x0,0x0,0.0
1583196000,0x0,0x0,0.0
1583196057,0x0,0x0,0.0
1583196115,0x0,0x0,0.0
1583198574,0x0,0x0,0.0
1583198632,0x0,0x0,0.0
1583198761,0x0,0x0,0.0
1583198819,0x0,0x0,0.0
1583198876,0x0,0x0,0.0
1583198934,0x0,0x0,0.0
1583199006,0x0,0x0,0.0
1583199063,0x0,0x0,0.0
1583203205,0x0,0x0,0.0
1583203262,0x0,0x0,0.0
1583203320,0x0,0x0,0.0
1583203377,0x0,0x0,0.0
1583205664,0x0,0x0,0.0
1583205779,0x0,0x0,0.0
1583209015,0x0,0x0,0.0
1583209144,0x0,0x0,0.0
1583211301,0x0,0x0,0.0
1583211416,0x0,0x0,0.0
1583211474,0x0,0x0,0.0
1583211546,0x0,0x0,0.0
1583211603,0x0,0x0,0.0
1583211718,0x0,0x0,0.0
1583214005,0x0,0x0,0.0
1583214062,0x0,0x0,0.0
1583214120,0x0,0x0,0.0
1583214177,0x0,0x0,0.0
1583214235,0x0,0x0,0.0
1583214839,0x0,0x0,0.0
1583215026,0x0,0x0,0.0
1583215083,0x0,0x0,0.0
1583217355,0x0,0x0,0.0
1583219584,0x0,0x0,0.0
1583219642,0x0,0x0,0.0
1583219699,0x0,0x0,0.0
1583219757,0x0,0x0,0.0
1583219815,0x0,0x0,0.0
1583219872,0x0,0x0,0.0
1583219944,0x0,0x0,0.0
1583220001,0x0,0x0,0.0
1583220117,0x0,0x0,0.0
1583220174,0x0,0x0,0.0
1583220232,0x0,0x0,0.0
1583220605,0x0,0x0,0.0
1583220778,0x0,0x0,0.0
1583220893,0x0,0x0,0.0
1583221023,0x0,0x0,0.0
1583221080,0x0,0x0,0.0
1583221138,0x0,0x0,0.0
1583221195,0x0,0x0,0.0
1583223352,0x0,0x0,0.0
