time,EPS_Voltage_Min,EPS_Voltage_Max,EPS_Voltage_Avg
1582235604,0.456,7.0280000000000005,6.712
1582235662,0.456,7.0280000000000005,6.744
1582235724,0.456,7.0280000000000005,6.8
1582235782,0.456,7.0280000000000005,6.884
1582235844,0.456,7.0280000000000005,6.912
1582235902,0.456,7.0280000000000005,6.948
1582235964,0.456,7.0280000000000005,6.996
1582236021,0.456,7.0280000000000005,6.984
1582236084,0.456,7.0280000000000005,6.848
1582308084,0.456,7.032,6.648000000000001
1582308141,0.456,7.032,6.672
1582308204,0.456,7.032,6.708
1582308261,0.456,7.032,6.68
1582308324,0.456,7.032,6.5920000000000005
1582308381,0.456,7.032,6.572
1582308443,0.456,7.032,6.5680000000000005
1582308501,0.456,7.032,6.5600000000000005
1582308683,0.456,7.032,6.48
1582308741,0.456,7.032,6.468
1582308803,0.456,7.032,6.484
1582308861,0.456,7.032,6.5
1582319962,0.456,7.032,6.744
1582320020,0.456,7.032,6.736
1582320082,6.724,6.74,6.728
1582320140,6.724,6.752,6.74
1582320202,6.724,6.752,6.74
1582320260,6.708,6.752,6.716
1582320322,6.708,6.752,6.72
1582320384,6.708,6.752,6.716
1582320442,6.708,6.752,6.736
1582320504,6.708,6.752,6.736
1582320562,6.7,6.752,6.708
1582488773,6.6080000000000005,6.984,6.732
1582488893,6.6080000000000005,6.984,6.628
1582488955,6.604,6.984,6.6160000000000005
1582489022,6.604,6.984,6.6080000000000005
1582489075,6.5840000000000005,6.984,6.6000000000000005
1582489195,6.524,6.984,6.5440000000000005
1582489253,6.5120000000000005,6.984,6.5200000000000005
1582916934,6.5120000000000005,7.024,6.744
1582916995,6.5120000000000005,7.024,6.748
1582917053,6.5120000000000005,7.024,6.756
1582917124,6.5120000000000005,7.024,6.74
1582917172,6.5120000000000005,7.024,6.74
1582983836,6.5120000000000005,7.024,6.676
1582983894,6.5120000000000005,7.024,6.696
1582983956,6.5120000000000005,7.024,6.7
1582984014,6.5120000000000005,7.024,6.7
1582984076,6.5120000000000005,7.024,6.704
1582984134,6.5120000000000005,7.024,6.704
1582984196,6.5120000000000005,7.024,6.692
1582984253,6.5120000000000005,7.024,6.672
1582984316,6.5120000000000005,7.024,6.652
1582984373,6.5120000000000005,7.024,6.648000000000001
1582984436,6.5120000000000005,7.024,6.656000000000001
1582984493,6.5120000000000005,7.024,6.672
1582984556,6.5120000000000005,7.024,6.7
1582984613,6.5120000000000005,7.024,6.724
1582989776,6.5120000000000005,7.024,6.72
1582989833,6.5120000000000005,7.024,6.708
1582989896,6.5120000000000005,7.024,6.688
1582989953,6.5120000000000005,7.024,6.668
1582990016,6.5120000000000005,7.024,6.652
1582990073,6.5120000000000005,7.024,6.66
1582990136,6.5120000000000005,7.024,6.68
1582990193,6.5120000000000005,7.024,6.708
1582990255,6.5120000000000005,7.024,6.728
1582990313,6.5120000000000005,7.024,6.736
1582990375,6.5120000000000005,7.024,6.728
1582990433,6.5120000000000005,7.024,6.736
1582990495,6.5120000000000005,7.024,6.748
1582995475,6.5120000000000005,7.024,6.708
1582995533,6.5120000000000005,7.024,6.728
1582995595,6.5120000000000005,7.024,6.74
1582995652,6.5120000000000005,7.024,6.732
1582995715,6.5120000000000005,7.024,6.724
1582995772,6.5120000000000005,7.024,6.708
1582995835,6.5120000000000005,7.024,6.684
1582995892,6.5120000000000005,7.024,6.668
1582995954,6.5120000000000005,7.024,6.68
1582996012,6.5120000000000005,7.024,6.708
1582996074,6.5120000000000005,7.024,6.74
1582996132,6.5120000000000005,7.024,6.748
1582996194,6.5120000000000005,7.024,6.732
1582996252,6.5120000000000005,7.024,6.732
1582996314,6.5120000000000005,7.024,6.744
1583074016,6.5120000000000005,7.024,6.684
1583074073,6.5120000000000005,7.024,6.692
1583074136,6.5120000000000005,7.024,6.696
1583074193,6.5120000000000005,7.024,6.7
1583074256,6.5120000000000005,7.024,6.72
1583074313,6.5120000000000005,7.024,6.732
1583074375,6.5120000000000005,7.024,6.736
1583074433,6.5120000000000005,7.024,6.732
1583074495,6.5120000000000005,7.024,6.724
1583074553,6.5120000000000005,7.024,6.724
1583074615,6.5120000000000005,7.024,6.732
1583074673,6.5120000000000005,7.024,6.744
1583074735,6.5120000000000005,7.024,6.752
1583074793,6.5120000000000005,7.024,6.736
1583074855,6.5120000000000005,7.024,6.728
1583080016,6.5120000000000005,7.024,6.628
1583080073,6.5120000000000005,7.024,6.628
1583080136,6.5120000000000005,7.024,6.62
1583080193,6.5120000000000005,7.024,6.6240000000000006
1583080256,6.5120000000000005,7.024,6.628
1583080313,6.5120000000000005,7.024,6.636
1583080375,6.5120000000000005,7.024,6.632000000000001
1583080433,6.5120000000000005,7.024,6.6240000000000006
1583080495,6.5120000000000005,7.024,6.628
1583080553,6.5120000000000005,7.024,6.648000000000001
1583080615,6.5120000000000005,7.024,6.68
1583080673,6.5120000000000005,7.024,6.704
1583080735,6.5120000000000005,7.024,6.704
1583248914,6.5120000000000005,7.164000000000001,6.708
1583248976,6.5120000000000005,7.164000000000001,6.692
1583249034,6.5120000000000005,7.164000000000001,6.708
1583249096,6.5120000000000005,7.164000000000001,6.72
1583249154,6.5120000000000005,7.164000000000001,6.74
1583249216,6.5120000000000005,7.164000000000001,6.728
1583249274,6.5120000000000005,7.164000000000001,6.728
1583249336,6.5120000000000005,7.164000000000001,6.736
1583249394,6.5120000000000005,7.164000000000001,6.74
1583254734,6.5120000000000005,7.164000000000001,6.728
1583254796,6.5120000000000005,7.164000000000001,6.728
1583254854,6.5120000000000005,7.164000000000001,6.708
1583254916,6.5120000000000005,7.164000000000001,6.692
1583254974,6.5120000000000005,7.164000000000001,6.684
1583255036,6.5120000000000005,7.164000000000001,6.664
1583255094,6.5120000000000005,7.164000000000001,6.652
1583255156,6.5120000000000005,7.164000000000001,6.664
1583255213,6.5120000000000005,7.164000000000001,6.684
1583508233,6.5120000000000005,7.164000000000001,6.66
1583508295,6.5120000000000005,7.164000000000001,6.668
1583508352,6.5120000000000005,7.164000000000001,6.676
1583508415,6.5120000000000005,7.164000000000001,6.676
1583508472,6.5120000000000005,7.164000000000001,6.676
1583508535,6.5120000000000005,7.164000000000001,6.684
1583508592,6.5120000000000005,7.164000000000001,6.696
1583569013,6.5120000000000005,7.164000000000001,6.6240000000000006
1583569075,6.5120000000000005,7.164000000000001,6.6240000000000006
1583569133,6.5120000000000005,7.164000000000001,6.6240000000000006
1583569195,6.5120000000000005,7.164000000000001,6.6240000000000006
1583569253,6.5120000000000005,7.164000000000001,6.62
1583569315,6.5120000000000005,7.164000000000001,6.62
1583569373,6.5120000000000005,7.164000000000001,6.62
1583569435,6.5120000000000005,7.164000000000001,6.62
1583569492,6.5120000000000005,7.164000000000001,6.62
1583569555,6.5120000000000005,7.164000000000001,6.6160000000000005
1583997056,6.5120000000000005,7.164000000000001,6.636
1583997114,6.5120000000000005,7.164000000000001,6.632000000000001
1583997176,6.508,7.164000000000001,6.628
1583997233,6.508,7.164000000000001,6.628
1583997296,6.508,7.164000000000001,6.628
1583997353,6.508,7.164000000000001,6.628
1583997416,6.508,7.164000000000001,6.628
1583997473,6.508,7.164000000000001,6.628
1583997536,6.508,7.164000000000001,6.6240000000000006
1583997593,6.508,7.164000000000001,6.6240000000000006
1583997655,6.508,7.164000000000001,6.6240000000000006
1583997713,6.508,7.164000000000001,6.6240000000000006
1584002993,6.508,7.164000000000001,6.628
1584003055,6.5040000000000004,7.164000000000001,6.6240000000000006
1584003113,6.5040000000000004,7.164000000000001,6.6240000000000006
1584003175,6.5040000000000004,7.164000000000001,6.6240000000000006
1584003233,6.5040000000000004,7.164000000000001,6.6240000000000006
1584003295,6.5040000000000004,7.164000000000001,6.6240000000000006
1584003352,6.5040000000000004,7.164000000000001,6.6240000000000006
1584003415,6.5040000000000004,7.164000000000001,6.62
1584003472,6.5040000000000004,7.164000000000001,6.62
1584003535,6.5040000000000004,7.164000000000001,6.62
1584003592,6.5040000000000004,7.164000000000001,6.62
1584003655,6.5040000000000004,7.164000000000001,6.62
1584087514,6.5040000000000004,7.164000000000001,6.548
1584087576,6.5040000000000004,7.164000000000001,6.548
1584087634,6.5040000000000004,7.164000000000001,6.5440000000000005
1584087696,6.428,7.164000000000001,6.5440000000000005
1584087754,6.428,7.164000000000001,6.5440000000000005
1584087816,6.428,7.164000000000001,6.5440000000000005
1584087874,6.428,7.164000000000001,6.5440000000000005
1584087936,6.428,7.164000000000001,6.54
1584087994,6.428,7.164000000000001,6.54
1584088056,6.428,7.164000000000001,6.54
1584088113,6.428,7.164000000000001,6.54
1584088176,6.428,7.164000000000001,6.54
1584088233,6.428,7.164000000000001,6.5360000000000005
1584093394,0.8200000000000001,7.164000000000001,1.44
1584093457,0.8160000000000001,7.164000000000001,0.8200000000000001
1584093514,0.8160000000000001,7.164000000000001,0.8200000000000001
1584093577,0.8160000000000001,7.164000000000001,0.8200000000000001
1584093634,0.8160000000000001,7.164000000000001,0.8200000000000001
1584093696,0.8160000000000001,7.164000000000001,0.8200000000000001
1584093754,0.8160000000000001,7.164000000000001,0.8240000000000001
1584093816,0.8160000000000001,7.164000000000001,0.8240000000000001
1584093874,0.8160000000000001,7.164000000000001,0.8240000000000001
1584093936,0.788,7.164000000000001,0.8160000000000001
1584093994,0.788,7.164000000000001,0.792
1584094056,0.788,7.164000000000001,0.792
1584094114,0.788,7.164000000000001,0.792
1584099214,0.456,7.164000000000001,0.464
1584099276,0.456,7.164000000000001,0.464
1584099333,0.456,7.164000000000001,0.464
1584099396,0.456,7.164000000000001,0.464
1584099453,0.456,7.164000000000001,0.464
1584099516,0.456,7.164000000000001,1.4000000000000001
1584099573,0.456,7.164000000000001,6.5360000000000005
1584099636,0.456,7.164000000000001,6.572
1584099693,0.456,7.164000000000001,6.5920000000000005
1584099755,0.456,7.164000000000001,6.6000000000000005
1584099813,0.456,7.164000000000001,6.6000000000000005
1584099875,0.456,7.164000000000001,6.6000000000000005
1584099933,0.456,7.164000000000001,6.604
1584099995,0.456,7.164000000000001,6.6000000000000005
1584105034,0.456,7.164000000000001,6.532
1584105097,0.456,7.164000000000001,6.5280000000000005
1584105154,0.456,7.164000000000001,6.524
1584105216,0.456,7.164000000000001,6.5360000000000005
1584105274,0.456,7.164000000000001,6.564
1584105336,0.456,7.164000000000001,6.572
1584105394,0.456,7.164000000000001,6.596
1584105456,0.456,7.164000000000001,6.612
1584105514,0.456,7.164000000000001,6.6160000000000005
1584105576,0.456,7.164000000000001,6.612
1584105634,0.456,7.164000000000001,6.62
1584165996,0.456,7.164000000000001,6.572
1584166053,6.564,6.572,6.5680000000000005
1584166115,6.5600000000000005,6.572,6.5680000000000005
1584166173,6.44,6.572,6.5600000000000005
1584166235,6.44,6.572,6.5600000000000005
1584166293,6.44,6.572,6.5600000000000005
1584166355,6.44,6.572,6.5600000000000005
1584166413,6.44,6.572,6.556
1584166475,6.44,6.572,6.556
1584166533,6.44,6.572,6.556
1584171937,6.44,6.68,6.564
1584171994,6.44,6.68,6.564
1584172056,6.44,6.68,6.564
1584172114,6.44,6.68,6.5600000000000005
1584172176,6.44,6.68,6.5600000000000005
1584172234,6.44,6.68,6.5600000000000005
1584172296,6.44,6.68,6.5600000000000005
1584172354,6.44,6.68,6.556
1584172416,6.44,6.68,6.556
1584172474,6.44,6.68,6.556
1584172536,6.44,6.68,6.556
1584172593,6.44,6.68,6.5520000000000005
1584172713,6.44,6.68,6.5520000000000005
1584177756,6.44,6.68,6.5600000000000005
1584177813,6.44,6.68,6.5600000000000005
1584177875,6.556,6.564,6.556
1584177933,6.5520000000000005,6.564,6.556
1584177995,6.548,6.588,6.556
1584178053,6.548,6.588,6.556
1584178115,6.548,6.588,6.556
1584178173,6.548,6.588,6.556
1584178235,6.548,6.588,6.5520000000000005
1584178297,6.548,6.588,6.5520000000000005
1584178355,6.548,6.588,6.5520000000000005
1584178417,6.5440000000000005,6.588,6.5520000000000005
1584178475,6.5440000000000005,6.588,6.5520000000000005
1584183695,6.5440000000000005,6.688,6.564
1584183758,6.5440000000000005,6.688,6.5600000000000005
1584183815,6.5440000000000005,6.688,6.5600000000000005
1584183873,6.5440000000000005,6.688,6.5600000000000005
1584183935,6.5440000000000005,6.688,6.556
1584183997,6.5440000000000005,6.688,6.556
1584184055,6.5440000000000005,6.688,6.556
1584184117,6.5440000000000005,6.688,6.556
1584184175,6.5440000000000005,6.688,6.604
1584184237,6.5440000000000005,6.688,6.6160000000000005
1584184294,6.5440000000000005,6.688,6.62
1584184357,6.5440000000000005,6.688,6.632000000000001
1584184414,6.5440000000000005,6.688,6.644
1584250416,6.5440000000000005,6.688,6.636
1584250473,6.5120000000000005,6.692,6.5520000000000005
1584250536,6.5120000000000005,6.692,6.548
1584250593,6.5440000000000005,6.5520000000000005,6.5440000000000005
1584250655,6.54,6.5520000000000005,6.5440000000000005
1584250713,6.54,6.5520000000000005,6.5440000000000005
1584250775,6.5360000000000005,6.5520000000000005,6.54
1584250833,6.5360000000000005,6.5520000000000005,6.54
1584250895,6.532,6.5520000000000005,6.5360000000000005
1584250953,6.532,6.5520000000000005,6.5360000000000005
1584251015,6.5280000000000005,6.5520000000000005,6.5360000000000005
1584251077,6.5280000000000005,6.5520000000000005,6.532
1584251135,6.5280000000000005,6.5520000000000005,6.532
1584256369,6.524,6.5520000000000005,6.532
1584256417,6.5440000000000005,6.5520000000000005,6.5440000000000005
1584256474,6.404,6.5520000000000005,6.5440000000000005
1584256537,6.404,6.5520000000000005,6.5440000000000005
1584256594,6.404,6.5520000000000005,6.54
1584256657,6.404,6.5520000000000005,6.54
1584256714,6.404,6.5520000000000005,6.5360000000000005
1584256776,6.404,6.5520000000000005,6.5360000000000005
1584256834,6.404,6.5520000000000005,6.5360000000000005
1584256896,6.404,6.5520000000000005,6.532
1584257016,6.404,6.5520000000000005,6.532
1584267995,6.404,6.656000000000001,6.5200000000000005
1584268056,6.404,6.656000000000001,6.5200000000000005
1584268113,6.404,6.656000000000001,6.516
1584268175,6.376,6.656000000000001,6.516
1584268233,6.376,6.656000000000001,6.5120000000000005
1584268295,6.376,6.656000000000001,6.5120000000000005
1584268353,6.376,6.656000000000001,6.5120000000000005
1584268415,6.376,6.656000000000001,6.5120000000000005
1584268473,6.376,6.656000000000001,6.5120000000000005
1584268535,6.376,6.656000000000001,6.5120000000000005
1584268597,6.376,6.656000000000001,6.5120000000000005
1584268655,6.376,6.656000000000001,6.508
1584268717,6.376,6.656000000000001,6.5200000000000005
1584334893,6.376,6.696,6.5920000000000005
1584334956,6.376,6.696,6.5840000000000005
1584335013,6.376,6.696,6.58
1584335076,6.376,6.696,6.58
1584335133,6.376,6.696,6.5760000000000005
1584335196,6.376,6.696,6.572
1584335253,6.376,6.696,6.572
1584335316,6.376,6.696,6.572
1584335373,6.376,6.696,6.5680000000000005
1584335435,6.376,6.696,6.5680000000000005
1584335493,6.376,6.696,6.564
1584340717,6.376,6.696,6.5520000000000005
1584340775,6.376,6.696,6.5520000000000005
1584340837,6.376,6.696,6.548
1584340894,6.376,6.696,6.548
1584340957,6.376,6.696,6.548
1584341077,6.376,6.696,6.548
1584341134,6.376,6.696,6.548
1584341196,6.376,6.696,6.548
1584341254,6.376,6.696,6.548
1584341316,6.376,6.696,6.548
1584341374,6.376,6.696,6.548
1584346654,6.376,6.696,6.5520000000000005
1584346717,6.376,6.696,6.5520000000000005
1584346774,6.376,6.696,6.548
1584346836,6.376,6.696,6.548
1584346894,6.376,6.696,6.5440000000000005
1584346956,6.376,6.696,6.5440000000000005
1584347014,6.376,6.696,6.5440000000000005
1584347076,6.376,6.696,6.5440000000000005
1584347134,6.376,6.696,6.5440000000000005
1584347196,6.376,6.696,6.5440000000000005
1584347253,6.376,6.696,6.54
1584347316,6.376,6.696,6.54
1584352536,6.376,6.696,6.548
1584352594,6.376,6.696,6.548
1584352656,6.5360000000000005,6.5520000000000005,6.5440000000000005
1584352714,6.5360000000000005,6.5520000000000005,6.54
1584352776,6.5360000000000005,6.5520000000000005,6.54
1584352833,6.532,6.5520000000000005,6.5360000000000005
1584352896,6.532,6.5520000000000005,6.5360000000000005
1584352953,6.5280000000000005,6.5520000000000005,6.5360000000000005
1584353016,6.5280000000000005,6.5520000000000005,6.532
1584353073,6.5280000000000005,6.5520000000000005,6.532
1584353136,6.5280000000000005,6.5520000000000005,6.532
1584358474,6.524,6.656000000000001,6.532
1584358537,6.524,6.656000000000001,6.532
1584358594,6.524,6.656000000000001,6.532
1584358657,0.8240000000000001,6.656000000000001,1.304
1584358714,0.8200000000000001,6.656000000000001,2.052
1584358777,0.8200000000000001,6.656000000000001,6.532
1584358834,0.8200000000000001,6.656000000000001,6.532
1584358896,0.8200000000000001,6.656000000000001,6.5280000000000005
1584358954,0.8200000000000001,6.656000000000001,6.556
1584359016,0.8200000000000001,6.656000000000001,6.5840000000000005
1584762937,0.8200000000000001,7.164000000000001,6.724
1584762995,0.8200000000000001,7.164000000000001,6.736
1584763057,0.8200000000000001,7.164000000000001,6.74
1584763115,0.8200000000000001,7.164000000000001,6.732
1584763177,0.8200000000000001,7.164000000000001,6.716
1584763234,0.8200000000000001,7.164000000000001,6.688
1584763297,0.8200000000000001,7.164000000000001,6.672
1584763354,0.8200000000000001,7.164000000000001,6.664
1584763417,0.8200000000000001,7.164000000000001,6.66
1584763474,0.8200000000000001,7.164000000000001,6.656000000000001
1584763537,0.8200000000000001,7.164000000000001,6.652
1584763594,0.8200000000000001,7.164000000000001,6.648000000000001
1584763656,0.8200000000000001,7.164000000000001,6.648000000000001
1584763714,0.8200000000000001,7.164000000000001,6.644
1584768937,0.8200000000000001,7.164000000000001,6.676
1584768994,0.8200000000000001,7.164000000000001,6.668
1584769057,0.8200000000000001,7.164000000000001,6.66
1584769114,0.8200000000000001,7.164000000000001,6.656000000000001
1584769176,0.8200000000000001,7.164000000000001,6.652
1584769234,0.8200000000000001,7.164000000000001,6.648000000000001
1584769296,6.644,6.652,6.648000000000001
1584769354,6.640000000000001,6.652,6.644
1584769536,6.636,6.652,6.640000000000001
1584769594,6.636,6.652,6.640000000000001
1584769714,6.632000000000001,6.652,6.636
1584847425,6.604,6.988,6.8
1584847482,6.604,6.988,6.852
1584847545,6.604,6.988,6.82
1584847602,6.604,6.988,6.764
1584847665,6.72,6.744,6.732
1584847722,6.708,6.744,6.716
1584847785,6.708,6.772,6.744
1584847842,6.7,6.772,6.724
1584847904,6.676,6.772,6.692
1584847962,6.668,6.772,6.676
1584848024,6.66,6.772,6.664
1584848082,6.652,6.772,6.656000000000001
1584848144,6.644,6.772,6.652
1584853365,6.6160000000000005,6.928,6.84
1584853423,6.752,6.768,6.76
1584853485,6.72,6.76,6.74
1584853543,6.696,6.704,6.7
1584853605,6.68,6.704,6.688
1584853663,6.66,6.704,6.676
1584853725,6.656000000000001,6.704,6.664
1584853782,6.648000000000001,6.704,6.656000000000001
1584853845,6.644,6.704,6.652
1584853902,6.640000000000001,6.704,6.648000000000001
1584853965,6.628,6.704,6.640000000000001
1584854022,6.628,6.704,6.636
1584854085,6.6240000000000006,6.704,6.632000000000001
1584854142,6.6240000000000006,6.704,6.632000000000001
1584854204,6.6240000000000006,6.704,6.628
1585016324,6.6000000000000005,7.016,6.852
1585016382,6.6000000000000005,7.016,6.948
1585016444,6.6000000000000005,7.016,7.0
1585016502,6.6000000000000005,7.016,6.92
1585016564,6.6000000000000005,7.016,6.728
1585016622,6.6000000000000005,7.016,6.628
1585016684,6.5920000000000005,7.016,6.604
1585016746,6.588,7.016,6.596
1585016804,6.5680000000000005,7.016,6.5840000000000005
1585016866,6.5520000000000005,7.016,6.5680000000000005
1585016924,6.532,7.016,6.5440000000000005
1585022142,6.508,7.016,6.688
1585022279,0.456,7.016,0.46
1585022284,0.456,7.016,0.46
1585022308,0.456,7.016,0.456
1585022313,0.456,7.016,0.456
1585022322,0.456,7.016,0.456
1585022370,0.456,7.016,0.456
1585022380,0.456,7.016,0.456
1585022505,0.456,7.016,0.46
1585022625,0.456,7.016,5.732
1585022682,0.456,7.016,6.62
1585022802,0.456,7.016,6.6240000000000006
1585022864,0.456,7.016,6.6240000000000006
1585022984,0.456,7.016,6.6240000000000006
1587416114,0.456,7.164000000000001,6.768
1587416177,0.456,7.164000000000001,6.76
1587416234,0.456,7.164000000000001,6.76
1587416296,0.456,7.164000000000001,6.816
1587416354,0.456,7.164000000000001,6.836
1587416416,0.456,7.164000000000001,6.816
1587416474,0.456,7.164000000000001,6.856
1587416536,0.456,7.164000000000001,6.896
1587416594,0.456,7.164000000000001,6.92
1587416656,0.456,7.164000000000001,6.868
1587759798,0.456,7.164000000000001,6.752
1587759856,0.456,7.164000000000001,6.756
1587759918,0.456,7.164000000000001,6.772
1587759976,0.456,7.164000000000001,6.784
1587760038,0.456,7.164000000000001,6.812
1587760101,0.456,7.164000000000001,6.832
1587760158,0.456,7.164000000000001,6.84
1587760216,0.456,7.164000000000001,6.872
1587760278,0.456,7.164000000000001,6.888
1587760340,0.456,7.164000000000001,6.836
1588266533,0.456,7.164000000000001,0.468
1588266590,0.456,7.164000000000001,0.468
1588266653,0.456,7.164000000000001,0.468
1588266710,0.456,7.164000000000001,0.468
1588266772,0.456,7.164000000000001,0.468
1588266830,0.456,7.164000000000001,0.468
1588266892,0.456,7.164000000000001,0.468
1588266950,0.456,7.164000000000001,0.468
1588267012,0.456,7.164000000000001,0.468
1588267070,0.456,7.164000000000001,0.468
1588267132,0.456,7.164000000000001,0.468
