time,Spacecraft_Quaternion_2
1587759798,-0.06121007959055065
1587759861,-0.051601976553426555
1587759923,-0.12751677895613667
1587759985,-0.19054102211862353
1587760038,-0.12044482778151946
1587760101,0.028270024327909406
1587760158,0.15908270360875268
1587760220,0.16827635443485647
1587760278,0.010369234482487158
1587760345,-0.12992065244688264
