time,ESTIM_Voltage_Min,ESTIM_Voltage_Max,ESTIM_Voltage_Avg
1582308381,0.028,0.044,0.036000000000000004
1582308443,0.028,0.044,0.036000000000000004
1582308501,0.028,0.044,0.036000000000000004
1582308683,0.028,0.044,0.036000000000000004
1582308741,0.028,0.044,0.036000000000000004
1582308803,0.028,0.044,0.036000000000000004
1582308861,0.028,0.044,0.036000000000000004
1582319962,0.028,0.044,0.036000000000000004
1582320020,0.028,0.044,0.036000000000000004
1582320082,0.032,0.04,0.036000000000000004
1582320140,0.032,0.04,0.036000000000000004
1582320202,0.032,0.04,0.036000000000000004
1582320264,0.032,0.04,0.036000000000000004
1582320322,0.032,0.04,0.036000000000000004
1582320384,0.032,0.04,0.036000000000000004
1582320442,0.032,0.04,0.036000000000000004
1582320504,0.028,0.04,0.036000000000000004
1582320562,0.028,0.04,0.036000000000000004
1582488773,0.028,0.044,0.036000000000000004
1582488893,0.028,0.044,0.036000000000000004
1582488955,0.028,0.044,0.036000000000000004
1582489022,0.028,0.044,0.036000000000000004
1582489075,0.028,0.044,0.036000000000000004
1582489195,0.028,0.044,0.036000000000000004
1582489253,0.028,0.044,0.036000000000000004
1582916934,0.028,0.044,0.032
1582916995,0.028,0.044,0.032
1582917053,0.028,0.044,0.032
1582917124,0.028,0.044,0.036000000000000004
1582917172,0.028,0.044,0.032
1582983836,0.028,0.044,0.036000000000000004
1582983894,0.028,0.044,0.036000000000000004
1582983956,0.028,0.044,0.036000000000000004
1582984014,0.028,0.044,0.036000000000000004
1582984076,0.028,0.044,0.036000000000000004
1582984134,0.028,0.044,0.032
1582984196,0.028,0.044,0.032
1582984253,0.028,0.044,0.036000000000000004
1582984316,0.028,0.044,0.036000000000000004
1582984373,0.028,0.044,0.036000000000000004
1582984436,0.028,0.044,0.032
1582984493,0.028,0.044,0.036000000000000004
1582984556,0.028,0.044,0.036000000000000004
1582984613,0.028,0.044,0.036000000000000004
1582989776,0.028,0.044,0.032
1582989833,0.028,0.044,0.032
1582989896,0.028,0.044,0.032
1582989953,0.028,0.044,0.032
1582990016,0.028,0.044,0.032
1582990073,0.028,0.044,0.032
1582990136,0.028,0.044,0.032
1582990193,0.028,0.044,0.032
1582990255,0.028,0.044,0.032
1582990313,0.028,0.044,0.032
1582990375,0.028,0.044,0.032
1582990433,0.028,0.044,0.032
1582990495,0.028,0.044,0.032
1582995475,0.028,0.044,0.032
1582995533,0.028,0.044,0.032
1582995595,0.028,0.044,0.032
1582995652,0.028,0.044,0.032
1582995715,0.028,0.044,0.032
1582995772,0.028,0.044,0.032
1582995835,0.028,0.044,0.032
1582995892,0.028,0.044,0.032
1582995954,0.028,0.044,0.032
1582996012,0.028,0.044,0.032
1582996074,0.028,0.044,0.032
1582996132,0.028,0.044,0.036000000000000004
1582996194,0.028,0.044,0.032
1582996256,0.028,0.044,0.036000000000000004
1582996314,0.028,0.044,0.036000000000000004
1583074016,0.028,0.044,0.032
1583074073,0.028,0.044,0.032
1583074136,0.028,0.044,0.032
1583074193,0.028,0.044,0.032
1583074256,0.028,0.044,0.032
1583074313,0.028,0.044,0.032
1583074375,0.028,0.044,0.036000000000000004
1583074433,0.028,0.044,0.032
1583074495,0.028,0.044,0.036000000000000004
1583074553,0.028,0.044,0.036000000000000004
1583074615,0.028,0.044,0.036000000000000004
1583074673,0.028,0.044,0.036000000000000004
1583074735,0.028,0.044,0.036000000000000004
1583074793,0.028,0.044,0.036000000000000004
1583074855,0.028,0.044,0.036000000000000004
1583080016,0.028,0.044,0.032
1583080073,0.028,0.044,0.032
1583080136,0.028,0.044,0.032
1583080193,0.028,0.044,0.032
1583080256,0.028,0.044,0.032
1583080313,0.028,0.044,0.032
1583080375,0.028,0.044,0.032
1583080433,0.028,0.044,0.032
1583080495,0.028,0.044,0.032
1583080553,0.028,0.044,0.032
1583080615,0.028,0.044,0.032
1583080673,0.028,0.044,0.032
1583080735,0.028,0.044,0.032
1583248914,0.028,0.044,0.032
1583248976,0.028,0.044,0.032
1583249034,0.028,0.044,0.032
1583249096,0.028,0.044,0.032
1583249154,0.028,0.044,0.032
1583249216,0.028,0.044,0.032
1583249274,0.028,0.044,0.032
1583249336,0.028,0.044,0.032
1583249394,0.028,0.044,0.032
1583254734,0.028,0.044,0.032
1583254796,0.028,0.044,0.032
1583254854,0.028,0.044,0.032
1583254916,0.028,0.044,0.032
1583254974,0.028,0.044,0.032
1583255036,0.028,0.044,0.032
1583255094,0.028,0.044,0.032
1583255156,0.028,0.044,0.032
1583255213,0.028,0.044,0.036000000000000004
1583508233,0.028,0.044,0.036000000000000004
1583508295,0.028,0.044,0.036000000000000004
1583508352,0.028,0.044,0.036000000000000004
1583508415,0.028,0.044,0.036000000000000004
1583508472,0.028,0.044,0.036000000000000004
1583508535,0.028,0.044,0.036000000000000004
1583508592,0.028,0.044,0.036000000000000004
1583569013,0.028,0.044,0.036000000000000004
1583569075,0.028,0.044,0.036000000000000004
1583569133,0.028,0.044,0.036000000000000004
1583569195,0.028,0.044,0.036000000000000004
1583569253,0.028,0.044,0.036000000000000004
1583569315,0.028,0.044,0.032
1583569373,0.028,0.044,0.032
1583569435,0.028,0.044,0.032
1583569492,0.028,0.044,0.036000000000000004
1583569555,0.028,0.044,0.032
1583997056,0.028,0.044,0.036000000000000004
1583997114,0.028,0.044,0.036000000000000004
1583997176,0.028,0.044,0.036000000000000004
1583997233,0.028,0.044,0.036000000000000004
1583997296,0.028,0.044,0.036000000000000004
1583997353,0.028,0.044,0.036000000000000004
1583997416,0.028,0.044,0.036000000000000004
1583997473,0.028,0.044,0.036000000000000004
1583997536,0.028,0.044,0.036000000000000004
1583997593,0.028,0.044,0.036000000000000004
1583997655,0.028,0.044,0.036000000000000004
1583997713,0.028,0.044,0.036000000000000004
1584002993,0.028,0.044,0.036000000000000004
1584003055,0.028,0.044,0.036000000000000004
1584003113,0.028,0.044,0.036000000000000004
1584003175,0.028,0.044,0.036000000000000004
1584003233,0.028,0.044,0.036000000000000004
1584003295,0.028,0.044,0.036000000000000004
1584003352,0.028,0.044,0.036000000000000004
1584003415,0.028,0.044,0.036000000000000004
1584003472,0.028,0.044,0.036000000000000004
1584003535,0.028,0.044,0.036000000000000004
1584003592,0.028,0.044,0.036000000000000004
1584003655,0.028,0.044,0.036000000000000004
1584087514,0.028,0.044,0.036000000000000004
1584087576,0.028,0.044,0.036000000000000004
1584087634,0.028,0.044,0.036000000000000004
1584087696,0.028,0.044,0.036000000000000004
1584087754,0.028,0.044,0.036000000000000004
1584087816,0.028,0.044,0.036000000000000004
1584087874,0.028,0.044,0.036000000000000004
1584087936,0.028,0.044,0.036000000000000004
1584087994,0.028,0.044,0.036000000000000004
1584088056,0.028,0.044,0.036000000000000004
1584088113,0.028,0.044,0.036000000000000004
1584088176,0.028,0.044,0.036000000000000004
1584088233,0.028,0.044,0.036000000000000004
1584093394,0.028,0.044,0.036000000000000004
1584093457,0.028,0.044,0.036000000000000004
1584093514,0.028,0.044,0.036000000000000004
1584093577,0.028,0.044,0.036000000000000004
1584093634,0.028,0.044,0.036000000000000004
1584093696,0.028,0.044,0.036000000000000004
1584093754,0.028,0.044,0.036000000000000004
1584093816,0.028,0.044,0.036000000000000004
1584093874,0.028,0.044,0.036000000000000004
1584093936,0.028,0.044,0.036000000000000004
1584093994,0.028,0.044,0.036000000000000004
1584094056,0.028,0.044,0.036000000000000004
1584094114,0.028,0.044,0.036000000000000004
1584099214,0.028,0.044,0.036000000000000004
1584099276,0.028,0.044,0.036000000000000004
1584099333,0.028,0.044,0.036000000000000004
1584099396,0.028,0.044,0.036000000000000004
1584099453,0.028,0.044,0.036000000000000004
1584099516,0.028,0.044,0.036000000000000004
1584099573,0.028,0.044,0.036000000000000004
1584099636,0.028,0.044,0.036000000000000004
1584099693,0.028,0.044,0.036000000000000004
1584099755,0.028,0.044,0.036000000000000004
1584099813,0.028,0.044,0.036000000000000004
1584099875,0.028,0.044,0.036000000000000004
1584099933,0.028,0.044,0.036000000000000004
1584099995,0.028,0.044,0.036000000000000004
1584105034,0.028,0.044,0.036000000000000004
1584105097,0.028,0.044,0.036000000000000004
1584105154,0.028,0.044,0.036000000000000004
1584105216,0.028,0.044,0.036000000000000004
1584105274,0.028,0.044,0.036000000000000004
1584105336,0.028,0.044,0.036000000000000004
1584105394,0.028,0.044,0.036000000000000004
1584105456,0.028,0.044,0.036000000000000004
1584105514,0.028,0.044,0.032
1584105576,0.028,0.044,0.036000000000000004
1584105634,0.028,0.044,0.036000000000000004
1584165996,0.028,0.044,0.036000000000000004
1584166053,0.032,0.04,0.036000000000000004
1584166115,0.032,0.04,0.036000000000000004
1584166173,0.032,0.044,0.036000000000000004
1584166235,0.032,0.044,0.036000000000000004
1584166293,0.032,0.044,0.036000000000000004
1584166355,0.032,0.044,0.036000000000000004
1584166417,0.032,0.044,0.036000000000000004
1584166475,0.032,0.044,0.036000000000000004
1584171937,0.028,0.044,0.036000000000000004
1584171994,0.028,0.044,0.036000000000000004
1584172056,0.028,0.044,0.036000000000000004
1584172114,0.028,0.044,0.036000000000000004
1584172176,0.028,0.044,0.036000000000000004
1584172234,0.028,0.044,0.036000000000000004
1584172296,0.028,0.044,0.036000000000000004
1584172354,0.028,0.044,0.036000000000000004
1584172416,0.028,0.044,0.036000000000000004
1584172474,0.028,0.044,0.036000000000000004
1584172536,0.028,0.044,0.036000000000000004
1584172593,0.028,0.044,0.036000000000000004
1584172713,0.028,0.044,0.036000000000000004
1584177756,0.028,0.044,0.036000000000000004
1584177813,0.028,0.044,0.036000000000000004
1584177875,0.032,0.04,0.036000000000000004
1584177933,0.032,0.04,0.036000000000000004
1584177995,0.032,0.04,0.036000000000000004
1584178058,0.032,0.04,0.036000000000000004
1584178115,0.032,0.044,0.036000000000000004
1584178177,0.032,0.044,0.036000000000000004
1584178235,0.032,0.044,0.036000000000000004
1584178297,0.032,0.044,0.036000000000000004
1584178355,0.032,0.044,0.036000000000000004
1584178417,0.032,0.044,0.036000000000000004
1584178475,0.032,0.044,0.036000000000000004
1584183695,0.028,0.044,0.036000000000000004
1584183758,0.028,0.044,0.036000000000000004
1584183815,0.028,0.044,0.036000000000000004
1584183877,0.028,0.044,0.036000000000000004
1584183935,0.028,0.044,0.036000000000000004
1584183997,0.028,0.044,0.036000000000000004
1584184055,0.028,0.044,0.036000000000000004
1584184117,0.028,0.044,0.036000000000000004
1584184175,0.028,0.044,0.036000000000000004
1584184237,0.028,0.044,0.036000000000000004
1584184294,0.028,0.044,0.036000000000000004
1584184357,0.028,0.044,0.036000000000000004
1584184414,0.028,0.044,0.036000000000000004
1584250416,0.028,0.044,0.036000000000000004
1584250473,0.028,0.044,0.036000000000000004
1584250536,0.028,0.044,0.036000000000000004
1584250593,0.032,0.04,0.036000000000000004
1584250655,0.032,0.044,0.036000000000000004
1584250713,0.032,0.044,0.036000000000000004
1584250775,0.032,0.044,0.036000000000000004
1584250833,0.032,0.044,0.036000000000000004
1584250895,0.032,0.044,0.036000000000000004
1584250953,0.032,0.044,0.036000000000000004
1584251015,0.028,0.044,0.036000000000000004
1584251077,0.028,0.044,0.036000000000000004
1584251135,0.028,0.044,0.036000000000000004
1584256369,0.028,0.044,0.036000000000000004
1584256417,0.032,0.04,0.036000000000000004
1584256474,0.032,0.04,0.036000000000000004
1584256537,0.032,0.04,0.036000000000000004
1584256594,0.028,0.04,0.036000000000000004
1584256657,0.028,0.04,0.036000000000000004
1584256714,0.028,0.04,0.036000000000000004
1584256776,0.028,0.04,0.036000000000000004
1584256834,0.028,0.044,0.036000000000000004
1584256896,0.028,0.044,0.036000000000000004
1584257016,0.028,0.044,0.036000000000000004
1584267995,0.028,0.044,0.036000000000000004
1584268056,0.028,0.044,0.036000000000000004
1584268113,0.028,0.044,0.036000000000000004
1584268175,0.028,0.044,0.036000000000000004
1584268233,0.028,0.044,0.036000000000000004
1584268295,0.028,0.044,0.036000000000000004
1584268358,0.028,0.044,0.036000000000000004
1584268415,0.028,0.044,0.036000000000000004
1584268477,0.028,0.044,0.036000000000000004
1584268535,0.028,0.044,0.036000000000000004
1584268597,0.028,0.044,0.036000000000000004
1584268655,0.028,0.044,0.036000000000000004
1584268717,0.028,0.044,0.036000000000000004
1584334893,0.028,0.044,0.036000000000000004
1584334956,0.028,0.044,0.036000000000000004
1584335013,0.028,0.044,0.036000000000000004
1584335076,0.028,0.044,0.036000000000000004
1584335133,0.028,0.044,0.036000000000000004
1584335196,0.028,0.044,0.036000000000000004
1584335253,0.028,0.044,0.036000000000000004
1584335316,0.028,0.044,0.036000000000000004
1584335373,0.028,0.044,0.036000000000000004
1584335435,0.028,0.044,0.036000000000000004
1584335493,0.028,0.044,0.036000000000000004
1584340717,0.028,0.044,0.036000000000000004
1584340775,0.028,0.044,0.036000000000000004
1584340837,0.028,0.044,0.036000000000000004
1584340894,0.028,0.044,0.036000000000000004
1584340957,0.028,0.044,0.036000000000000004
1584341077,0.028,0.044,0.036000000000000004
1584341134,0.028,0.044,0.036000000000000004
1584341196,0.028,0.044,0.036000000000000004
1584341254,0.028,0.044,0.036000000000000004
1584341316,0.028,0.044,0.036000000000000004
1584341374,0.028,0.044,0.036000000000000004
1584346654,0.028,0.044,0.036000000000000004
1584346717,0.028,0.044,0.036000000000000004
1584346774,0.028,0.044,0.036000000000000004
1584346836,0.028,0.044,0.036000000000000004
1584346894,0.028,0.044,0.036000000000000004
1584346956,0.028,0.044,0.036000000000000004
1584347014,0.028,0.044,0.036000000000000004
1584347076,0.028,0.044,0.036000000000000004
1584347134,0.028,0.044,0.036000000000000004
1584347196,0.028,0.044,0.036000000000000004
1584347253,0.028,0.044,0.036000000000000004
1584347316,0.028,0.044,0.036000000000000004
1584352536,0.028,0.044,0.036000000000000004
1584352594,0.028,0.044,0.036000000000000004
1584352656,0.032,0.04,0.036000000000000004
1584352714,0.032,0.04,0.036000000000000004
1584352776,0.028,0.04,0.036000000000000004
1584352833,0.028,0.04,0.036000000000000004
1584352896,0.028,0.04,0.036000000000000004
1584352953,0.028,0.04,0.036000000000000004
1584353016,0.028,0.04,0.036000000000000004
1584353073,0.028,0.04,0.036000000000000004
1584353136,0.028,0.04,0.036000000000000004
1584358474,0.028,0.044,0.036000000000000004
1584358537,0.028,0.044,0.036000000000000004
1584358594,0.028,0.044,0.036000000000000004
1584358657,0.028,0.044,0.036000000000000004
1584358714,0.028,0.044,0.036000000000000004
1584358777,0.028,0.044,0.036000000000000004
1584358834,0.028,0.044,0.036000000000000004
1584358896,0.028,0.044,0.036000000000000004
1584358954,0.028,0.044,0.036000000000000004
1584359016,0.028,0.044,0.036000000000000004
1584762937,0.028,0.044,0.036000000000000004
1584762995,0.028,0.044,0.036000000000000004
1584763057,0.028,0.044,0.036000000000000004
1584763115,0.028,0.044,0.036000000000000004
1584763177,0.028,0.044,0.036000000000000004
1584763234,0.028,0.044,0.036000000000000004
1584763297,0.028,0.044,0.036000000000000004
1584763354,0.028,0.044,0.036000000000000004
1584763417,0.028,0.044,0.036000000000000004
1584763474,0.028,0.044,0.036000000000000004
1584763537,0.028,0.044,0.036000000000000004
1584763594,0.028,0.044,0.036000000000000004
1584763656,0.028,0.044,0.036000000000000004
1584763714,0.028,0.044,0.036000000000000004
1584768937,0.028,0.044,0.036000000000000004
1584768994,0.028,0.044,0.036000000000000004
1584769057,0.028,0.044,0.036000000000000004
1584769114,0.028,0.044,0.036000000000000004
1584769176,0.028,0.044,0.036000000000000004
1584769234,0.028,0.044,0.036000000000000004
1584769296,0.032,0.04,0.036000000000000004
1584769354,0.032,0.04,0.036000000000000004
1584769536,0.032,0.04,0.036000000000000004
1584769594,0.032,0.04,0.036000000000000004
1584769714,0.032,0.04,0.036000000000000004
1584847425,0.028,0.044,0.036000000000000004
1584847482,0.028,0.044,0.036000000000000004
1584847545,0.028,0.044,0.036000000000000004
1584847602,0.028,0.044,0.036000000000000004
1584847665,0.032,0.04,0.036000000000000004
1584847722,0.032,0.04,0.036000000000000004
1584847785,0.032,0.04,0.036000000000000004
1584847842,0.032,0.044,0.036000000000000004
1584847904,0.032,0.044,0.036000000000000004
1584847962,0.032,0.044,0.036000000000000004
1584848024,0.032,0.044,0.036000000000000004
1584848144,0.032,0.044,0.036000000000000004
1584853365,0.028,0.044,0.036000000000000004
1584853423,0.032,0.04,0.036000000000000004
1584853485,0.032,0.04,0.036000000000000004
1584853543,0.032,0.04,0.036000000000000004
1584853605,0.032,0.04,0.036000000000000004
1584853663,0.032,0.04,0.036000000000000004
1584853725,0.032,0.044,0.036000000000000004
1584853782,0.032,0.044,0.036000000000000004
1584853845,0.032,0.044,0.036000000000000004
1584853902,0.032,0.044,0.036000000000000004
1584853965,0.032,0.044,0.036000000000000004
1584854022,0.032,0.044,0.036000000000000004
1584854085,0.032,0.044,0.036000000000000004
1584854204,0.032,0.044,0.036000000000000004
1585016324,0.028,0.044,0.036000000000000004
1585016382,0.028,0.044,0.036000000000000004
1585016444,0.028,0.044,0.036000000000000004
1585016564,0.028,0.044,0.036000000000000004
1585016626,0.028,0.044,0.036000000000000004
1585016684,0.028,0.044,0.036000000000000004
1585016746,0.028,0.044,0.036000000000000004
1585016804,0.028,0.044,0.036000000000000004
1585016866,0.028,0.044,0.036000000000000004
1585016924,0.028,0.044,0.036000000000000004
1585022142,0.028,0.044,0.036000000000000004
1585022279,0.028,0.044,0.036000000000000004
1585022284,0.028,0.044,0.036000000000000004
1585022308,0.028,0.044,0.036000000000000004
1585022313,0.028,0.044,0.036000000000000004
1585022322,0.028,0.044,0.036000000000000004
1585022370,0.028,0.044,0.036000000000000004
1585022380,0.028,0.044,0.036000000000000004
1585022505,0.028,0.044,0.036000000000000004
1585022625,0.028,0.044,0.036000000000000004
1585022682,0.028,0.044,0.036000000000000004
1585022802,0.028,0.044,0.036000000000000004
1585022864,0.028,0.044,0.036000000000000004
1585022984,0.028,0.044,0.036000000000000004
1587416114,0.028,0.044,0.036000000000000004
1587416177,0.028,0.044,0.036000000000000004
1587416234,0.028,0.044,0.036000000000000004
1587416296,0.028,0.044,0.036000000000000004
1587416354,0.028,0.044,0.036000000000000004
1587416416,0.028,0.044,0.036000000000000004
1587416474,0.028,0.044,0.036000000000000004
1587416536,0.028,0.044,0.036000000000000004
1587416594,0.028,0.044,0.036000000000000004
1587416656,0.028,0.044,0.036000000000000004
1587759798,0.028,6.756,6.744
1587759861,0.028,6.76,6.748
1587759918,0.028,6.772,6.764
1587759981,0.028,6.796,6.776
1587760038,0.028,6.824,6.804
1587760101,0.028,6.836,6.824
1587760158,0.028,6.848,6.836
1587760220,0.028,6.892,6.864
1587760278,0.028,6.9,6.88
1587760340,0.028,6.9,6.828
1588266533,0.028,6.924,0.032
1588266590,0.028,6.924,0.036000000000000004
1588266653,0.028,6.924,0.036000000000000004
1588266710,0.028,6.924,0.036000000000000004
1588266772,0.028,6.924,0.036000000000000004
1588266830,0.028,6.924,0.036000000000000004
1588266892,0.028,6.924,0.036000000000000004
1588266950,0.028,6.924,0.036000000000000004
1588267012,0.028,6.924,0.036000000000000004
1588267070,0.028,6.924,0.036000000000000004
1588267132,0.028,6.924,0.036000000000000004
