time,Panel_3_Power_Min,Panel_3_Power_Max,Panel_3_Power_Avg,Panel_1_Temperature_Min
1581626961,-0.22247314453125,8.9337158203125,0.0,-18
1581627018,-0.22247314453125,8.9337158203125,0.0,-18
1581627081,-0.22247314453125,8.9337158203125,0.0,-18
1581627138,-0.22247314453125,8.9337158203125,0.0,-18
1581627200,-0.22247314453125,8.9337158203125,0.0,-18
1581627258,-0.22247314453125,8.9337158203125,0.0,-18
1581627320,-0.22247314453125,8.9337158203125,0.0,-18
1581627378,-0.22247314453125,8.9337158203125,0.0,-18
1581627440,-0.22247314453125,8.9337158203125,0.0,-18
1581789622,-0.234375,9.0802001953125,0.0,-18
1581789684,-0.234375,9.0802001953125,0.0,-18
1581789742,-0.234375,9.0802001953125,0.0,-18
1581789804,-0.234375,9.0802001953125,0.0,-18
1581789862,-0.234375,9.0802001953125,0.0,-18
1581789924,-0.234375,9.0802001953125,0.0,-18
1581789982,-0.234375,9.0802001953125,0.0,-18
1581790044,-0.234375,9.0802001953125,0.0,-18
1581790101,-0.234375,9.0802001953125,0.0,-18
1581790164,-0.234375,9.0802001953125,0.0,-18
1581891801,-0.234375,9.0802001953125,0.0,-18
1581891863,-0.234375,9.0802001953125,0.0,-18
1581891921,-0.234375,9.0802001953125,0.0,-18
1581891983,-0.234375,9.0802001953125,0.0,-18
1581892041,-0.234375,9.0802001953125,0.0,-18
1581892103,-0.234375,9.0802001953125,0.0,-18
1581892160,-0.234375,9.0802001953125,0.0,-18
1581892223,-0.234375,9.0802001953125,0.0,-18
1581892280,-0.234375,9.0802001953125,0.0,-18
1581892343,-0.234375,9.0802001953125,0.0,-18
1581892400,-0.234375,9.0802001953125,0.0,-18
1581892462,-0.234375,9.0802001953125,0.0,-18
1582223663,-0.00640869140625,6.97998046875,0.0,-21
1582223721,-0.00640869140625,6.97998046875,0.0,-21
1582223779,-0.00640869140625,6.97998046875,0.0,-21
1582223783,-0.00640869140625,6.97998046875,0.0,-21
1582223841,-0.00640869140625,6.97998046875,0.0,-21
1582223903,-0.00640869140625,6.97998046875,0.0,-21
1582223961,-0.00640869140625,6.97998046875,0.0,-21
1582224023,-0.00640869140625,6.97998046875,0.0,-21
1582224081,-0.00640869140625,6.97998046875,0.0,-21
1582224143,-0.00640869140625,6.97998046875,0.0,-21
1582224200,-0.00640869140625,6.97998046875,0.0,-21
1582224263,-0.00640869140625,6.97998046875,0.0,-21
1582224320,-0.00640869140625,6.97998046875,0.0,-21
1582224383,-0.00640869140625,6.97998046875,0.0,-21
1582224440,-0.00640869140625,6.97998046875,0.0,-21
1582224502,-0.00640869140625,6.97998046875,0.0,-21
1582229483,-0.17852783203125,6.97998046875,0.0,-24
1582229598,-0.17852783203125,6.97998046875,0.0,-24
1582229603,-0.17852783203125,6.97998046875,0.0,-24
1582229661,-0.17852783203125,6.97998046875,0.0,-24
1582229723,-0.17852783203125,6.97998046875,0.0,-24
1582229781,-0.17852783203125,6.97998046875,0.0,-24
1582229843,-0.17852783203125,6.97998046875,0.0,-24
1582229900,-0.17852783203125,6.97998046875,0.0,-24
1582229963,-0.17852783203125,6.97998046875,0.0,-24
1582230020,-0.17852783203125,6.97998046875,0.0,-24
1582230083,-0.17852783203125,6.97998046875,0.0,-24
1582230140,-0.17852783203125,6.97998046875,0.0,-24
1582230202,-0.17852783203125,6.97998046875,0.0,-24
1582230260,-0.17852783203125,6.97998046875,0.0,-24
1582230322,-0.17852783203125,6.97998046875,0.0,-24
1582235360,-0.17852783203125,6.97998046875,0.0,-37
1582235422,-0.17852783203125,6.97998046875,0.0,-37
1582235484,-0.17852783203125,6.97998046875,0.0,-37
1582235542,-0.17852783203125,6.97998046875,0.0,-37
1582235604,-0.17852783203125,6.97998046875,0.0,-37
1582235662,-0.17852783203125,6.97998046875,0.0,-37
1582235724,-0.17852783203125,6.97998046875,0.0,-37
1582235782,-0.17852783203125,6.97998046875,0.0,-37
1582235844,-0.17852783203125,6.97998046875,0.0,-37
1582235902,-0.17852783203125,6.97998046875,0.0,-37
1582235964,-0.17852783203125,6.97998046875,0.0,-37
1582236021,-0.17852783203125,6.97998046875,0.0,-37
1582236084,-0.17852783203125,6.97998046875,0.0,-37
1582308084,-0.230712890625,8.0621337890625,0.0,-40
1582308141,-0.230712890625,8.0621337890625,0.0,-40
1582308204,-0.230712890625,8.0621337890625,0.0,-40
1582308261,-0.230712890625,8.0621337890625,0.0,-40
1582308324,-0.230712890625,8.0621337890625,0.0,-40
1582308381,-0.230712890625,8.0621337890625,0.0,-40
1582308443,-0.230712890625,8.0621337890625,0.0,-40
1582308501,-0.230712890625,8.0621337890625,0.0,-40
1582308683,-0.230712890625,8.0621337890625,0.0,-40
1582308741,-0.230712890625,8.0621337890625,0.0,-40
1582308803,-0.230712890625,8.0621337890625,0.0,-40
1582308861,-0.230712890625,8.0621337890625,0.0,-40
1582319962,-0.230712890625,8.0621337890625,0.0,-40
1582320020,-0.230712890625,8.0621337890625,0.0,-40
1582320082,0.08514404296875,0.27191162109375,0.0,1
1582320140,0.08514404296875,0.36163330078125,0.0,1
1582320202,0.08514404296875,0.36163330078125,0.0,1
1582320260,0.0146484375,1.5765380859375,0.0,1
1582320322,0.0146484375,2.1478271484375,0.0,1
1582320384,0.0146484375,2.1478271484375,0.0,1
1582320442,0.0146484375,2.1478271484375,0.0,1
1582320504,0.0146484375,2.1478271484375,0.0,1
1582320562,0.0146484375,2.1478271484375,0.0,1
1582488773,0.0,6.75567626953125,0.0,-18
1582488893,0.0,6.75567626953125,0.0,-18
1582488955,0.0,6.75567626953125,0.0,-18
1582489022,0.0,6.75567626953125,0.0,-18
1582489075,0.0,6.75567626953125,0.0,-18
1582489195,0.0,6.75567626953125,0.0,-18
1582489253,0.0,6.75567626953125,0.0,-18
1582916934,-0.16845703125,8.11798095703125,0.0,-23
1582916995,-0.16845703125,8.11798095703125,0.0,-23
1582917053,-0.16845703125,8.11798095703125,0.0,-23
1582917124,-0.16845703125,8.11798095703125,0.0,-23
1582917172,-0.16845703125,8.11798095703125,0.0,-23
1582983836,-0.16845703125,8.11798095703125,0.0,-23
1582983894,-0.16845703125,8.11798095703125,0.0,-23
1582983956,-0.16845703125,8.11798095703125,0.0,-23
1582984014,-0.16845703125,8.11798095703125,0.0,-23
1582984076,-0.16845703125,8.11798095703125,0.0,-23
1582984134,-0.16845703125,8.11798095703125,0.0,-23
1582984196,-0.16845703125,8.11798095703125,0.0,-23
1582984253,-0.16845703125,8.11798095703125,0.0,-23
1582984316,-0.16845703125,8.11798095703125,0.0,-23
1582984373,-0.16845703125,8.11798095703125,0.0,-23
1582984436,-0.16845703125,8.11798095703125,0.0,-23
1582984493,-0.16845703125,8.11798095703125,0.0,-23
1582984556,-0.16845703125,8.11798095703125,0.0,-23
1582984613,-0.16845703125,8.11798095703125,0.0,-23
1582989776,-0.16845703125,8.11798095703125,0.0,-23
1582989833,-0.16845703125,8.11798095703125,0.0,-23
1582989896,-0.16845703125,8.11798095703125,0.0,-23
1582989953,-0.16845703125,8.11798095703125,0.0,-23
1582990016,-0.16845703125,8.11798095703125,0.0,-23
1582990073,-0.16845703125,8.11798095703125,0.0,-23
1582990136,-0.16845703125,8.11798095703125,0.0,-23
1582990193,-0.16845703125,8.11798095703125,0.0,-23
1582990255,-0.16845703125,8.11798095703125,0.0,-23
1582990313,-0.16845703125,8.11798095703125,0.0,-23
1582990375,-0.16845703125,8.11798095703125,0.0,-23
1582990433,-0.16845703125,8.11798095703125,0.0,-23
1582990495,-0.16845703125,8.11798095703125,0.0,-23
1582995475,-0.16845703125,8.11798095703125,0.0,-23
1582995533,-0.16845703125,8.11798095703125,0.0,-23
1582995595,-0.16845703125,8.11798095703125,0.0,-23
1582995652,-0.16845703125,8.11798095703125,0.0,-23
1582995715,-0.16845703125,8.11798095703125,0.0,-23
1582995772,-0.16845703125,8.11798095703125,0.0,-23
1582995835,-0.16845703125,8.11798095703125,0.0,-23
1582995892,-0.16845703125,8.11798095703125,0.0,-23
1582995954,-0.16845703125,8.11798095703125,0.0,-23
1582996012,-0.16845703125,8.11798095703125,0.0,-23
1582996074,-0.16845703125,8.11798095703125,0.0,-23
1582996132,-0.16845703125,8.11798095703125,0.0,-23
1582996194,-0.16845703125,8.11798095703125,0.0,-23
1582996252,-0.16845703125,8.11798095703125,0.0,-23
1582996314,-0.16845703125,8.11798095703125,0.0,-23
1583074016,-0.16845703125,8.11798095703125,0.0,-23
1583074073,-0.16845703125,8.11798095703125,0.0,-23
1583074136,-0.16845703125,8.11798095703125,0.0,-23
1583074193,-0.16845703125,8.11798095703125,0.0,-23
1583074256,-0.16845703125,8.11798095703125,0.0,-23
1583074313,-0.16845703125,8.11798095703125,0.0,-23
1583074375,-0.16845703125,8.11798095703125,0.0,-23
1583074433,-0.16845703125,8.11798095703125,0.0,-23
1583074495,-0.16845703125,8.11798095703125,0.0,-23
1583074553,-0.16845703125,8.11798095703125,0.0,-23
1583074615,-0.16845703125,8.11798095703125,0.0,-23
1583074673,-0.16845703125,8.11798095703125,0.0,-23
1583074735,-0.16845703125,8.11798095703125,0.0,-23
1583074793,-0.16845703125,8.11798095703125,0.0,-23
1583074855,-0.16845703125,8.11798095703125,0.0,-23
1583080016,-0.16845703125,8.11798095703125,0.0,-23
1583080073,-0.16845703125,8.11798095703125,0.0,-23
1583080136,-0.16845703125,8.11798095703125,0.0,-23
1583080193,-0.16845703125,8.11798095703125,0.0,-23
1583080256,-0.16845703125,8.11798095703125,0.0,-23
1583080313,-0.16845703125,8.11798095703125,0.0,-23
1583080375,-0.16845703125,8.11798095703125,0.0,-23
1583080433,-0.16845703125,8.11798095703125,0.0,-23
1583080495,-0.16845703125,8.11798095703125,0.0,-23
1583080553,-0.16845703125,8.11798095703125,0.0,-23
1583080615,-0.16845703125,8.11798095703125,0.0,-23
1583080673,-0.16845703125,8.11798095703125,0.0,-23
1583080735,-0.16845703125,8.11798095703125,0.0,-23
1583248914,-0.16845703125,8.11798095703125,0.0,-23
1583248972,-0.16845703125,8.11798095703125,0.0,-23
1583249034,-0.16845703125,8.11798095703125,0.0,-23
1583249096,-0.16845703125,8.11798095703125,0.0,-23
1583249154,-0.16845703125,8.11798095703125,0.0,-23
1583249216,-0.16845703125,8.11798095703125,0.0,-23
1583249274,-0.16845703125,8.11798095703125,0.0,-23
1583249336,-0.16845703125,8.11798095703125,0.0,-23
1583249394,-0.16845703125,8.11798095703125,0.0,-23
1583254734,-0.16845703125,8.11798095703125,0.0,-23
1583254854,-0.16845703125,8.11798095703125,0.0,-23
1583254916,-0.16845703125,8.11798095703125,0.0,-23
1583254974,-0.16845703125,8.11798095703125,0.0,-23
1583255036,-0.16845703125,8.11798095703125,0.0,-23
1583255094,-0.16845703125,8.11798095703125,0.0,-23
1583255156,-0.16845703125,8.11798095703125,0.0,-23
1583255213,-0.16845703125,8.11798095703125,0.0,-23
1583508233,-0.16845703125,8.11798095703125,0.0,-23
1583508295,-0.16845703125,8.11798095703125,0.0,-23
1583508352,-0.16845703125,8.11798095703125,0.0,-23
1583508415,-0.16845703125,8.11798095703125,0.0,-23
1583508472,-0.16845703125,8.11798095703125,0.0,-23
1583508535,-0.16845703125,8.11798095703125,0.0,-23
1583508592,-0.16845703125,8.11798095703125,0.0,-23
1583569013,-0.16845703125,8.61602783203125,0.0,-23
1583569075,-0.16845703125,8.61602783203125,0.0,-23
1583569133,-0.16845703125,8.61602783203125,0.0,-23
1583569195,-0.16845703125,8.61602783203125,0.0,-23
1583569253,-0.16845703125,8.61602783203125,0.0,-23
1583569315,-0.16845703125,8.61602783203125,0.0,-23
1583569373,-0.16845703125,8.61602783203125,0.0,-23
1583569435,-0.16845703125,8.61602783203125,0.0,-23
1583569492,-0.16845703125,8.61602783203125,0.0,-23
1583569555,-0.16845703125,8.61602783203125,0.0,-23
1583997056,-0.234375,8.61602783203125,0.0,-23
1583997114,-0.234375,8.61602783203125,0.0,-23
1583997176,-0.234375,8.61602783203125,0.0,-23
1583997233,-0.234375,8.61602783203125,0.0,-23
1583997296,-0.234375,8.61602783203125,0.0,-23
1583997353,-0.234375,8.61602783203125,0.0,-23
1583997416,-0.234375,8.61602783203125,0.0,-23
1583997473,-0.234375,8.61602783203125,0.0,-23
1583997536,-0.234375,8.61602783203125,0.0,-23
1583997593,-0.234375,8.61602783203125,0.0,-23
1583997655,-0.234375,8.61602783203125,0.0,-23
1583997713,-0.234375,8.61602783203125,0.0,-23
1584002993,-0.234375,8.61602783203125,0.0,-23
1584003055,-0.234375,8.61602783203125,0.0,-23
1584003113,-0.234375,8.61602783203125,0.0,-23
1584003175,-0.234375,8.61602783203125,0.0,-23
1584003233,-0.234375,8.61602783203125,0.0,-23
1584003295,-0.234375,8.61602783203125,0.0,-23
1584003352,-0.234375,8.61602783203125,0.0,-23
1584003415,-0.234375,8.61602783203125,0.0,-23
1584003472,-0.234375,8.61602783203125,0.0,-23
1584003535,-0.234375,8.61602783203125,0.0,-23
1584003592,-0.234375,8.61602783203125,0.0,-23
1584003655,-0.234375,8.61602783203125,0.0,-23
1584087514,-0.234375,8.61602783203125,0.0,-23
1584087576,-0.234375,8.61602783203125,0.0,-23
1584087634,-0.234375,8.61602783203125,0.0,-23
1584087696,-0.234375,8.61602783203125,0.0,-23
1584087754,-0.234375,8.61602783203125,0.0,-23
1584087816,-0.234375,8.61602783203125,0.0,-23
1584087874,-0.234375,8.61602783203125,0.0,-23
1584087936,-0.234375,8.61602783203125,0.0,-23
1584087994,-0.234375,8.61602783203125,0.0,-23
1584088056,-0.234375,8.61602783203125,0.0,-23
1584088113,-0.234375,8.61602783203125,0.0,-23
1584088176,-0.234375,8.61602783203125,0.0,-23
1584088233,-0.234375,8.61602783203125,0.0,-23
1584099516,0.0,0.0018310546875,0.0,-14
1584099573,0.0,4.97406005859375,0.0,-14
1584099636,0.0,5.99853515625,0.0,-15
1584099693,0.0,6.5203857421875,0.0,-15
1584099755,0.0,6.522216796875,0.0,-15
1584099813,0.0,6.522216796875,0.0,-15
1584099875,0.0,6.522216796875,0.0,-16
1584099933,0.0,6.522216796875,0.0,-16
1584099995,0.0,6.522216796875,0.0,-16
1584105034,0.0,6.522216796875,0.0,-16
1584105097,0.0,6.522216796875,0.0,-16
1584105154,0.0,6.522216796875,0.0,-16
1584105216,0.0,6.522216796875,0.0,-16
1584105274,0.0,6.522216796875,0.0,-16
1584105336,0.0,6.522216796875,0.0,-16
1584105394,0.0,6.522216796875,0.0,-16
1584105456,0.0,6.5863037109375,0.0,-16
1584105514,0.0,6.63299560546875,0.0,-17
1584105576,0.0,6.63299560546875,0.0,-17
1584105634,0.0,6.63299560546875,0.0,-17
1584165996,-0.1171875,6.63299560546875,0.0,-17
1584166053,-0.1171875,6.63299560546875,0.0,-17
1584166115,-0.1171875,6.63299560546875,0.0,-17
1584166173,-0.1171875,6.63299560546875,0.0,-17
1584166235,-0.1171875,6.63299560546875,0.0,-17
1584166293,-0.1171875,6.63299560546875,0.0,-17
1584166355,-0.1171875,6.63299560546875,0.0,-17
1584166413,-0.1171875,6.63299560546875,0.0,-17
1584166475,-0.1171875,6.63299560546875,0.0,-17
1584171937,-0.1171875,6.63299560546875,0.0,-17
1584171994,-0.1171875,6.63299560546875,0.0,-17
1584172056,-0.1171875,6.63299560546875,0.0,-17
1584172114,-0.1171875,6.63299560546875,0.0,-17
1584172176,-0.1171875,6.63299560546875,0.0,-17
1584172234,-0.1171875,6.63299560546875,0.0,-17
1584172296,-0.1171875,6.63299560546875,0.0,-17
1584172354,-0.1171875,6.63299560546875,0.0,-17
1584172416,-0.1171875,6.63299560546875,0.0,-17
1584172474,-0.1171875,6.63299560546875,0.0,-17
1584172536,-0.1171875,6.63299560546875,0.0,-17
1584172593,-0.1171875,6.63299560546875,0.0,-17
1584172713,-0.1171875,6.63299560546875,0.0,-17
1584177756,-0.1171875,6.89300537109375,0.0,-17
1584177813,-0.1171875,6.89300537109375,0.0,-17
1584177875,-0.1171875,6.89300537109375,0.0,-17
1584177933,-0.1171875,6.89300537109375,0.0,-17
1584177995,-0.1171875,6.89300537109375,0.0,-17
1584178053,-0.1171875,6.89300537109375,0.0,-17
1584178115,-0.1171875,6.89300537109375,0.0,-17
1584178173,-0.1171875,6.89300537109375,0.0,-17
1584178235,-0.1171875,6.89300537109375,0.0,-17
1584178297,-0.1171875,6.89300537109375,0.0,-17
1584178355,-0.1171875,6.89300537109375,0.0,-17
1584178417,-0.1171875,6.89300537109375,0.0,-17
1584178475,-0.1171875,6.89300537109375,0.0,-17
1584183695,-0.1171875,6.89300537109375,0.0,-17
1584183753,-0.1171875,6.89300537109375,0.0,-17
1584183815,-0.1171875,6.89300537109375,0.0,-17
1584183877,-0.1171875,6.89300537109375,0.0,-17
1584183935,-0.1171875,6.89300537109375,0.0,-17
1584183997,-0.1171875,6.89300537109375,0.0,-17
1584184055,-0.1171875,6.89300537109375,0.0,-17
1584184117,-0.1171875,6.89300537109375,0.0,-17
1584184175,-0.1171875,6.89300537109375,0.0,-17
1584184237,-0.1171875,6.89300537109375,0.0,-17
1584184294,-0.1171875,6.89300537109375,0.0,-17
1584184357,-0.1171875,6.89300537109375,0.0,-17
1584184414,-0.1171875,6.89300537109375,0.0,-17
1584250416,-0.1171875,6.89300537109375,0.0,-17
1584250473,-0.1171875,8.8824462890625,0.0,-17
1584250536,-0.1171875,8.8824462890625,0.0,-17
1584250593,-0.1171875,8.8824462890625,0.0,-17
1584250655,-0.1171875,8.8824462890625,0.0,-17
1584250713,-0.1171875,8.8824462890625,0.0,-17
1584250775,-0.1171875,8.8824462890625,0.0,-17
1584250833,-0.1171875,8.8824462890625,0.0,-17
1584250895,-0.1171875,8.8824462890625,0.0,-17
1584250953,-0.1171875,8.8824462890625,0.0,-17
1584251015,-0.1171875,8.8824462890625,0.0,-17
1584251073,-0.1171875,8.8824462890625,0.0,-17
1584251135,-0.1171875,8.8824462890625,0.0,-17
1584256369,-0.1171875,8.8824462890625,0.0,-17
1584256417,-0.1171875,8.8824462890625,0.0,-17
1584256474,-0.1171875,8.8824462890625,0.0,-17
1584256537,-0.1171875,8.8824462890625,0.0,-17
1584256594,-0.1171875,8.8824462890625,0.0,-17
1584256657,-0.1171875,8.8824462890625,0.0,-17
1584256714,-0.1171875,8.8824462890625,0.0,-17
1584256776,-0.1171875,8.8824462890625,0.0,-17
1584256834,-0.1171875,8.8824462890625,0.0,-17
1584256896,-0.1171875,8.8824462890625,0.0,-17
1584257016,-0.1171875,8.8824462890625,0.0,-17
1584267995,-0.1171875,8.8824462890625,0.0,-17
1584268056,-0.1171875,8.8824462890625,0.0,-17
1584268113,-0.1171875,8.8824462890625,0.0,-17
1584268175,-0.1171875,8.8824462890625,0.0,-17
1584268233,-0.1171875,8.8824462890625,0.0,-17
1584268295,-0.1171875,8.8824462890625,0.0,-17
1584268353,-0.1171875,8.8824462890625,0.0,-17
1584268415,-0.1171875,8.8824462890625,0.0,-17
1584268473,-0.1171875,8.8824462890625,0.0,-17
1584268535,-0.1171875,8.8824462890625,0.0,-17
1584268597,-0.1171875,8.8824462890625,0.0,-17
1584268655,-0.1171875,8.8824462890625,0.0,-17
1584268717,-0.1171875,8.8824462890625,0.0,-17
1584334893,-0.1171875,8.8824462890625,0.0,-19
1584334956,-0.1171875,8.8824462890625,0.0,-19
1584335013,-0.1171875,8.8824462890625,0.0,-19
1584335076,-0.1171875,8.8824462890625,0.0,-19
1584335133,-0.1171875,8.8824462890625,0.0,-19
1584335196,-0.1171875,8.8824462890625,0.0,-19
1584335253,-0.1171875,8.8824462890625,0.0,-19
1584335316,-0.1171875,8.8824462890625,0.0,-19
1584335373,-0.1171875,8.8824462890625,0.0,-19
1584335435,-0.1171875,8.8824462890625,0.0,-19
1584335493,-0.1171875,8.8824462890625,0.0,-19
1584340717,-0.1171875,8.8824462890625,0.0,-19
1584340775,-0.1171875,8.8824462890625,0.0,-19
1584340837,-0.1171875,8.8824462890625,0.0,-19
1584340894,-0.1171875,8.8824462890625,0.0,-19
1584340957,-0.1171875,8.8824462890625,0.0,-19
1584341077,-0.1171875,8.8824462890625,0.0,-19
1584341134,-0.1171875,8.8824462890625,0.0,-19
1584341196,-0.1171875,8.8824462890625,0.0,-19
1584341254,-0.1171875,8.8824462890625,0.0,-19
1584341316,-0.1171875,8.8824462890625,0.0,-19
1584341374,-0.1171875,8.8824462890625,0.0,-19
1584346654,-0.1171875,8.8824462890625,0.0,-19
1584346717,-0.1171875,8.8824462890625,0.0,-19
1584346774,-0.1171875,8.8824462890625,0.0,-19
1584346836,-0.1171875,8.8824462890625,0.0,-19
1584346894,-0.1171875,8.8824462890625,0.0,-19
1584346956,-0.1171875,8.8824462890625,0.0,-19
1584347014,-0.1171875,8.8824462890625,0.0,-19
1584347076,-0.1171875,8.8824462890625,0.0,-19
1584347134,-0.1171875,8.8824462890625,0.0,-19
1584347196,-0.1171875,8.8824462890625,0.0,-19
1584347253,-0.1171875,8.8824462890625,0.0,-19
1584347316,-0.1171875,8.8824462890625,0.0,-19
1584352536,-0.1171875,8.8824462890625,0.0,-19
1584352594,-0.1171875,8.8824462890625,0.0,-19
1584352656,-0.1171875,8.8824462890625,0.0,-19
1584352714,-0.1171875,8.8824462890625,0.0,-19
1584352776,-0.1171875,8.8824462890625,0.0,-19
1584352833,-0.1171875,8.8824462890625,0.0,-19
1584352896,-0.1171875,8.8824462890625,0.0,-19
1584352953,-0.1171875,8.8824462890625,0.0,-19
1584353016,-0.1171875,8.8824462890625,0.0,-19
1584353073,-0.1171875,8.8824462890625,0.0,-19
1584353136,-0.1171875,8.8824462890625,0.0,-19
1584358474,-0.1171875,8.8824462890625,0.0,-19
1584358537,-0.1171875,8.8824462890625,0.0,-19
1584358594,-0.1171875,8.8824462890625,0.0,-19
1584358714,0.0,0.0,0.0,-12
1584358777,0.0,0.0,0.0,-13
1584358834,0.0,0.0,0.0,-13
1584358896,0.0,0.1666259765625,0.0,-14
1584358954,0.0,1.00982666015625,0.0,-14
1584359016,0.0,1.00982666015625,0.0,-14
1584762937,-0.22247314453125,8.3843994140625,0.0,-18
1584762995,-0.22247314453125,8.3843994140625,0.0,-18
1584763057,-0.22247314453125,8.3843994140625,0.0,-18
1584763115,-0.22247314453125,8.3843994140625,0.0,-18
1584763177,-0.22247314453125,8.3843994140625,0.0,-18
1584763234,-0.22247314453125,8.3843994140625,0.0,-18
1584763297,-0.22247314453125,8.3843994140625,0.0,-18
1584763354,-0.22247314453125,8.3843994140625,0.0,-18
1584763417,-0.22247314453125,8.3843994140625,0.0,-18
1584763474,-0.22247314453125,8.3843994140625,0.0,-18
1584763537,-0.22247314453125,8.3843994140625,0.0,-18
1584763594,-0.22247314453125,8.3843994140625,0.0,-18
1584763656,-0.22247314453125,8.3843994140625,0.0,-18
1584763714,-0.22247314453125,8.3843994140625,0.0,-18
1584768937,-0.22247314453125,8.73779296875,0.0,-18
1584768994,-0.22247314453125,8.73779296875,0.0,-18
1584769057,-0.22247314453125,8.73779296875,0.0,-18
1584769114,-0.22247314453125,8.73779296875,0.0,-18
1584769176,-0.22247314453125,8.73779296875,0.0,-18
1584769234,-0.22247314453125,8.73779296875,0.0,-18
1584769296,-0.22247314453125,8.73779296875,0.0,-18
1584769354,-0.22247314453125,8.73779296875,0.0,-18
1584769536,-0.22247314453125,8.73779296875,0.0,-18
1584769594,-0.22247314453125,8.73779296875,0.0,-18
1584769714,-0.22247314453125,8.73779296875,0.0,-18
1584847425,-0.234375,9.09393310546875,0.0,-19
1584847482,-0.234375,9.09393310546875,0.0,-19
1584847545,-0.234375,9.09393310546875,0.0,-19
1584847602,-0.234375,9.09393310546875,0.0,-19
1584847665,-0.234375,9.09393310546875,0.0,-19
1584847722,-0.234375,9.09393310546875,0.0,-19
1584847785,-0.234375,9.09393310546875,0.0,-19
1584847842,-0.234375,9.09393310546875,0.0,-19
1584847904,-0.234375,9.09393310546875,0.0,-19
1584847962,-0.234375,9.09393310546875,0.0,-19
1584848024,-0.234375,9.09393310546875,0.0,-19
1584848082,-0.234375,9.09393310546875,0.0,-19
1584848144,-0.234375,9.09393310546875,0.0,-19
1584853365,-0.234375,9.09393310546875,0.0,-19
1584853423,-0.234375,9.09393310546875,0.0,-19
1584853485,-0.234375,9.09393310546875,0.0,-19
1584853543,-0.234375,9.09393310546875,0.0,-19
1584853605,-0.234375,9.09393310546875,0.0,-19
1584853663,-0.234375,9.09393310546875,0.0,-19
1584853725,-0.234375,9.09393310546875,0.0,-19
1584853782,-0.234375,9.09393310546875,0.0,-19
1584853845,-0.234375,9.09393310546875,0.0,-19
1584853902,-0.234375,9.09393310546875,0.0,-19
1584853965,-0.234375,9.09393310546875,0.0,-19
1584854022,-0.234375,9.09393310546875,0.0,-19
1584854085,-0.234375,9.09393310546875,0.0,-19
1584854142,-0.234375,9.09393310546875,0.0,-19
1584854204,-0.234375,9.09393310546875,0.0,-19
1585016324,-0.234375,9.13238525390625,0.0,-19
1585016382,-0.234375,9.13238525390625,0.0,-19
1585016444,-0.234375,9.13238525390625,0.0,-19
1585016502,-0.234375,9.13238525390625,0.0,-19
1585016564,-0.234375,9.13238525390625,0.0,-19
1585016622,-0.234375,9.13238525390625,0.0,-19
1585016684,-0.234375,9.13238525390625,0.0,-19
1585016746,-0.234375,9.13238525390625,0.0,-19
1585016804,-0.234375,9.13238525390625,0.0,-19
1585016866,-0.234375,9.13238525390625,0.0,-19
1585016924,-0.234375,9.13238525390625,0.0,-19
1585022142,-0.234375,9.13238525390625,0.0,-19
1585022625,0.0,0.0,0.0,19
1585022682,0.0,0.0,0.0,17
1585022802,0.0,0.0,0.0,13
