time,Battery_Voltage_Min,Battery_Voltage_Max,Battery_Voltage_Avg
1581192560,6.633773048400879,7.0636908767700195,6.80644496307373
1581192618,6.633773048400879,7.0636908767700195,6.81701671295166
1581192680,6.633773048400879,7.0636908767700195,6.8681135040283205
1581192800,6.633773048400879,7.0636908767700195,6.8769232955932615
1581192858,6.633773048400879,7.0636908767700195,6.827588462829589
1581192920,6.633773048400879,7.0636908767700195,6.829350421142578
1581210201,6.633773048400879,7.0636908767700195,6.827588462829589
1581210258,6.633773048400879,7.0636908767700195,6.797635171508789
1581210321,6.633773048400879,7.0636908767700195,6.788825379943847
1581210345,6.633773048400879,7.0636908767700195,6.794111254882813
1581210378,6.633773048400879,7.0636908767700195,6.8487319625854495
1581210441,6.633773048400879,7.0636908767700195,6.843446087646484
1581210498,6.633773048400879,7.0636908767700195,6.862827629089355
1581210560,6.633773048400879,7.0636908767700195,6.862827629089355
1581210618,6.633773048400879,7.0636908767700195,6.838160212707519
1581210680,6.633773048400879,7.0636908767700195,6.831112379455567
1581210738,6.633773048400879,7.0636908767700195,6.832874337768555
1581288800,6.633773048400879,7.0636908767700195,6.822302587890625
1581457641,6.633773048400879,7.0636908767700195,6.8205406295776365
1581457699,6.633773048400879,7.0636908767700195,6.875161337280273
1581536360,6.633773048400879,7.0636908767700195,6.801159088134765
1581536418,6.633773048400879,7.0636908767700195,6.80644496307373
1581536480,6.633773048400879,7.0636908767700195,6.873399378967285
1581536537,6.633773048400879,7.0636908767700195,6.949163586425781
1581536600,6.633773048400879,7.0636908767700195,7.0178799606323246
1581536657,6.633773048400879,7.0636908767700195,7.037261502075196
1581536720,6.633773048400879,7.0636908767700195,7.046071293640137
1581536777,6.633773048400879,7.0636908767700195,6.9421157531738285
1581536840,6.633773048400879,7.0636908767700195,6.861065670776367
1581626601,6.633773048400879,7.0636908767700195,6.788825379943847
1581626659,6.633773048400879,7.0636908767700195,6.765919921875
1581626721,6.633773048400879,7.0636908767700195,6.797635171508789
1581626778,6.633773048400879,7.0636908767700195,6.8117308380126955
1581626841,6.633773048400879,7.0636908767700195,6.850493920898438
1581626898,6.633773048400879,7.0636908767700195,6.854017837524414
1581626961,6.633773048400879,7.0636908767700195,6.896304837036133
1581627018,6.633773048400879,7.0636908767700195,6.899828753662109
1581627081,6.633773048400879,7.0636908767700195,6.829350421142578
1581627138,6.633773048400879,7.0636908767700195,6.813492796325684
1581627200,6.633773048400879,7.0636908767700195,6.836398254394531
1581627258,6.633773048400879,7.0636908767700195,6.843446087646484
1581627320,6.633773048400879,7.0636908767700195,6.824064546203613
1581627378,6.633773048400879,7.0636908767700195,6.808206921386718
1581627440,6.633773048400879,7.0636908767700195,6.891018962097168
1581789622,6.633773048400879,7.0636908767700195,6.903352670288085
1581789684,6.633773048400879,7.0636908767700195,6.938591836547851
1581789742,6.633773048400879,7.0636908767700195,6.862827629089355
1581789804,6.633773048400879,7.0636908767700195,6.813492796325684
1581789862,6.633773048400879,7.0636908767700195,6.8117308380126955
1581789924,6.633773048400879,7.0636908767700195,6.815254754638672
1581789982,6.633773048400879,7.0636908767700195,6.813492796325684
1581790044,6.633773048400879,7.0636908767700195,6.908638545227051
1581790101,6.633773048400879,7.0636908767700195,7.009070169067383
1581790164,6.633773048400879,7.0636908767700195,7.049595210266113
1581891801,6.633773048400879,7.0636908767700195,6.832874337768555
1581891863,6.633773048400879,7.0636908767700195,6.855779795837402
1581891921,6.633773048400879,7.0636908767700195,6.908638545227051
1581891983,6.633773048400879,7.0636908767700195,6.943877711486817
1581892041,6.633773048400879,7.0636908767700195,7.000260377502442
1581892103,6.633773048400879,7.0636908767700195,6.9421157531738285
1581892160,6.633773048400879,7.0636908767700195,6.8575417541503905
1581892223,6.633773048400879,7.0636908767700195,6.80644496307373
1581892280,6.633773048400879,7.0636908767700195,6.827588462829589
1581892343,6.633773048400879,7.0636908767700195,6.87868525390625
1581892405,6.633773048400879,7.0636908767700195,6.875161337280273
1581892462,6.633773048400879,7.0636908767700195,6.883971128845214
1582223663,6.654916548156738,7.076024584960938,6.787063421630859
1582223721,6.654916548156738,7.076024584960938,6.750062297058105
1582223779,6.654916548156738,7.076024584960938,6.730680755615234
1582223783,6.654916548156738,7.076024584960938,6.730680755615234
1582223788,6.654916548156738,7.076024584960938,6.730680755615234
1582223841,6.654916548156738,7.076024584960938,6.713061172485351
1582223903,6.654916548156738,7.076024584960938,6.7183470474243165
1582223961,6.654916548156738,7.076024584960938,6.746538380432129
