time,SPAM_Off_Z_MTQ_X,SPAM_OFF_Z_MTQ_Y,SPAM_OFF_Z_MTQ_Z,Dipole_Gain_Y,Dipole_Gain_Z
1584791527,-0.6712328767123288,-6.904109589041096,4.657534246575342,1.0,1.0
1584803406,1.7397260273972603,-7.726027397260274,3.0684931506849313,1.0,1.0
1584803464,1.7397260273972603,-7.726027397260274,3.0684931506849313,1.0,1.0
1584809101,0.7123287671232876,-4.534246575342466,0.1643835616438356,1.0,1.0
1584809159,0.7123287671232876,-4.534246575342466,0.1643835616438356,1.0,1.0
1584809216,0.7123287671232876,-4.534246575342466,0.1643835616438356,1.0,1.0
1584813545,0.7123287671232876,-4.534246575342466,0.1643835616438356,1.0,1.0
1584813602,0.7123287671232876,-4.534246575342466,0.1643835616438356,1.0,1.0
1584813804,0.7123287671232876,-4.534246575342466,0.1643835616438356,1.0,1.0
1584813847,0.7123287671232876,-4.534246575342466,0.1643835616438356,1.0,1.0
1584813904,0.7123287671232876,-4.534246575342466,0.1643835616438356,1.0,1.0
1584816249,-2.0547945205479454,2.6164383561643834,1.8356164383561644,1.0,1.0
1584819297,-2.0547945205479454,2.6164383561643834,1.8356164383561644,1.0,1.0
1584819427,-2.0547945205479454,2.6164383561643834,1.8356164383561644,1.0,1.0
1584819484,-2.0547945205479454,2.6164383561643834,1.8356164383561644,1.0,1.0
1584819542,-2.0547945205479454,2.6164383561643834,1.8356164383561644,1.0,1.0
1584819599,-2.0547945205479454,2.6164383561643834,1.8356164383561644,1.0,1.0
1584819657,-2.0547945205479454,2.6164383561643834,1.8356164383561644,1.0,1.0
1584819729,-2.0547945205479454,2.6164383561643834,1.8356164383561644,1.0,1.0
1584819786,-2.0547945205479454,2.6164383561643834,1.8356164383561644,1.0,1.0
1584819844,-2.0547945205479454,2.6164383561643834,1.8356164383561644,1.0,1.0
1584819901,-2.0547945205479454,2.6164383561643834,1.8356164383561644,1.0,1.0
1584819959,-2.0547945205479454,2.6164383561643834,1.8356164383561644,1.0,1.0
1584822059,1.8493150684931507,-9.561643835616438,-0.9041095890410958,1.0,1.0
1584825237,-0.1780821917808219,-5.205479452054795,8.684931506849315,1.0,1.0
1584825309,-0.1780821917808219,-5.205479452054795,8.684931506849315,1.0,1.0
1584825366,-0.1780821917808219,-5.205479452054795,8.684931506849315,1.0,1.0
1584825424,-0.1780821917808219,-5.205479452054795,8.684931506849315,1.0,1.0
1584825481,-0.1780821917808219,-5.205479452054795,8.684931506849315,1.0,1.0
1584825539,-0.1780821917808219,-5.205479452054795,8.684931506849315,1.0,1.0
1584825596,-0.1780821917808219,-5.205479452054795,8.684931506849315,1.0,1.0
1584825668,-0.1780821917808219,-5.205479452054795,8.684931506849315,1.0,1.0
1584825726,-0.1780821917808219,-5.205479452054795,8.684931506849315,1.0,1.0
1584825783,-0.1780821917808219,-5.205479452054795,8.684931506849315,1.0,1.0
1584825841,-0.1780821917808219,-5.205479452054795,8.684931506849315,1.0,1.0
1584827524,-0.1780821917808219,-5.205479452054795,8.684931506849315,1.0,1.0
1584827639,-0.1780821917808219,-5.205479452054795,8.684931506849315,1.0,1.0
1584827696,-0.1780821917808219,-5.205479452054795,8.684931506849315,1.0,1.0
1584827768,-0.1780821917808219,-5.205479452054795,8.684931506849315,1.0,1.0
1584827826,-0.1780821917808219,-5.205479452054795,8.684931506849315,1.0,1.0
1584827998,-0.1780821917808219,-5.205479452054795,8.684931506849315,1.0,1.0
1584830227,0.3287671232876712,-10.123287671232877,0.5616438356164384,1.0,1.0
1584830285,0.3287671232876712,-10.123287671232877,0.5616438356164384,1.0,1.0
1584830400,0.3287671232876712,-10.123287671232877,0.5616438356164384,1.0,1.0
1584830457,0.3287671232876712,-10.123287671232877,0.5616438356164384,1.0,1.0
1584830529,0.3287671232876712,-10.123287671232877,0.5616438356164384,1.0,1.0
1584830587,0.3287671232876712,-10.123287671232877,0.5616438356164384,1.0,1.0
1584830644,0.3287671232876712,-10.123287671232877,0.5616438356164384,1.0,1.0
1584830759,0.3287671232876712,-10.123287671232877,0.5616438356164384,1.0,1.0
1584831176,0.3287671232876712,-10.123287671232877,0.5616438356164384,1.0,1.0
1584831248,0.3287671232876712,-10.123287671232877,0.5616438356164384,1.0,1.0
1584831306,0.3287671232876712,-10.123287671232877,0.5616438356164384,1.0,1.0
1584831363,0.3287671232876712,-10.123287671232877,0.5616438356164384,1.0,1.0
1584831421,0.3287671232876712,-10.123287671232877,0.5616438356164384,1.0,1.0
1584831478,0.3287671232876712,-10.123287671232877,0.5616438356164384,1.0,1.0
1584833708,1.2876712328767124,2.8219178082191783,1.7123287671232876,1.0,1.0
1584835865,1.2876712328767124,2.8219178082191783,1.7123287671232876,1.0,1.0
1584835922,1.2876712328767124,2.8219178082191783,1.7123287671232876,1.0,1.0
1584835980,1.2876712328767124,2.8219178082191783,1.7123287671232876,1.0,1.0
1584836037,1.2876712328767124,2.8219178082191783,1.7123287671232876,1.0,1.0
1584836109,1.2876712328767124,2.8219178082191783,1.7123287671232876,1.0,1.0
1584836167,1.2876712328767124,2.8219178082191783,1.7123287671232876,1.0,1.0
1584836224,1.2876712328767124,2.8219178082191783,1.7123287671232876,1.0,1.0
1584836282,1.2876712328767124,2.8219178082191783,1.7123287671232876,1.0,1.0
1584836339,1.2876712328767124,2.8219178082191783,1.7123287671232876,1.0,1.0
1584836397,1.2876712328767124,2.8219178082191783,1.7123287671232876,1.0,1.0
1584836469,1.2876712328767124,2.8219178082191783,1.7123287671232876,1.0,1.0
1584836526,1.2876712328767124,2.8219178082191783,1.7123287671232876,1.0,1.0
1584836584,1.2876712328767124,2.8219178082191783,1.7123287671232876,1.0,1.0
1584836641,1.2876712328767124,2.8219178082191783,1.7123287671232876,1.0,1.0
1584837116,1.2876712328767124,2.8219178082191783,1.7123287671232876,1.0,1.0
1584837188,1.2876712328767124,2.8219178082191783,1.7123287671232876,1.0,1.0
1584837245,1.2876712328767124,2.8219178082191783,1.7123287671232876,1.0,1.0
1584839590,6.123287671232877,-4.109589041095891,0.2602739726027397,1.0,1.0
1584839820,6.123287671232877,-4.109589041095891,0.2602739726027397,1.0,1.0
1584841617,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584841689,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584841747,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584841804,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584841862,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584841919,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584841977,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584842049,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584842106,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584842164,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584842221,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584842279,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584842336,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584842408,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584842466,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584842523,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584842883,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584842941,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584843070,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584843128,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584845457,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584845587,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
1584845644,1.356164383561644,-8.273972602739725,2.8493150684931505,1.0,1.0
