time,Node_Voltage_Min,Node_Voltage_Max,Node_Voltage_Avg
1580595442,3.3080000000000003,3.464,3.372
1580595499,3.3080000000000003,3.464,3.372
1580595629,3.3080000000000003,3.464,3.384
1580595686,3.3080000000000003,3.464,3.384
1580595744,3.3080000000000003,3.464,3.388
1580595801,3.3080000000000003,3.464,3.384
1580595859,3.3080000000000003,3.464,3.404
1580595931,3.3080000000000003,3.464,3.392
1580595988,3.3080000000000003,3.464,3.396
1580596046,3.3080000000000003,3.464,3.388
1580598203,3.3080000000000003,3.464,3.3160000000000003
1580601266,3.3080000000000003,3.464,3.384
1580601324,3.3080000000000003,3.464,3.388
1580601381,3.3080000000000003,3.464,3.4
1580601439,3.3080000000000003,3.464,3.4
1580601511,3.3080000000000003,3.464,3.392
1580601626,3.3080000000000003,3.464,3.404
1580601683,3.3080000000000003,3.464,3.416
1580601741,3.3080000000000003,3.464,3.412
1580601798,3.3080000000000003,3.464,3.4
1580601870,3.3080000000000003,3.464,3.4
1580601985,3.3080000000000003,3.464,3.416
1580602043,3.3080000000000003,3.464,3.4
1580602230,3.3080000000000003,3.464,3.348
1580602345,3.3080000000000003,3.464,3.336
1580605465,3.3080000000000003,3.464,3.364
1580605523,3.3080000000000003,3.464,3.368
1580605580,3.3080000000000003,3.464,3.372
1580607090,3.3080000000000003,3.464,3.396
1580607148,3.3080000000000003,3.464,3.408
1580607205,3.3080000000000003,3.464,3.42
1580607263,3.3080000000000003,3.464,3.396
1580607320,3.3080000000000003,3.464,3.388
1580607450,3.3080000000000003,3.464,3.408
1580607565,3.3080000000000003,3.464,3.384
1580607622,3.3080000000000003,3.464,3.384
1580607680,3.3080000000000003,3.464,3.396
1580607738,3.3080000000000003,3.464,3.372
1580607809,3.3080000000000003,3.464,3.356
1580607867,3.3080000000000003,3.464,3.344
1580608040,3.3080000000000003,3.464,3.332
1580608097,3.3080000000000003,3.464,3.3280000000000003
1580608226,3.3080000000000003,3.464,3.3280000000000003
1580612124,3.3080000000000003,3.464,3.364
1580612311,3.3080000000000003,3.464,3.368
1580613087,3.3080000000000003,3.464,3.392
