time,Panel_2_Voltage_Max,Panel_2_Voltage_Avg,Panel_3_Voltage_Min,Panel_3_Voltage_Max
1581192560,32.736000000000004,11.788,0.0,32.736000000000004
1581192618,32.736000000000004,11.636000000000001,0.0,32.736000000000004
1581192680,32.736000000000004,11.772,0.0,32.736000000000004
1581192800,32.736000000000004,11.616,0.0,32.736000000000004
1581192858,32.736000000000004,11.792,0.0,32.736000000000004
1581192920,32.736000000000004,11.8,0.0,32.736000000000004
1581210201,32.736000000000004,11.608,0.0,32.736000000000004
1581210258,32.736000000000004,10.196,0.0,32.736000000000004
1581210321,32.736000000000004,9.6,0.0,32.736000000000004
1581210345,32.736000000000004,10.08,0.0,32.736000000000004
1581210378,32.736000000000004,11.916,0.0,32.736000000000004
1581210441,32.736000000000004,10.18,0.0,32.736000000000004
1581210498,32.736000000000004,10.168000000000001,0.0,32.736000000000004
1581210560,32.736000000000004,8.88,0.0,32.736000000000004
1581210618,32.736000000000004,6.640000000000001,0.0,32.736000000000004
1581210680,32.736000000000004,4.872,0.0,32.736000000000004
1581210738,32.736000000000004,4.168,0.0,32.736000000000004
1581288800,32.736000000000004,11.584,0.0,32.736000000000004
1581457641,32.736000000000004,10.896,0.0,32.736000000000004
1581457699,32.736000000000004,11.776,0.0,32.736000000000004
1581536360,32.736000000000004,9.488,0.0,32.736000000000004
1581536418,32.736000000000004,11.608,0.0,32.736000000000004
1581536480,32.736000000000004,11.848,0.0,32.736000000000004
1581536537,32.736000000000004,11.724,0.0,32.736000000000004
1581536600,32.736000000000004,12.132,0.0,32.736000000000004
1581536657,32.736000000000004,11.908,0.0,32.736000000000004
1581536720,32.736000000000004,12.376,0.0,32.736000000000004
1581536777,32.736000000000004,12.192,0.0,32.736000000000004
1581536840,32.736000000000004,8.792,0.0,32.736000000000004
1581626601,32.736000000000004,9.708,0.0,32.736000000000004
1581626659,32.736000000000004,11.652000000000001,0.0,32.736000000000004
1581626721,32.736000000000004,9.952,0.0,32.736000000000004
1581626778,32.736000000000004,4.6080000000000005,0.0,32.736000000000004
1581626841,32.736000000000004,10.016,0.0,32.736000000000004
1581626898,32.736000000000004,11.708,0.0,32.736000000000004
1581626961,32.736000000000004,10.156,0.0,32.736000000000004
1581627018,32.736000000000004,11.808,0.0,32.736000000000004
1581627081,32.736000000000004,10.428,0.0,32.736000000000004
1581627138,32.736000000000004,11.272,0.0,32.736000000000004
1581627200,32.736000000000004,10.644,0.0,32.736000000000004
1581627258,32.736000000000004,9.772,0.0,32.736000000000004
1581627320,32.736000000000004,7.16,0.0,32.736000000000004
1581627378,32.736000000000004,9.72,0.0,32.736000000000004
1581627440,32.736000000000004,10.32,0.0,32.736000000000004
1581789622,32.748,11.948,0.0,32.748
1581789684,32.748,11.852,0.0,32.748
1581789742,32.748,11.708,0.0,32.748
1581789804,32.748,10.252,0.0,32.748
1581789862,32.748,11.808,0.0,32.748
1581789924,32.748,9.584,0.0,32.748
1581789982,32.748,11.716000000000001,0.0,32.748
1581790044,32.748,11.928,0.0,32.748
1581790101,32.748,12.024000000000001,0.0,32.748
1581790164,32.748,12.344,0.0,32.748
1581891801,32.748,9.96,0.0,32.748
1581891863,32.748,11.932,0.0,32.748
1581891921,32.748,11.92,0.0,32.748
1581891983,32.748,11.892,0.0,32.748
1581892041,32.748,11.928,0.0,32.748
1581892103,32.748,10.98,0.0,32.748
1581892160,32.748,11.464,0.0,32.748
1581892223,32.748,11.308,0.0,32.748
1581892280,32.748,11.92,0.0,32.748
1581892343,32.748,11.928,0.0,32.748
1581892400,32.748,11.812,0.0,32.748
1581892462,32.748,11.86,0.0,32.748
1582223663,32.672000000000004,10.664,0.0,32.672000000000004
1582223721,32.672000000000004,9.988,0.0,32.672000000000004
1582223779,32.672000000000004,4.596,0.0,32.672000000000004
1582223783,32.672000000000004,4.624,0.0,32.672000000000004
1582223841,32.672000000000004,8.588000000000001,0.0,32.672000000000004
1582223903,32.672000000000004,10.84,0.0,32.672000000000004
1582223961,32.672000000000004,11.904,0.0,32.672000000000004
1582224023,32.672000000000004,11.952,0.0,32.672000000000004
1582224081,32.672000000000004,10.0,0.0,32.672000000000004
1582224143,32.672000000000004,11.348,0.0,32.672000000000004
1582224200,32.672000000000004,11.924,0.0,32.672000000000004
1582224263,32.672000000000004,11.848,0.0,32.672000000000004
1582224320,32.672000000000004,11.832,0.0,32.672000000000004
1582224383,32.672000000000004,11.964,0.0,32.672000000000004
1582224440,32.672000000000004,11.964,0.0,32.672000000000004
1582224502,32.672000000000004,11.904,0.0,32.672000000000004
1582229483,32.672000000000004,12.040000000000001,0.0,32.672000000000004
1582229598,32.672000000000004,11.856,0.0,32.672000000000004
1582229603,32.672000000000004,11.844,0.0,32.672000000000004
1582229661,32.672000000000004,11.808,0.0,32.672000000000004
1582229723,32.672000000000004,11.896,0.0,32.672000000000004
1582229781,32.672000000000004,11.968,0.0,32.672000000000004
1582229843,32.672000000000004,11.86,0.0,32.672000000000004
1582229900,32.672000000000004,11.808,0.0,32.672000000000004
1582229963,32.672000000000004,11.944,0.0,32.672000000000004
1582230020,32.672000000000004,11.916,0.0,32.672000000000004
1582230083,32.672000000000004,11.9,0.0,32.672000000000004
1582230140,32.672000000000004,11.88,0.0,32.672000000000004
1582230202,32.672000000000004,11.776,0.0,32.672000000000004
1582230260,32.672000000000004,11.836,0.0,32.672000000000004
1582230322,32.672000000000004,11.864,0.0,32.672000000000004
1582235365,32.672000000000004,12.456,0.0,32.672000000000004
1582235422,32.672000000000004,11.9,0.0,32.672000000000004
1582235484,32.672000000000004,10.916,0.0,32.672000000000004
1582235542,32.672000000000004,10.792,0.0,32.672000000000004
1582235604,32.672000000000004,10.508000000000001,0.0,32.672000000000004
1582235662,32.672000000000004,11.864,0.0,32.672000000000004
1582235724,32.672000000000004,11.948,0.0,32.672000000000004
1582235782,32.672000000000004,11.756,0.0,32.672000000000004
1582235844,32.672000000000004,11.832,0.0,32.672000000000004
1582235902,32.672000000000004,11.964,0.0,32.672000000000004
1582235964,32.672000000000004,12.072000000000001,0.0,32.672000000000004
1582236021,32.672000000000004,11.908,0.0,32.672000000000004
1582236084,32.672000000000004,11.08,0.0,32.672000000000004
1582308084,32.672000000000004,11.864,0.0,32.672000000000004
1582308141,32.672000000000004,11.968,0.0,32.672000000000004
1582308204,32.672000000000004,11.96,0.0,32.672000000000004
1582308261,32.672000000000004,11.852,0.0,32.672000000000004
1582308324,32.672000000000004,11.772,0.0,32.672000000000004
1582308381,32.672000000000004,11.82,0.0,32.672000000000004
1582308443,32.672000000000004,11.916,0.0,32.672000000000004
1582308501,32.672000000000004,11.944,0.0,32.672000000000004
1582308683,32.672000000000004,11.732000000000001,0.0,32.672000000000004
1582308741,32.672000000000004,11.704,0.0,32.672000000000004
1582308803,32.672000000000004,11.836,0.0,32.672000000000004
1582308861,32.672000000000004,11.932,0.0,32.672000000000004
1582319962,32.672000000000004,11.904,0.0,32.672000000000004
1582320020,32.672000000000004,11.928,0.0,32.672000000000004
1582320082,11.916,11.9,11.876,11.916
1582320140,11.916,11.816,11.772,11.916
1582320202,11.916,11.8,11.772,11.916
1582320264,11.916,11.84,11.772,11.916
1582320322,11.916,11.84,11.772,11.916
1582320384,11.916,11.832,11.772,11.916
