time,Panel_2_Voltage_Max,Panel_2_Voltage_Avg,Panel_3_Voltage_Min,Panel_3_Voltage_Max
1582320442,11.916,11.744,11.72,11.916
1582320504,11.916,11.788,11.72,11.916
1582320562,11.916,11.82,11.72,11.916
1582488773,32.64,12.0,0.716,32.64
1582488893,32.64,11.96,0.716,32.64
1582488955,32.64,11.936,0.716,32.64
1582489022,32.64,11.928,0.716,32.64
1582489075,32.64,11.94,0.716,32.64
1582489195,32.64,11.82,0.716,32.64
1582489253,32.64,11.74,0.716,32.64
1582916934,32.76,11.836,0.0,32.76
1582916995,32.76,11.812,0.0,32.76
1582917053,32.76,11.932,0.0,32.76
1582917124,32.76,11.996,0.0,32.76
1582917172,32.76,11.992,0.0,32.76
1582983836,32.76,9.484,0.0,32.76
1582983894,32.76,11.768,0.0,32.76
1582983956,32.76,4.428,0.0,32.76
1582984014,32.76,1.512,0.0,32.76
1582984076,32.76,5.188,0.0,32.76
1582984134,32.76,11.728,0.0,32.76
1582984196,32.76,5.46,0.0,32.76
1582984253,32.76,1.868,0.0,32.76
1582984316,32.76,3.86,0.0,32.76
1582984373,32.76,4.6080000000000005,0.0,32.76
1582984436,32.76,9.436,0.0,32.76
1582984493,32.76,11.816,0.0,32.76
1582984556,32.76,11.848,0.0,32.76
1582984613,32.76,11.832,0.0,32.76
1582989776,32.76,11.76,0.0,32.76
1582989833,32.76,4.684,0.0,32.76
1582989896,32.76,4.624,0.0,32.76
1582989953,32.76,4.624,0.0,32.76
1582990016,32.76,4.624,0.0,32.76
1582990073,32.76,11.672,0.0,32.76
1582990136,32.76,11.864,0.0,32.76
1582990193,32.76,11.84,0.0,32.76
1582990255,32.76,11.812,0.0,32.76
1582990313,32.76,11.912,0.0,32.76
1582990375,32.76,11.956,0.0,32.76
1582990433,32.76,11.944,0.0,32.76
1582990495,32.76,11.936,0.0,32.76
1582995475,32.76,11.78,0.0,32.76
1582995533,32.76,11.868,0.0,32.76
1582995595,32.76,11.856,0.0,32.76
1582995652,32.76,11.716000000000001,0.0,32.76
1582995715,32.76,11.68,0.0,32.76
1582995772,32.76,11.724,0.0,32.76
1582995835,32.76,11.696,0.0,32.76
1582995892,32.76,11.74,0.0,32.76
1582995954,32.76,11.84,0.0,32.76
1582996012,32.76,11.896,0.0,32.76
1582996074,32.76,11.88,0.0,32.76
1582996132,32.76,11.948,0.0,32.76
1582996194,32.76,11.984,0.0,32.76
1582996252,32.76,11.976,0.0,32.76
1582996314,32.76,11.948,0.0,32.76
1583074016,32.76,5.42,0.0,32.76
1583074073,32.76,10.212,0.0,32.76
1583074136,32.76,2.848,0.0,32.76
1583074193,32.76,5.096,0.0,32.76
1583074256,32.76,11.812,0.0,32.76
1583074313,32.76,11.928,0.0,32.76
1583074375,32.76,11.896,0.0,32.76
1583074433,32.76,11.804,0.0,32.76
1583074495,32.76,11.816,0.0,32.76
1583074553,32.76,11.876,0.0,32.76
1583074615,32.76,11.888,0.0,32.76
1583074673,32.76,11.88,0.0,32.76
1583074735,32.76,11.984,0.0,32.76
1583074793,32.76,11.968,0.0,32.76
1583074855,32.76,11.944,0.0,32.76
1583080016,32.76,4.316,0.0,32.76
1583080073,32.76,11.276,0.0,32.76
1583080136,32.76,11.688,0.0,32.76
1583080193,32.76,11.74,0.0,32.76
1583080256,32.76,11.756,0.0,32.76
1583080313,32.76,11.68,0.0,32.76
1583080375,32.76,11.66,0.0,32.76
1583080433,32.76,11.716000000000001,0.0,32.76
1583080495,32.76,11.76,0.0,32.76
1583080553,32.76,11.784,0.0,32.76
1583080615,32.76,11.76,0.0,32.76
1583080673,32.76,11.892,0.0,32.76
1583080735,32.76,11.972,0.0,32.76
1583248914,32.76,7.788,0.0,32.76
1583248976,32.76,4.416,0.0,32.76
1583249034,32.76,9.356,0.0,32.76
1583249096,32.76,11.952,0.0,32.76
1583249154,32.76,11.916,0.0,32.76
1583249216,32.76,11.972,0.0,32.76
1583249274,32.76,11.96,0.0,32.76
1583249336,32.76,11.868,0.0,32.76
1583249394,32.76,11.572000000000001,0.0,32.76
1583254734,32.76,11.96,0.0,32.76
1583254796,32.76,10.948,0.0,32.76
1583254854,32.76,9.74,0.0,32.76
1583254916,32.76,9.884,0.0,32.76
1583254974,32.76,5.42,0.0,32.76
1583255036,32.76,10.192,0.0,32.76
1583255094,32.76,7.596,0.0,32.76
1583255156,32.76,11.696,0.0,32.76
1583255213,32.76,11.74,0.0,32.76
1583508233,32.76,4.6080000000000005,0.0,32.76
1583508295,32.76,4.564,0.0,32.76
1583508352,32.76,4.6080000000000005,0.0,32.76
1583508415,32.76,3.14,0.0,32.76
1583508472,32.76,7.644,0.0,32.76
1583508535,32.76,11.664,0.0,32.76
1583508592,32.76,11.828,0.0,32.76
1583569013,32.76,0.772,0.0,32.76
1583569075,32.76,0.776,0.0,32.76
1583569133,32.76,0.752,0.0,32.76
1583569195,32.76,0.752,0.0,32.76
1583569253,32.76,0.772,0.0,32.76
1583569315,32.76,0.768,0.0,32.76
1583569373,32.76,0.736,0.0,32.76
1583569435,32.76,0.72,0.0,32.76
1583569492,32.76,0.732,0.0,32.76
1583569555,32.76,0.728,0.0,32.76
1583997056,32.76,0.76,0.0,32.76
1583997114,32.76,0.772,0.0,32.76
1583997176,32.76,0.768,0.0,32.76
1583997233,32.76,0.736,0.0,32.76
1583997296,32.76,0.728,0.0,32.76
1583997353,32.76,0.76,0.0,32.76
1583997416,32.76,0.768,0.0,32.76
1583997473,32.76,0.748,0.0,32.76
1583997536,32.76,0.724,0.0,32.76
1583997593,32.76,0.748,0.0,32.76
1583997655,32.76,0.76,0.0,32.76
1583997713,32.76,0.744,0.0,32.76
1584002993,32.76,0.724,0.0,32.76
1584003055,32.76,0.752,0.0,32.76
1584003113,32.76,0.76,0.0,32.76
1584003175,32.76,0.752,0.0,32.76
1584003233,32.76,0.74,0.0,32.76
1584003295,32.76,0.76,0.0,32.76
1584003352,32.76,0.764,0.0,32.76
1584003415,32.76,0.76,0.0,32.76
1584003472,32.76,0.744,0.0,32.76
1584003535,32.76,0.76,0.0,32.76
1584003592,32.76,0.772,0.0,32.76
1584003655,32.76,0.8,0.0,32.76
1584087514,32.76,0.716,0.0,32.76
1584087576,32.76,0.716,0.0,32.76
1584087634,32.76,0.716,0.0,32.76
1584087696,32.76,0.716,0.0,32.76
1584087754,32.76,0.728,0.0,32.76
1584087816,32.76,0.728,0.0,32.76
1584087874,32.76,0.724,0.0,32.76
1584087936,32.76,0.732,0.0,32.76
1584087994,32.76,0.74,0.0,32.76
1584088056,32.76,0.74,0.0,32.76
1584088113,32.76,0.748,0.0,32.76
1584088176,32.76,0.756,0.0,32.76
1584088233,32.76,0.752,0.0,32.76
1584099516,0.584,0.432,0.196,0.584
1584099573,1.04,0.808,0.196,1.04
1584099636,2.076,1.48,0.196,2.076
1584099693,3.372,3.248,0.196,3.372
1584099755,3.38,3.352,0.196,3.38
1584099813,3.38,1.988,0.196,3.38
1584099875,3.38,1.756,0.196,3.38
1584099933,3.38,1.816,0.196,3.38
1584099995,3.38,1.768,0.196,3.38
1584105034,11.876,0.72,0.196,11.876
1584105097,11.876,0.728,0.196,11.876
1584105154,11.876,0.744,0.196,11.876
1584105216,11.876,1.3,0.196,11.876
1584105274,11.876,1.028,0.196,11.876
1584105336,11.876,1.088,0.196,11.876
1584105394,11.876,5.488,0.196,11.876
1584105456,11.876,11.728,0.196,11.876
1584105514,11.876,4.376,0.196,11.876
1584105576,11.876,1.308,0.196,11.876
1584105634,11.876,2.164,0.196,11.876
1584165996,32.64,0.716,0.0,32.64
1584166053,32.64,0.716,0.0,32.64
1584166115,32.64,0.724,0.0,32.64
1584166173,32.64,0.728,0.0,32.64
1584166235,32.64,0.72,0.0,32.64
1584166293,32.64,0.716,0.0,32.64
1584166355,32.64,0.72,0.0,32.64
1584166417,32.64,0.724,0.0,32.64
1584166475,32.64,0.732,0.0,32.64
1584171937,32.64,0.716,0.0,32.64
1584171994,32.64,0.716,0.0,32.64
1584172056,32.64,0.724,0.0,32.64
1584172114,32.64,0.736,0.0,32.64
1584172176,32.64,0.736,0.0,32.64
1584172234,32.64,0.728,0.0,32.64
1584172296,32.64,0.728,0.0,32.64
1584172354,32.64,0.728,0.0,32.64
1584172416,32.64,0.724,0.0,32.64
1584172474,32.64,0.724,0.0,32.64
1584172536,32.64,0.724,0.0,32.64
1584172593,32.64,0.716,0.0,32.64
1584172713,32.64,0.736,0.0,32.64
1584177756,32.64,0.716,0.0,32.64
1584177813,32.64,0.716,0.0,32.64
1584177875,32.64,0.72,0.0,32.64
1584177933,32.64,0.72,0.0,32.64
1584177995,32.64,0.72,0.0,32.64
1584178053,32.64,0.716,0.0,32.64
1584178115,32.64,0.728,0.0,32.64
1584178177,32.64,0.736,0.0,32.64
1584178235,32.64,0.736,0.0,32.64
1584178297,32.64,0.736,0.0,32.64
1584178355,32.64,0.74,0.0,32.64
1584178417,32.64,0.74,0.0,32.64
1584178475,32.64,0.804,0.0,32.64
1584183695,32.64,0.724,0.0,32.64
1584183758,32.64,0.728,0.0,32.64
1584183815,32.64,0.736,0.0,32.64
1584183877,32.64,0.74,0.0,32.64
1584183935,32.64,0.74,0.0,32.64
1584183997,32.64,0.736,0.0,32.64
1584184055,32.64,0.732,0.0,32.64
1584184117,32.64,0.868,0.0,32.64
1584184175,32.64,1.864,0.0,32.64
1584184237,32.64,1.964,0.0,32.64
1584184294,32.64,3.568,0.0,32.64
1584184357,32.64,11.316,0.0,32.64
1584184414,32.64,11.9,0.0,32.64
1584250416,32.64,11.9,0.0,32.64
1584250473,32.664,0.716,0.0,32.664
1584250536,32.664,0.716,0.0,32.664
1584250593,32.664,0.716,0.0,32.664
1584250655,32.664,0.716,0.0,32.664
1584250713,32.664,0.716,0.0,32.664
1584250775,32.664,0.716,0.0,32.664
1584250838,32.664,0.716,0.0,32.664
1584250895,32.664,0.716,0.0,32.664
1584250953,32.664,0.716,0.0,32.664
1584251015,32.664,0.724,0.0,32.664
1584251077,32.664,0.72,0.0,32.664
1584251135,32.664,0.724,0.0,32.664
1584256369,32.664,0.72,0.0,32.664
1584256417,32.664,0.716,0.0,32.664
1584256474,32.664,0.716,0.0,32.664
1584256537,32.664,0.716,0.0,32.664
1584256594,32.664,0.72,0.0,32.664
1584256657,32.664,0.716,0.0,32.664
1584256714,32.664,0.716,0.0,32.664
1584256776,32.664,0.724,0.0,32.664
1584256834,32.664,0.728,0.0,32.664
1584256896,32.664,0.724,0.0,32.664
1584257016,32.664,0.732,0.0,32.664
1584267995,32.668,0.72,0.0,32.668
1584268056,32.668,0.72,0.0,32.668
1584268113,32.668,0.716,0.0,32.668
1584268175,32.668,0.72,0.0,32.668
1584268233,32.668,0.728,0.0,32.668
1584268295,32.668,0.732,0.0,32.668
1584268353,32.668,0.736,0.0,32.668
1584268415,32.668,0.736,0.0,32.668
1584268477,32.668,0.744,0.0,32.668
1584268535,32.668,0.752,0.0,32.668
1584268597,32.668,0.732,0.0,32.668
1584268655,32.668,0.732,0.0,32.668
1584268717,32.668,2.408,0.0,32.668
1584334893,32.668,0.716,0.0,32.668
1584334956,32.668,0.716,0.0,32.668
1584335013,32.668,0.716,0.0,32.668
1584335076,32.668,0.716,0.0,32.668
1584335133,32.668,0.716,0.0,32.668
1584335196,32.668,0.716,0.0,32.668
1584335253,32.668,0.716,0.0,32.668
1584335316,32.668,0.716,0.0,32.668
1584335373,32.668,0.716,0.0,32.668
1584335435,32.668,0.716,0.0,32.668
1584335493,32.668,0.716,0.0,32.668
1584340717,32.668,0.716,0.0,32.668
1584340775,32.668,0.716,0.0,32.668
1584340837,32.668,0.716,0.0,32.668
1584340894,32.668,0.716,0.0,32.668
1584340957,32.668,0.716,0.0,32.668
1584341077,32.668,0.716,0.0,32.668
1584341134,32.668,0.716,0.0,32.668
1584341196,32.668,0.716,0.0,32.668
1584341254,32.668,0.72,0.0,32.668
1584341316,32.668,0.716,0.0,32.668
1584341374,32.668,0.716,0.0,32.668
1584346654,32.668,0.716,0.0,32.668
1584346717,32.668,0.716,0.0,32.668
1584346774,32.668,0.716,0.0,32.668
1584346836,32.668,0.716,0.0,32.668
1584346894,32.668,0.716,0.0,32.668
1584346956,32.668,0.716,0.0,32.668
1584347014,32.668,0.72,0.0,32.668
1584347076,32.668,0.716,0.0,32.668
1584347134,32.668,0.716,0.0,32.668
1584347196,32.668,0.72,0.0,32.668
1584347253,32.668,0.72,0.0,32.668
1584347316,32.668,0.724,0.0,32.668
1584352536,32.668,0.716,0.0,32.668
1584352594,32.668,0.72,0.0,32.668
1584352656,32.668,0.72,0.0,32.668
1584352714,32.668,0.72,0.0,32.668
1584352776,32.668,0.72,0.0,32.668
1584352833,32.668,0.72,0.0,32.668
1584352896,32.668,0.72,0.0,32.668
1584352953,32.668,0.724,0.0,32.668
1584353016,32.668,0.724,0.0,32.668
1584353073,32.668,0.72,0.0,32.668
1584353136,32.668,0.72,0.0,32.668
1584358474,32.668,0.72,0.0,32.668
1584358537,32.668,0.72,0.0,32.668
1584358594,32.668,0.72,0.0,32.668
1584358714,0.656,0.496,0.2,0.656
1584358777,0.728,0.716,0.2,0.728
1584358834,0.732,0.724,0.2,0.732
1584358896,11.68,3.536,0.2,11.68
1584358954,11.92,11.86,0.2,11.92
1584359016,11.92,11.872,0.2,11.92
1584762937,32.752,3.7,0.0,32.752
1584762995,32.752,11.744,0.0,32.752
1584763057,32.752,11.732000000000001,0.0,32.752
1584763115,32.752,2.34,0.0,32.752
1584763177,32.752,1.0,0.0,32.752
1584763234,32.752,0.744,0.0,32.752
1584763297,32.752,0.716,0.0,32.752
1584763354,32.752,0.716,0.0,32.752
1584763417,32.752,0.716,0.0,32.752
1584763474,32.752,0.716,0.0,32.752
1584763537,32.752,0.716,0.0,32.752
1584763594,32.752,0.716,0.0,32.752
1584763656,32.752,0.716,0.0,32.752
1584763714,32.752,0.716,0.0,32.752
1584768937,32.752,0.72,0.0,32.752
1584768994,32.752,0.716,0.0,32.752
1584769057,32.752,0.716,0.0,32.752
1584769114,32.752,0.716,0.0,32.752
1584769176,32.752,0.716,0.0,32.752
1584769234,32.752,0.716,0.0,32.752
1584769296,32.752,0.716,0.0,32.752
1584769354,32.752,0.716,0.0,32.752
1584769536,32.752,0.716,0.0,32.752
1584769594,32.752,0.716,0.0,32.752
1584769714,32.752,0.716,0.0,32.752
1584847425,32.756,11.84,0.0,32.756
1584847482,32.756,11.932,0.0,32.756
1584847545,32.756,7.18,0.0,32.756
1584847602,32.756,1.124,0.0,32.756
1584847665,32.756,0.772,0.0,32.756
1584847722,32.756,0.736,0.0,32.756
1584847785,32.756,2.548,0.0,32.756
1584847842,32.756,5.264,0.0,32.756
1584847904,32.756,0.844,0.0,32.756
1584847967,32.756,0.72,0.0,32.756
1584848024,32.756,0.72,0.0,32.756
1584848087,32.756,0.716,0.0,32.756
1584848144,32.756,0.716,0.0,32.756
1584853365,32.756,11.896,0.0,32.756
1584853423,32.756,2.7880000000000003,0.0,32.756
1584853485,32.756,0.724,0.0,32.756
1584853543,32.756,0.72,0.0,32.756
1584853605,32.756,0.852,0.0,32.756
1584853663,32.756,0.764,0.0,32.756
1584853725,32.756,0.72,0.0,32.756
1584853782,32.756,0.72,0.0,32.756
1584853845,32.756,0.716,0.0,32.756
1584853902,32.756,0.716,0.0,32.756
1584853965,32.756,0.716,0.0,32.756
1584854022,32.756,0.716,0.0,32.756
1584854085,32.756,0.716,0.0,32.756
1584854142,32.756,0.788,0.0,32.756
1584854204,32.756,0.716,0.0,32.756
1585016324,32.764,11.828,0.0,32.764
1585016387,32.764,12.024000000000001,0.0,32.764
1585016444,32.764,12.32,0.0,32.764
1585016507,32.764,4.188,0.0,32.764
1585016564,32.764,1.284,0.0,32.764
1585016626,32.764,4.5680000000000005,0.0,32.764
1585016684,32.764,11.536,0.0,32.764
1585016746,32.764,11.764000000000001,0.0,32.764
1585016804,32.764,11.228,0.0,32.764
1585016866,32.764,2.212,0.0,32.764
1585016924,32.764,0.756,0.0,32.764
1585022142,32.764,3.008,0.0,32.764
1585022625,0.728,0.68,0.0,0.728
1585022802,0.764,0.716,0.0,0.764
1585022864,0.764,0.716,0.0,0.764
1585022984,0.764,0.716,0.0,0.764
1587416114,32.764,11.448,0.0,32.764
1587416177,32.764,11.804,0.0,32.764
1587416234,32.764,11.696,0.0,32.764
1587416296,32.764,11.836,0.0,32.764
1587416354,32.764,11.888,0.0,32.764
1587416416,32.764,11.828,0.0,32.764
1587416474,32.764,11.924,0.0,32.764
1587416536,32.764,11.932,0.0,32.764
1587416594,32.764,11.888,0.0,32.764
1587416656,32.764,11.78,0.0,32.764
1587759798,32.764,11.904,0.0,32.764
1587759861,32.764,11.928,0.0,32.764
1587759918,32.764,11.908,0.0,32.764
1587759981,32.764,11.888,0.0,32.764
1587760038,32.764,11.892,0.0,32.764
1587760158,32.764,11.792,0.0,32.764
1587760220,32.764,11.8,0.0,32.764
1587760278,32.764,11.78,0.0,32.764
1587760340,32.764,11.704,0.0,32.764
