time,SPAM_Magnitude_X,SPAM_Magnitude_Y,SPAM_Magnitude_Z,SPAM_Off_X_MTQ_X,SPAM_Off_X_MTQ_Y,Dipole_Gain_X
1584785530,100,100,100,3.9726027397260273,-4.287671232876712,1.0
1584785703,100,100,100,3.9726027397260273,-4.287671232876712,1.0
1584786609,100,100,100,3.9726027397260273,-4.287671232876712,1.0
1584786666,100,100,100,3.9726027397260273,-4.287671232876712,1.0
1584786724,100,100,100,3.9726027397260273,-4.287671232876712,1.0
1584786781,100,100,100,3.9726027397260273,-4.287671232876712,1.0
1584786839,100,100,100,3.9726027397260273,-4.287671232876712,1.0
1584786896,100,100,100,3.9726027397260273,-4.287671232876712,1.0
1584786968,100,100,100,3.9726027397260273,-4.287671232876712,1.0
1584787098,100,100,100,3.9726027397260273,-4.287671232876712,1.0
1584791340,100,100,100,2.0821917808219177,-5.232876712328767,1.0
1584791398,100,100,100,2.0821917808219177,-5.232876712328767,1.0
1584791470,100,100,100,2.0821917808219177,-5.232876712328767,1.0
1584791527,100,100,100,2.0821917808219177,-5.232876712328767,1.0
1584803406,100,100,100,-1.6575342465753424,-5.794520547945205,1.0
1584803464,100,100,100,-1.6575342465753424,-5.794520547945205,1.0
1584809101,100,100,100,-2.0684931506849313,-5.8493150684931505,1.0
1584809159,100,100,100,-2.0684931506849313,-5.8493150684931505,1.0
1584809216,100,100,100,-2.0684931506849313,-5.8493150684931505,1.0
1584813617,100,100,100,-2.0684931506849313,-5.8493150684931505,1.0
1584813789,100,100,100,-2.0684931506849313,-5.8493150684931505,1.0
1584813847,100,100,100,-2.0684931506849313,-5.8493150684931505,1.0
1584813904,100,100,100,-2.0684931506849313,-5.8493150684931505,1.0
1584816249,100,100,100,2.3972602739726026,-6.1506849315068495,1.0
1584819297,100,100,100,2.3972602739726026,-6.1506849315068495,1.0
1584819427,100,100,100,2.3972602739726026,-6.1506849315068495,1.0
1584819499,100,100,100,2.3972602739726026,-6.1506849315068495,1.0
1584819542,100,100,100,2.3972602739726026,-6.1506849315068495,1.0
1584819599,100,100,100,2.3972602739726026,-6.1506849315068495,1.0
1584819657,100,100,100,2.3972602739726026,-6.1506849315068495,1.0
1584819729,100,100,100,2.3972602739726026,-6.1506849315068495,1.0
1584819786,100,100,100,2.3972602739726026,-6.1506849315068495,1.0
